authors,title,abstract,authors_trans,abstract_trans
"Ryo B. Tanaka, Goro Oohata, Takayuki Uozumi",Evaluation of quantum entanglement state between photoelectron spin and emitted photon polarization in spin and polarization resolved XEPECS of $\rm Ti_{2}O_{3}$,"We theoretically investigated the mechanism of quantum entanglement between the spin of photoelectrons and linear polarization of emitted X-ray photons in the 3$d\rightarrow\ $2$p$ XEPECS process for $\rm Ti_{2}O_{3}$. In the calculation, we used a realistic $\rm TiO_{6}$-type cluster model with the full multiplet structure of the Ti ion and the charge-transfer effect between the Ti 3$d$ and ligand O 2$p$ orbitals. We found that quantum entanglement occurs between the spin of photoelectrons and linear polarization of emitted X-ray photons and that it depends on the angular geometry in the XEPECS process. In addition, we found that the degree of spin and polarization entanglement decreases as the Ti 3$d\ $- O 2$p$ hybridization becomes stronger and as the crystal field modifies the electronic states in terms of the tangle, an index for the degree of entanglement. These results highlight the crucial role of the charge transfer and crystal field effects in determining entanglement properties in real material systems.",光電子スピンとスピンおよび偏光の放出光子偏光との間の量子エンタングルメント状態の評価$ \ rm ti_ {2} o_ {3} $のXepecsは,$ \ rm ti_ {2} o_ {3} $の3 $ d \ rightArrow \ $ 2 $ p $ xepecsプロセスで、光電子のスピンと放出X線光子の線形偏光の間の量子エンタングル化のメカニズムを理論的に調査しました。計算では、ティオンの完全なマルチプレット構造とTi 3 $ d $とリガンドo 2 $ p $軌道の間の電荷移動効果を持つ現実的な$ \ rm tio_ {6} $  - タイプクラスターモデルを使用しました。 Qutnum Entanglementは、光電子のスピンと放出されたX線光子の線形偏光の間に発生し、Xepecsプロセスの角度ジオメトリに依存することがわかりました。さらに、Ti 3 $ d \ $ -O 2 $ P $のハイブリダイゼーションが強くなるにつれて、スピンと偏光のエンタングルメントの程度が減少することがわかりました。これらの結果は、実際の材料システムにおけるエンタングルメント特性を決定する際の電荷伝達と結晶磁場効果の重要な役割を強調しています。
"Jhh-Jing Hong, Feng-Li Lin",Work Statistics via Real-Time Effective Field Theory: Application to Work Extraction from Thermal Bath with Qubit Coupling,"Quantum thermal states are known to be passive, as required by the second law of thermodynamics. This paper studies the possible work extraction via coupling the thermal bath to a qubit of either spin, fermion, or topological types, which acts as a quantum thermal state at different temperatures. The amount of work extraction is derived from the work statistics under a cyclic nonequilibrium process. Though the work statistics of many-body systems are known to be challenging to calculate explicitly, we propose an effective field theory approach to tackle this problem by assuming the externally driven source to couple to a specific quasiparticle operator of the thermal state. We show that the work statistics can be expressed succinctly in terms of this quasiparticle's thermal spectral function. We obtain the non-perturbative work distribution function (WDF) for the pure thermal bath without the qubit coupling. With qubit coupling, we get the second-order WDF, from which the physical regime of work extraction can be pinned down precisely to help devise quantum engines.",リアルタイムの効果的なフィールド理論を介した作業統計：キクビットカップリング付き熱浴からの作業抽出への応用,量子熱状態は、熱力学の第2法則で要求されるように、受動的であることが知られています。このホワイトペーパーでは、熱浴をスピン、フェルミオン、またはトポロジータイプのいずれかのキュービットに結合することにより、さまざまな温度で量子熱状態として機能する可能性のある作業抽出を研究します。作業抽出の量は、周期的な非平衡プロセスの下での作業統計に由来します。多体系の作業統計は明示的に計算するのに困難であることが知られていますが、外部駆動型のソースを熱状態の特定の準粒子演算子と仮定することにより、この問題に取り組むための効果的なフィールド理論アプローチを提案します。この準粒子の熱スペクトル関数に関して、作業統計を簡潔に表現できることを示します。キュービットカップリングなしの純粋な熱浴のための非摂動作業分布関数（WDF）を取得します。 Qubit Couplingを使用すると、2次WDFを取得します。そこから、物理的な作業体制を正確に固定して量子エンジンを考案するのに役立ちます。
"Di-Lun Yang, Xiaojun Yao",Quarkonium Polarization Kinetic Equation from Open Quantum Systems and Effective Field Theories,"Recent measurements of polarization phenomena in relativistic heavy ion collisions have aroused a great interest in understanding dynamical spin evolution of the QCD matter. In particular, the spin alignment signature of $J/\psi$ has been recently observed in Pb-Pb collisions at LHC, which may infer nontrivial spin transport of quarkonia in quark gluon plasmas. Motivated by this, we study the spin-dependent in-medium dynamics of quarkonia by using the potential nonrelativistic QCD (pNRQCD) and the open quantum system framework. By applying the Markovian approximation and Wigner transformation, we systematically derive the Boltzmann transport equation for vector quarkonia with polarization dependence in the quantum optical limit. As opposed to the previous study for the spin-independent case where the collision terms depend on chromoelectric correlators, the new kinetic equation incorporates gauge invariant correlators of chromomagnetic fields that determine the recombination and dissociation terms with polarization dependence at the order we are working in the multipole expansion. In the quantum Brownian motion limit, the Lindblad equation with new transport coefficients defined in terms of the chromomagnetic field correlators have also been derived. Our formalism is generic and valid for both weakly-coupled and strongly-coupled quark gluon plasmas. It may be further applied to study spin alignment of vector quarkonia in heavy ion collisions.",オープン量子システムと効果的なフィールド理論からのquarkonium分極速度速度,相対論的重イオン衝突における偏光現象の最近の測定は、QCD物質の動的なスピンの進化を理解することに大きな関心をもたらしました。特に、$ j/\ psi $のスピンアライメント署名は、LHCでのPB-PB衝突で最近観察されました。これにより動機付けられて、潜在的な非相関性QCD（PNRQCD）とオープン量子システムフレームワークを使用して、Quarkoniaのスピン依存性内部ダイナミクスを研究します。マルコフの近似とウィグナー変換を適用することにより、量子光学制限に分極依存性を持つベクターquarkoniaのボルツマン輸送方程式を体系的に導き出します。衝突項がクロム電気相関器に依存するスピン非依存性のケースの以前の研究とは対照的に、新しい動的方程式には、マルチポールの膨張で働いている順序での偏光依存性との解離条件を決定するクロムマグネティックフィールドのゲージ不変相関器を組み込みます。量子ブラウン運動限界では、染色体磁場相関器に関して定義された新しい輸送係数を持つLindblad方程式も導出されています。私たちの形式は一般的であり、弱く結合され、強く結合されたクォークグルオンプラズマの両方に対して有効です。重いイオン衝突におけるベクターquarkoniaのスピンアラインメントを研究するためにさらに適用される場合があります。
"Sami Mabrouk, Sergei Silvestrov, Fatma Zouaidi","Twisting $\mathcal{O}$-operators by $(2,3)$-Cocycle of Hom-Lie-Yamaguti Algebras with Representations","In this paper, we first introduce the notion of twisted $\mathcal O$-operators on a Hom-Lie-Yamaguti algebra by a given $(2,3)$-cocycle with coefficients in a representation. We show that a twisted $\mathcal O$-operator induces a Hom-Lie-Yamaguti structure. We also introduce the notion of a weighted Reynolds operator on a Hom-Lie-Yamaguti algebra, which can serve as a special case of twisted $\mathcal O$-operators on Hom-Lie-Yamaguti algebras. Then, we define a cohomology of twisted $\mathcal O$-operator on Hom-Lie-Yamaguiti algebras with coefficients in a representation. Furthermore, we introduce and study the Hom-NS-Lie-Yamaguti algebras as the underlying structure of the twisted $\mathcal O$-operator on Hom-Lie-Yamaguti algebras. Finally, we investigate the twisted $\mathcal O$-operator on Hom-Lie-Yamaguti algebras induced by the twisted $\mathcal O$-operator on a Hom-Lie algebras.","$ \ mathcal {o} $  -  $（2,3）$ $ $-cocycle of hom-lie-yamaguti代数を表現します","この論文では、最初に、表現に係数を備えた特定の$（2,3）$ -COCYCLEによって、Hom-Lie-Yamaguti代数のTwisted $ \ Mathcal O $ -operatorsの概念を紹介します。ねじれた$ \ mathcal o $ operatorがHom-lie-yamaguti構造を誘導することを示します。また、Hom-Lie-Yamaguti代数のTwisted $ \ Mathcal O $ -operatorsの特別なケースとして機能するHom-Lie-Yamaguti代数に加重レイノルズオペレーターの概念を紹介します。次に、表現に係数を持つHom-Lie-Yamaguiti代数のねじれた$ \ Mathcal o $ -operatorのコホモロジーを定義します。さらに、Hom-lie-yamaguti代数のねじれた$ \ Mathcal o $ -operatorの根底にある構造として、hom-ns-lie-yamaguti代数を紹介して研究します。最後に、Hom-Lie代数のツイスト$ \ Mathcal O $ -operatorによって誘導されるHom-Lie-Yamaguti代数のねじれた$ \ Mathcal o $ -operatorを調査します。"
Miguel Lagos,Bound systems of interacting electrons. A step beyond density functional theory,"The non-relativistic interacting electron gas in an external field of positively charged massive cores is dealt with in the scheme of second quantization. Ladder operators that change between stationary states of contiguous energy eigenvalues are derived. The method is particularized to the two-electron Helium atom in order to explain it avoiding too much notation. Applying the lowering operator on the ground state must give zero because no state with lower energy does exist. Equations for the ground state and ground state energy are obtained this way and solved, giving closed--form expressions for the ground state, its energy and electronic density of Helium. The theory in its lowest order gives 0.63% error. The application to more complex systems and higher degrees of approximation seems straightforward. The foundations of the density functional theory and how to go beyond it are seen quite clearly.",相互作用する電子の結合システム。密度の官能理論を超えたステップ,正に帯電した巨大なコアの外部フィールドにおける非相対論的相互作用電子ガスは、2番目の量子化のスキームで対処されます。隣接するエネルギー固有値の固定状態間で変化するはしご演算子が導出されます。この方法は、表記を避けることを説明するために、2電子ヘリウム原子に特異的になります。低エネルギーのある状態が存在しないため、基底状態に低い演算子を適用するとゼロが付与する必要があります。基底状態と基底状態のエネルギーの方程式がこの方法で得られ、解決され、閉じた - 基底状態、ヘリウムのエネルギーと電子密度の型式式が与えられます。最も低い順序での理論は0.63％の誤差を与えます。より複雑なシステムへのアプリケーションとより高い程度の近似は簡単に思えます。密度の官能理論の基礎とそれを超える方法は、非常に明確に見られます。
"Jia Boon Chin, Diane Prato, Alexander Ling",Highly nondegenerate polarization-entangled photon pairs produced through noncritical phasematching in single-domain KTiOPO$_4$,"Photon-pair sources are useful for entanglement distribution. The most mature of these are spontaneous parametric downconversion (SPDC) sources, most of which achieve phasematching via engineering the domains in poled crystals or the angle between the optic axis and the pump beam. For multi-channel entanglement distribution of photon pairs, where one photon is transmitted through free-space and the other photon is transmitted through fiber, it is beneficial to use highly nondegenerate photon-pair sources. The currently accepted approach in such sources is quasi-phasematching. In this paper, a simpler, more stable alternative is presented for producing highly nondegenerate photon pairs. A source of polarization-entangled photon pairs with low temperature sensitivity based on noncritical phasematched (NCPM) SPDC in single-domain potassium titanyl phosphate (KTP) was demonstrated. Over a crystal temperature range of $75^\circ$C, the center wavelength of the idler photons was observed to change by $10.8$nm while the average entanglement visibility was maintained above $98\%$. With the signal photons detected locally, the idler photons were transmitted through 62km and 93km of deployed telecom fibers with average raw visibilities of $98.2(1)\%$ and $95.6(3)\%$ respectively.",単一ドメインktiopo $ _4 $での非批判的なフェセマッチを通じて生成される高度に非脱generate偏光拡張光子ペア,フォトンペアのソースは、エンタングルメントの分布に役立ちます。これらの中で最も成熟したのは、自発的なパラメトリックダウンコンバージョン（SPDC）ソースであり、そのほとんどは、磨かれた結晶のドメインまたは光軸とポンプビームの間の角度をエンジニアリングすることでフェセマッチを達成します。 1つの光子が自由空間を介して送信され、もう1つの光子が繊維を介して送信される光子ペアのマルチチャネルエンタングルメント分布の場合、高度に非脱脱毛光子型ソースを使用することが有益です。そのようなソースで現在受け入れられているアプローチは、quasi-fasematchingです。このホワイトペーパーでは、高度に非脱脂光子ペアを生成するために、よりシンプルで安定した代替品が提示されています。単一ドメインのカリウムリン酸カリウム（KTP）における非批判的なフェセマッチ（NCPM）SPDCに基づいた低温感度の偏光拡張光子ペアの供給源が実証されました。 $ 75^\ circ $ cの結晶温度範囲で、アイドラー光子の中心波長は$ 10.8 $ nm変化することが観察され、平均エンタングルメントの視界は98ドル\％$を超えて維持されました。信号光子が局所的に検出されたため、Idler光子は、それぞれ98.2ドル（1）\％$と$ 95.6（3）\％$の平均RAW可視性で、62kmおよび93kmの展開されたテレコム繊維を介して送信されました。
"Abraham R. Flores, Kenneth M. Nollett, Maria Piarulli",Quantum Monte Carlo Calculations of neutron-$α$ Scattering via an Integral Relation,"Nuclear physics seeks to describe both bound and unbound states within a unified predictive framework. While coordinate-space Quantum Monte Carlo (QMC) methods have successfully computed bound states for systems with $A \leq 12$, their application to unbound states remains limited. In this work, we extend the QMC approach to enable a broader range of unbound-state calculations. Our method infers long-range amplitudes in the wave function from integrals over the short-range interaction region. By evaluating these integrals using Green's Function Monte Carlo wave functions with the Argonne $v_{18}$ potential, we accurately reproduce existing results for neutron-alpha scattering. This approach provides a systematic pathway for studying more complex nuclear systems, including coupled-channel scattering and the effects of three-nucleon forces. It serves as a powerful tool for advancing $\textit{ab initio}$ calculations in nuclear reactions, paving the way for a unified framework that consistently describes both bound and scattering states within a single theoretical approach.",積分関係による中性子 -  $α$散乱の量子モンテカルロ計算,核物理学は、統一された予測フレームワーク内で、縛られた状態と非結合状態の両方を説明しようとしています。座標空間Quantum Monte Carlo（QMC）メソッドは、$ a \ leq 12 $のシステムの結合状態を正常に計算しましたが、バインド状態への適用は限られたままです。この作業では、QMCアプローチを拡張して、幅広い範囲の未解節計算を可能にします。私たちの方法は、短距離相互作用領域上の積分から波動関数に長距離振幅をもたらします。 Greenの関数Monte Carlo Wave関数を使用してArgonne $ V_ {18} $ポテンシャルを使用してこれらの積分を評価することにより、中性子アルファ散乱の既存の結果を正確に再現します。このアプローチは、結合チャネル散乱や三核力の影響など、より複雑な核システムを研究するための系統的な経路を提供します。これは、$ \ textit {ab initio} $の核反応の計算を進めるための強力なツールとして機能し、単一の理論的アプローチ内で境界と散乱状態の両方を一貫して説明する統一されたフレームワークへの道を開いています。
"Bowen Li, Lukas Palm, Marius Jürgensen, Yiming Cady Feng, Markus Greiner, Jon Simon",A Mega-FPS low light camera,"From biology and astronomy to quantum optics, there is a critical need for high frame rate, high quantum efficiency imaging. In practice, most cameras only satisfy one of these requirements. Here we introduce interlaced fast kinetics imaging, a technique that allows burst video acquisition at frame rates up to 3.33 Mfps using a commercial EMCCD camera with single-photon sensitivity. This approach leverages EMCCD's intrinsic fast row transfer dynamics by introducing a tilted lens array into the imaging path, creating a spatially distributed grid of exposed pixels, each aligned to its own column of the sensor. The remaining unexposed pixels serve as in-situ storage registers, allowing subsequent frames to be captured after just one row shift operation. Our interlaced fast kinetics camera maintains 50% contrast for square wave intensity modulation frequencies up to 1.61 MHz. We provide benchmarks of the video performance by capturing two dimensional videos of spatially evolving patterns that repeat every 2$\mu$s, with spatial resolution of 11$\times$15 pixels. Our approach is compatible with commercial EMCCDs and opens a new route to ultra-fast imaging at single-photon sensitivity with applications from fast fluorescence imaging to photon correlation measurement.",メガfps低ライトカメラ,生物学や天文学から量子光学まで、高フレームレート、高量子効率のイメージングが非常に必要です。実際には、ほとんどのカメラはこれらの要件の1つのみを満たしています。ここでは、シングルフォトン感度を備えた市販のEMCCDカメラを使用して、フレームレートで最大3.33 MFPSのバーストビデオ取得を可能にする手法である、インターレースされた高速速度イメージングを導入します。このアプローチは、イメージングパスに傾斜したレンズアレイを導入し、露出したピクセルの空間的に分布したグリッドを作成することにより、EMCCDの固有の高速列伝達ダイナミクスを活用します。残りの暴露されたピクセルは、現場でのストレージレジスタとして機能し、1列のシフト操作の後に後続のフレームをキャプチャできます。私たちのインターレースされた高速速度カメラは、最大1.61 MHzの平方波強度変調周波数に対して50％のコントラストを維持しています。空間的に進化するパターンの2つの次元ビデオを2 $ \ MU $ごとに繰り返す2つの次元ビデオをキャプチャすることにより、11ドル$ 15ピクセルの空間解像度でキャプチャすることにより、ビデオパフォーマンスのベンチマークを提供します。私たちのアプローチは、市販のEMCCDと互換性があり、速い蛍光イメージングから光子相関測定までのアプリケーションとの単一光子感度での超高速イメージングへの新しいルートを開きます。
"Hernan A. Makse, Paolo Boldi, Francesco Sorrentino, Ian Stewart",Symmetries of Living Systems: Symmetry Fibrations and Synchronization in Biological Networks,"A symmetry is a `change without change'. As simple as it sounds, this concept is the fundamental cornerstone that unifies all branches of theoretical physics. Virtually all physical laws -- ranging from classical mechanics and electrodynamics to relativity, quantum mechanics, and the standard model -- can be expressed in terms of symmetry invariances. In this book, we explore whether the same principle can also explain the emergent laws of biological systems. We introduce a new geometry for biological networks and AI architectures, drawing inspiration from the mystic genius of Grothendieck's fibrations in category theory. We attempt to bridge the gap between physics and biology using symmetries but with a twist. The traditional symmetry groups of physics are global and too rigid to describe biology. Instead, the novel notion of symmetry fibration is local, flexible, and adaptable to evolutionary pressures, providing the right framework for understanding biological complexity. In other words, this more general symmetry invariance is necessary and sufficient to ensure that a given biological network configuration can support a synchronized function. In this book, we review the theoretical progress over the last decades from mathematics, physics, computer science, dynamical systems, and graph theory that has led to the discovery of symmetry fibrations in biological networks. These symmetries act as organizing principles for biological networks. They serve as effective tools for describing the structure of these networks, blending geometry and topology. Fibrations explain how structure dictates function across various biological domains, including the transcriptome, proteome, metabolome, and connectome. Additionally, they facilitate a reduction in the dimensionality of the network, simplifying it into its fundamental building blocks for biological computation.",生体システムの対称性：生物学的ネットワークにおける対称性のフィブレーションと同期,対称性は、「変化なしに変化」です。簡単に聞こえるように、この概念は、理論物理学のすべての枝を統合する基本的な礎石です。古典的な力学や電気力学から相対性理論、量子力学、標準モデルに至るまで、実質的にすべての物理的法則は、対称的な侵略性の観点から表現できます。この本では、同じ原則が生物系の緊急法を説明できるかどうかを探ります。生物学的ネットワークとAIアーキテクチャの新しいジオメトリを紹介し、カテゴリ理論におけるGrothendieckのフィブレーションの神秘的な天才からインスピレーションを引き出します。対称性を使用して、物理学と生物学のギャップを埋めようとしますが、ひねりを加えようとします。物理学の従来の対称グループはグローバルであり、生物学を説明するには硬すぎます。代わりに、対称性の繊維の斬新な概念は、局所的で柔軟で、進化的圧力に適応可能であり、生物学的複雑さを理解するための適切なフレームワークを提供します。言い換えれば、この一般的な対称性不変性は、特定の生物学的ネットワーク構成が同期機能をサポートできるようにするために必要かつ十分です。この本では、生物学的ネットワークの対称性フィブレーションの発見につながった数学、物理学、コンピューターサイエンス、動的システム、グラフ理論からの過去数十年にわたる理論的進歩をレビューします。これらの対称性は、生物学的ネットワークの組織原理として機能します。これらのネットワークの構造を説明するための効果的なツールとして機能し、ジオメトリとトポロジをブレンドします。フィブレーションは、構造がトランスクリプトーム、プロテオーム、メタボローム、コネクトームを含むさまざまな生物学的ドメインで機能する方法を説明しています。さらに、ネットワークの次元の減少を促進し、生物学的計算のために基本的な構成要素にそれを簡素化します。
"Cheng Zhang, Neil Lambert, Xin-Qi Li, Mauro Cirio, Pengfei Liang",Purified pseudomode model for nonlinear system-bath interactions,"The theory of purified pseudomodes [arXiv:2412.04264 (2024)] was recently developed to provide a numerical tool for the analysis of the properties of a quantum system and the environment it couples to via linear system-bath interactions. Here we extend this theory to allow for the description of general nonlinear system-bath interactions. We demonstrate the validity of our method by considering the spontaneous decay of a two-level atom placed inside a single-mode lossy cavity and furthermore, its potential application to nanophotonics by calculating the resonance fluorescence spectrum of a quantum dot in the presence of a phonon environment. Our method provides a useful tool for the study of phonon-assisted emission in quantum dots and holds the the promise for broad applications in fields like quantum biology, nonlinear phononics, and nanophotonics.",非線形系系の相互作用のための精製された擬似モードモデル,精製された擬似モード[Arxiv：2412.04264（2024）]の理論は、最近、量子システムの特性と線形システムバス相互作用を介して結合する環境の分析のための数値ツールを提供するために開発されました。ここでは、この理論を拡張して、一般的な非線形システムと帯の相互作用の説明を可能にします。単一モードの損失のあるキャビティ内に配置された2レベルの原子の自発的な減衰を考慮し、さらに、フォノン環境の存在下で量子ドットの共鳴蛍光スペクトルを計算することにより、ナノフォトニクスへの潜在的な応用を考慮することにより、私たちの方法の妥当性を示します。私たちの方法は、量子ドットでのフォノン支援放出の研究に有用なツールを提供し、量子生物学、非線形フォノニクス、ナノフォトニクスなどの分野での広範なアプリケーションの約束を保持します。
