authors,title,abstract,authors_trans,abstract_trans
"Cheng Wang, Shankar Balasubramanian, Yiqiu Han, Ethan Lake, Xiao Chen, Zhi-Cheng Yang",Exponentially slow thermalization in 1D fragmented dynamics,"We investigate the thermalization dynamics of 1D systems with local constraints coupled to an infinite temperature bath at one boundary. The coupling to the bath eventually erases the effects of the constraints, causing the system to tend towards a maximally mixed state at long times. We show that for a large class of local constraints, the time at which thermalization occurs can be extremely long. In particular, we present evidence for the following conjecture: when the constrained dynamics displays strong Hilbert space fragmentation, the thermalization time diverges exponentially with system size. We show that this conjecture holds for a wide range of dynamical constraints, including dipole-conserving dynamics, the $tJ_z$ model, and a large class of group-based dynamics, and relate a general proof of our conjecture to a different conjecture about the existence of certain expander graphs.",1D フラグメント化ダイナミクスにおける指数関数的に遅い熱化,我々は、1 つの境界における無限温度槽に結合された局所的制約を備えた 1D システムの熱化ダイナミクスを調査します。浴への結合により、最終的には制約の影響が消去され、システムが長時間にわたって最大混合状態に向かう傾向が生じます。大きなクラスの局所制約では、熱化が発生する時間が非常に長くなる可能性があることを示します。特に、我々は次の推測の証拠を提示します。制約されたダイナミクスが強いヒルベルト空間の断片化を示す場合、熱化時間はシステムのサイズに応じて指数関数的に発散します。我々は、この予想が双極子保存力学、$tJ_z$ モデル、群ベースの力学の大規模なクラスを含む幅広い力学制約に対して成り立つことを示し、我々の予想の一般的な証明を、特定の拡張グラフの存在。
Kenta Kasai,Efficient Mitigation of Error Floors in Quantum Error Correction using Non-Binary Low-Density Parity-Check Codes,"In this paper, we propose an efficient method to reduce error floors in quantum error correction using non-binary low-density parity-check (LDPC) codes. We identify and classify cycle structures in the parity-check matrix where estimated noise becomes trapped, and develop tailored decoding methods for each cycle type. For Type-I cycles, we propose a method to make the difference between estimated and true noise degenerate. Type-II cycles are shown to be uncorrectable, while for Type-III cycles, we utilize the fact that cycles in non-binary LDPC codes do not necessarily correspond to codewords, allowing us to estimate the true noise. Our method significantly improves decoding performance and reduces error floors.",非バイナリ低密度パリティチェックコードを使用した量子エラー補正におけるエラー床の効率的な緩和,この論文では、非バイナリ低密度パリティチェック（LDPC）コードを使用して量子エラー補正のエラー床を減らす効率的な方法を提案します。推定ノイズが閉じ込められるパリティチェックマトリックスのサイクル構造を識別して分類し、各サイクルタイプのテーラードデコード方法を開発します。タイプIサイクルの場合、推定騒音と真のノイズの縮退の違いをもたらす方法を提案します。タイプIIサイクルは修正不可能であることが示されていますが、タイプIIIサイクルの場合、非バイナリLDPCコードのサイクルは必ずしもコードワードに対応しておらず、真のノイズを推定できるという事実を利用します。この方法は、デコードパフォーマンスを大幅に改善し、エラーフロアを削減します。
"Joseph Peetz, Prineha Narang",Hamiltonian Simulation via Stochastic Zassenhaus Expansions,"We introduce the stochastic Zassenhaus expansions (SZEs), a class of ancilla-free quantum algorithms for Hamiltonian simulation. These algorithms map nested Zassenhaus formulas onto quantum gates and then employ randomized sampling to minimize circuit depths. Unlike Suzuki-Trotter product formulas, which grow exponentially long with approximation order, the nested commutator structures of SZEs enable high-order formulas for many systems of interest. For a 10-qubit transverse-field Ising model, we construct an 11th-order SZE with 42x fewer CNOTs than the standard 10th-order product formula. Further, we empirically demonstrate regimes where SZEs reduce simulation errors by many orders of magnitude compared to leading algorithms.",確率的ザッセンハウス拡張によるハミルトニアンシミュレーション,ハミルトニアン シミュレーション用の補助要素のない量子アルゴリズムのクラスである確率的ザッセンハウス展開 (SZE) を紹介します。これらのアルゴリズムは、入れ子になったザッセンハウスの公式を量子ゲートにマッピングし、ランダム化されたサンプリングを使用して回路の深さを最小限に抑えます。近似次数に応じて指数関数的に長くなるスズキ・トロッター積の公式とは異なり、SZE の入れ子になった整流子構造により、対象となる多くのシステムの高次の公式が可能になります。 10 量子ビットの横磁場イジング モデルの場合、標準の 10 次積公式よりも 42 倍少ない CNOT で 11 次 SZE を構築します。さらに、我々は、SZE が主要なアルゴリズムと比較してシミュレーション誤差を何桁も削減する領域を経験的に実証します。
"Moallison F. Cavalcante, Marcus V. S. Bonança, Eduardo Miranda, Sebastian Deffner",Topological $X$-states in a quantum impurity model,"Topological qubits are inherently resistant to noise and errors. However, experimental demonstrations have been elusive as their realization and control is highly complex. In the present work, we demonstrate the emergence of topological $X$-states in the long-time response of a locally perturbed quantum impurity model. The emergence of the double-qubit state is heralded by the lack of decay of the response function as well as the out-of-time order correlator signifying the trapping of excitations, and hence information in local edge modes.",量子不純物モデルにおけるトポロジカル $X$ 状態,トポロジカルキビットは、本質的にノイズやエラーに耐性があります。しかし、実験と制御が非常に複雑であるため、実験的なデモンストレーションはとらえどころのないものです。現在の作業では、局所的に乱れた量子不純物モデルの長年の反応におけるトポロジー$ x $ステートの出現を実証します。二重引用状態の出現は、応答関数の減衰の欠如と、励起のトラップ、したがってローカルエッジモードの情報を示す時間外の順序相関者によって告げられます。
"Ömer S. Tapşın, Furkan Ağlarcı, Serkan Ateş",Secure Quantum Key Distribution with Room-Temperature Quantum Emitter,"On-demand generation of single photons from solid-state quantum emitters is a key building block for future quantum networks, particularly quantum key distribution (QKD) systems, by enabling higher secure key rates (SKR) and lower quantum bit error rates (QBER). In this work, we demonstrate the B92 protocol based on single photons from defects in hexagonal boron nitride (hBN). The results show a sifted key rate (SiKR) of 17.5 kbps with a QBER of 6.49 % at a dynamic polarization encoding rate of 40 MHz. Finite-key analysis yields a SKR of 7 kbps, as one of the highest SKR obtained for any room-temperature single photon source. Our results highlight the potential of hBN defects in advancing quantum communication technologies.",室温量子エミッタによる安全な量子鍵配布,固体量子エミッターからの単一光子のオンデマンド生成は、より高いセキュア鍵レート (SKR) とより低い量子ビット誤り率 (QBER) を可能にすることで、将来の量子ネットワーク、特に量子鍵配布 (QKD) システムの重要な構成要素となります。 。この研究では、六方晶系窒化ホウ素 (hBN) の欠陥からの単一光子に基づく B92 プロトコルを実証します。結果は、40 MHz の動的偏波エンコーディング レートで 17.5 kbps のシフト キー レート (SiKR) と 6.49 % の QBER を示しています。有限キー解析では 7 kbps の SKR が得られ、これは室温の単一光子源で得られる最高の SKR の 1 つです。私たちの結果は、量子通信技術の進歩における hBN 欠陥の可能性を浮き彫りにしています。
"C. Alonso-Lobo, Gabriel G. Carlo, F. Borondo",The simplest 2D quantum walk detects chaoticity,"Quantum walks have been actively studied from many perspectives, mainly from the statistical physics and quantum information points of view. We here determine the influence of basic chaotic features on the walker behavior. We consider an extremely simple model consisting of alternate one-dimensional walks along the two spatial coordinates of bidimensional closed domains (hard wall billiards). The chaotic or regular behavior that the shape of the boundary induces in the deterministic classical equations of motion and that translates into chaotic signatures for the quantized problem also results in sharp differences for the spectral statistics and morphology of the eigenfunctions of the quantum walker. Unexpectedly, two different quantum mechanical problems share the same kind of features related to the corresponding classical dynamics of one of them.",最も単純な 2D 量子ウォークでカオス性を検出,量子ウォークは、主に統計物理学と量子情報の観点から、さまざまな観点から活発に研究されています。ここで、基本的なカオス的特徴が歩行者の行動に及ぼす影響を決定します。二次元の閉領域 (ハードウォールビリヤード) の 2 つの空間座標に沿った交互の一次元ウォークからなる非常に単純なモデルを考えます。境界の形状が決定論的な古典運動方程式で引き起こし、量子化問題のカオス的シグネチャに変換されるカオス的または規則的な動作も、量子ウォーカーの固有関数のスペクトル統計と形態に鋭い違いをもたらします。予想外なことに、2 つの異なる量子力学問題は、そのうちの 1 つの対応する古典力学に関連する同じ種類の特徴を共有しています。
Alexandre Landry,Scalar field source Teleparallel Robertson-Walker F(T)-gravity solutions,"This paper investigates the teleparallel Robertson--Walker (TRW) $F(T)$ gravity solutions for a scalar field source. We use the TRW $F(T)$ gravity field equations (FEs) for each $k$-parameter value case added by a scalar field to find new teleparallel $F(T)$ solutions. For $k=0$, we find an easy-to-compute $F(T)$ solution formula applicable for any scalar field source. Then, we obtain, for $k=-1$ and $+1$ situations, some new analytical $F(T)$ solutions, only for specific $n$-parameter values and well-determined scalar field cases. We can find by those computations a large number of analytical teleparallel $F(T)$ solutions independent of any scalar potential $V(\phi)$ expression. The $V(\phi)$ independence makes the FE solving and computations easier. The new solutions will be relevant for future cosmological applications in dark matter, dark energy (DE) quintessence, phantom energy and quintom models of physical processes.",スカラー場ソース テレパラレル ロバートソン ウォーカー F(T) 重力ソリューション,このペーパーでは、スカラーフィールドソース用のテレパレルロバートソン - ウォーカー（TRW）$ F（T）$重力ソリューションを調査します。スカラーフィールドによって追加された各$ k $パラメーター値ケースに対して、trw $ f（t）$ gravityフィールド方程式（FES）を使用して、新しいテレペール平行$ f（t）$ソリューションを見つけます。 $ k = 0 $の場合、任意のスカラーフィールドソースに適用される簡単な計算できる$ f（t）$ソリューション式が見つかります。次に、$ k = -1 $および$+1 $の状況で、特定の$ n $パラメーター値と適切に決定されたスカラーフィールドケースについてのみ、いくつかの新しい分析$ f（t）$ソリューションで取得します。これらの計算では、スカラーポテンシャル$ v（\ phi）$式とは無関係に、多数の分析的なテレペルパラレル$ f（T）$ソリューションが見つかります。 $ v（\ phi）$ Independenceは、FEの解決と計算を容易にします。新しいソリューションは、暗黒物質、暗黒エネルギー（de）Quintessence、Phantom Energy、およびQuintomモデルの物理プロセスの将来の宇宙論的アプリケーションに関連します。
"Tommaso Grigoletto, Clément Pellegrini, Francesco Ticozzi",Quantum model reduction for continuous-time quantum filters,"The use of quantum stochastic models is widespread in dynamical reduction, simulation of open systems, feedback control and adaptive estimation. In many applications only part of the information contained in the filter's state is actually needed to reconstruct the target observable quantities; thus, filters of smaller dimensions could be in principle implemented to perform the same this http URL this work, we propose a systematic method to find, when possible, reduced-order quantum filters that are capable of exactly reproducing the evolution of expectation values of interest. In contrast with existing reduction techniques, the reduced model we obtain is exact and in the form of a Belavkin filtering equation, ensuring physical this http URL is attained by leveraging tools from the theory of both minimal realization and non-commutative conditional expectations. The proposed procedure is tested on prototypical examples, laying the groundwork for applications in quantum trajectory simulation and quantum feedback control.",連続時間量子フィルターの量子モデル削減,量子確率モデルの使用は、動的削減、オープンシステムのシミュレーション、フィードバック制御、および適応推定において広まっています。多くのアプリケーションでは、フィルターの状態に含まれる情報の一部のみが、ターゲットの観測可能な量を再構築するために実際に必要です。したがって、より小さな寸法のフィルターは、この作業をこのhttp URLと同じように実行するために実装される可能性があります。 。既存の削減技術とは対照的に、取得する還元モデルは正確であり、ベラブキンフィルタリング方程式の形で正確であり、このHTTP URLが最小限の実現と非配信の条件付き期待の両方の理論からツールを活用することにより、物理的に確実に達成されます。提案された手順は、プロトタイプの例でテストされており、量子軌道シミュレーションと量子フィードバック制御のアプリケーションの基礎を築きます。
"Maissam Barkeshli, Christopher Fechisin, Zohar Komargodski, Siwei Zhong","Disclinations, dislocations, and emanant flux at Dirac criticality","What happens when fermions hop on a lattice with crystalline defects? The answer depends on topological quantum numbers which specify the action of lattice rotations and translations in the low energy theory. One can understand the topological quantum numbers as a twist of continuum gauge fields in terms of crystalline gauge fields. We find that disclinations and dislocations -- defects of crystalline symmetries -- generally lead in the continuum to a certain ``emanant'' quantized magnetic flux. To demonstrate these facts, we study in detail tight-binding models whose low-energy descriptions are (2+1)D Dirac cones. Our map from lattice to continuum defects explains the crystalline topological response to disclinations and dislocations, and motivates the fermion crystalline equivalence principle used in the classification of crystalline topological phases. When the gap closes, the presence of emanant flux leads to pair creation from the vacuum with the particles and anti-particles swirling around the defect. We compute the associated currents and energy density using the tools of defect conformal field theory. There is a rich set of renormalization group fixed points, depending on how particles scatter from the defect. At half flux, there is a defect conformal manifold leading to a continuum of possible low-energy theories. We present extensive numerical evidence supporting the emanant magnetic flux at lattice defects and we test our map between lattice and continuum defects in detail. We also point out a no-go result, which implies that a single (2+1)D Dirac cone in symmetry class AII is incompatible with a commuting $C_M$ rotational symmetry with $(C_M)^M = +1$.",DIRACの臨界におけるディスプリン、転位、およびエマナントフラックス,フェルミ粒子が結晶欠陥のある格子上を飛び越えると何が起こるでしょうか?答えは、低エネルギー理論における格子の回転と並進の作用を特定するトポロジカル量子数に依存します。トポロジカル量子数は、結晶ゲージ場の観点から連続体ゲージ場のねじれとして理解できます。我々は、結晶対称性の欠陥であるディスクリネーションと転位が、一般に連続体中に特定の「放射」量子化磁束をもたらすことを発見しました。これらの事実を実証するために、低エネルギー記述が (2+1)D ディラック錐体である強結合モデルを詳細に研究します。格子欠陥から連続体欠陥までの我々のマップは、回位と転位に対する結晶トポロジカル応答を説明し、結晶トポロジカル相の分類に使用されるフェルミオン結晶等価原理を動機付けます。ギャップが閉じると、放射束の存在により、真空から欠陥の周囲で渦を巻く粒子と反粒子とのペアが生成されます。欠陥共形場理論のツールを使用して、関連する電流とエネルギー密度を計算します。粒子が欠陥からどのように散乱するかに応じて、繰り込みグループ固定点の豊富なセットが存在します。半分の光束では、欠陥共形多様体が存在し、一連の可能な低エネルギー理論につながります。我々は、格子欠陥における放射磁束を裏付ける広範な数値証拠を提示し、格子欠陥と連続体欠陥の間のマップを詳細にテストします。また、対称クラス AII の単一の (2+1)D ディラック錐体が $(C_M)^M = +1$ の可換 $C_M$ 回転対称性と互換性がないことを意味する、ダメな結果も指摘します。
"Zekun He, A. F. Kemper, J. K. Freericks",Efficient Fermi-Hubbard model ground-state preparation by coupling to a classical reservoir in the instantaneous-response limit,"Preparing the ground state of the Fermi-Hubbard model is challenging, in part due to the exponentially large Hilbert space, which complicates efficiently finding a path from an initial state to the ground state using the variational principle. In this work, we propose an approach for ground state preparation of interacting models by involving a classical reservoir, simplified to the instantaneous-response limit, which can be described using a Hamiltonian formalism. The resulting time evolution operator consist of spin-adapted nearest-neighbor hopping and on-site interaction terms similar to those in the Hubbard model, without expanding the Hilbert space. We can engineer the coupling to rapidly drive the system from an initial product state to its interacting ground state by numerically minimizing the final state energy. This ansatz closely resembles the Hamiltonian variational ansatz, offering a fresh perspective on it.",効率的なフェルミ - ハバードモデル地上状態の調製瞬間反応制限の古典的な貯水池への結合による,Fermi-Hubbardモデルの基底状態を準備することは挑戦的であり、一部は指数関数的に大きなHilbertスペースのために、変異原理を使用して初期状態から基底状態への経路を効率的に見つけることを複雑にします。この作業では、ハミルトン形式を使用して説明できる瞬間的な応答限界まで簡素化された古典的な貯水池を含むことにより、相互作用モデルの基底状態調製のためのアプローチを提案します。結果として生じる時間進化演算子は、ヒルベルトスペースを拡張せずに、ハバードモデルのものと同様のスピンに適応した最近傍ホッピングとオンサイトの相互作用用語で構成されています。結合を設計して、最終的な状態エネルギーを数値的に最小化することにより、システムを初期製品状態から相互作用する基底状態に迅速に駆動できます。このアンサッツは、ハミルトニアンの変分アンサッツに非常に似ており、それについて新鮮な視点を提供しています。
