authors,title,abstract,authors_trans,abstract_trans
"Amit Kumar, Abhijit Majumder, Chathuranga Sirimanna, Yasuki Tachibana",Modified Coherence and the Transverse Extent of Jets,"We present a study of the transverse size of parton showers and their diminishing interaction with the medium in the high virtuality stage of jet evolution. We consider the process of a hard quark produced in deep inelastic scattering off a large nucleus. Single gluon radiation from this quark, in the absence of scattering, is re-derived using wave-packets. This allows for a derivation of the quantum uncertainty size of the hard quark, at the point of splitting. This uncertainty size is then incorporated within a Monte-Carlo shower routine yielding transverse shower sizes noticeably larger than the classical antenna size of the shower. No clear relation is found between the full uncertainty size of the shower and the virtuality of the originating parton. The single gluon emission from the hard quark is then re-analysed for the case of single rescattering off the remainder of the nucleus. A relation is derived between the jet transport coefficient $\hat{q}$ and the gluon Transverse Momentum Dependent Parton Distribution Function (gTMDPDF). Solving this relation, for a simple case, clearly demonstrates the weakening of $\hat{q}$ with the virtuality of the hard splitting parton.",修正されたコヒーレンスとジェットの横方向の範囲,我々は、パートンシャワーの横方向のサイズと、ジェット進化の高度な仮想性段階における媒体との相互作用の減少に関する研究を発表する。大きな原子核からの深い非弾性散乱で生成されるハード クォークのプロセスを考えます。このクォークからの単一グルーオン放射は、散乱がない場合、波束を使用して再導出されます。これにより、分割時点でのハード クォークの量子不確実性サイズを導き出すことができます。この不確実性サイズは、モンテカルロ シャワー ルーチン内に組み込まれ、シャワーの古典的なアンテナ サイズよりも著しく大きな横シャワー サイズが得られます。シャワーの完全な不確実性サイズと発生源の仮想性の間に明確な関係は見つかりません。次に、ハード クォークからの単一のグルーオンの放出が、原子核の残りの部分からの単一の再散乱の場合について再解析されます。ジェット輸送係数 $\hat{q}$ とグルーオンの横運動量依存パートン分布関数 (gTMDPDF) の間に関係が導出されます。単純なケースでこの関係を解くと、ハード分割パートンの仮想性によって $\hat{q}$ が弱くなることが明確に示されます。
"Svyatoslav Kushnarev, Hassan Jameel Asghar",The Qudit Cirq Library: An Extension of Google's Cirq Library for Qudits,"This document contains a guide on how to use the Qudit Cirq library, an extension of Google's Cirq library for qudits. While Cirq provides necessary building blocks for quantum computation on qudits, the gates, curcuits and simulation of qudit systems need to be developed from scratch. Our extension to the Cirq library has built-in methods for creating qudits, applying common qudit gates, building circuits and simulating quantum computation on these circuits. This is ideal for researchers who want to use an off-the-shelf library to simulate qudit systems.",Qudit Cirq ライブラリ: Google の Qudit 用 Cirq ライブラリの拡張機能,このドキュメントには、Qudit 用の Google の Cirq ライブラリの拡張機能である Qudit Cirq ライブラリの使用方法に関するガイドが含まれています。 Cirq は qudit での量子計算に必要な構成要素を提供しますが、qudit システムのゲート、回路、シミュレーションはゼロから開発する必要があります。 Cirq ライブラリの拡張機能には、量子ビットの作成、共通の量子ビット ゲートの適用、回路の構築、およびこれらの回路での量子計算のシミュレーションのためのメソッドが組み込まれています。これは、既製のライブラリを使用して qudit システムをシミュレートしたい研究者にとって理想的です。
P.-A. Gourdain,The Klein-Gordon equation with relativistic mass: a relativistic Schrödinger equation,"The Klein-Gordon equation describes the wave-like behavior of spinless particles since it is Lorentz invariant. While it seemed initially ripe for explaining the electronic structure of the hydrogen atom, the disagreement with experimental results and the lack of a positive probability density really limited its applications. Yet, it is intimately connected with fermions. Any solution of the Dirac equation is automatically a solution of the Klein-Gordon equation. What is even more surprising, the Klein-Gordon equation for a free particle turns into the Schrödinger equation in the non-relativistic limit. However, when we replace the rest mass of a particle with its relativistic mass, the Klein-Gordon equation losses its Lorentz invariance and cannot describe spinless particles anymore. Instead, it gains most of the features present the Schrödinger equation, including the unconditional positivity of probability density, while keeping most of its relativistic characteristics intact, including the matter-wave dispersion relation. What is even more surprising, the non-relativistic, quasi-static limit of the Klein-Gordon equation with relativistic mass is simply the Schrödinger equation. It can be argued that this Klein-Gordon equation is a sort of relativistic Schrödinger equation.",相対論的質量を伴うクライン・ゴードン方程式: 相対論的シュレーディンガー方程式,クライン・ゴードン方程式はローレンツ不変式であるため、スピンレス粒子の波状挙動を記述します。当初は水素原子の電子構造を説明するのに十分だと思われましたが、実験結果との不一致と正の確率密度の欠如により、その応用は実際には限られていました。しかし、それはフェルミ粒子と密接に関係しています。ディラック方程式の解は自動的にクライン・ゴードン方程式の解になります。さらに驚くべきことに、自由粒子のクライン・ゴードン方程式は、非相対論的極限ではシュレーディンガー方程式に変わります。しかし、粒子の静止質量を相対論的質量に置き換えると、クライン・ゴードン方程式はローレンツ不変性を失い、スピンレス粒子を記述することができなくなります。その代わりに、確率密度の無条件の正性を含むシュレーディンガー方程式に存在するほとんどの特徴を獲得しながら、物質波の分散関係を含む相対論的特性のほとんどをそのまま維持します。さらに驚くべきことは、相対論的質量を伴うクライン・ゴードン方程式の非相対論的、準静的極限は、単なるシュレーディンガー方程式であるということです。このクライン・ゴードン方程式は一種の相対論的シュレーディンガー方程式であると主張することができます。
Dmytro Fedoriaka,Decomposition of unitary matrix into quantum gates,"An algorithm is proposed to convert arbitrary unitary matrix to a sequence of $X$ gates and fully controlled $R_y, R_z$ and $R_1$ gates. This algorithm is used to generate Q# implementation for arbitrary unitary matrix. Some optimizations are considered and complexity of the result is analyzed.",ユニタリ行列の量子ゲートへの分解,任意のユニタリ行列を一連の $X$ ゲートと完全に制御された $R_y、R_z$、$R_1$ ゲートに変換するアルゴリズムが提案されています。このアルゴリズムは、任意のユニタリ行列の Q# 実装を生成するために使用されます。いくつかの最適化が考慮され、結果の複雑さが分析されます。
"Roman Baskov, Daniel K. Weiss, Steven M. Girvin",Exact amplitudes of parametric processes in driven Josephson circuits,"We present a general approach for analyzing arbitrary parametric processes in Josephson circuits within a single degree of freedom approximation. Introducing a systematic normal-ordered expansion for the Hamiltonian of parametrically driven superconducting circuits we present a flexible procedure to describe parametric processes and to compare different circuit designs for particular applications. We obtain formally exact amplitudes (`supercoefficients') of these parametric processes for driven SNAIL-based and SQUID-based circuits. The corresponding amplitudes contain complete information about the circuit topology, the form of the nonlinearity, and the parametric drive, making them, in particular, well-suited for the study of the strong drive regime. We present a closed-form expression for supercoefficients describing circuits without stray inductors and a tractable formulation for those with it. We demonstrate the versatility of the approach by applying it to the estimation of Kerr-cat qubit Hamiltonian parameters and by examining the criterion for the emergence of chaos in Kerr-cat qubits. Additionally, we extend the approach to multi-degree-of-freedom circuits comprising multiple linear modes weakly coupled to a single nonlinear mode. We apply this generalized framework to study the activation of a beam-splitter interaction between two cavities coupled via driven nonlinear elements. Finally, utilizing the flexibility of the proposed approach, we separately derive supercoefficients for the higher-harmonics model of Josephson junctions, circuits with multiple drives, and the expansion of the Hamiltonian in the exact eigenstate basis for Josephson circuits with specific symmetries.",駆動ジョセフソン回路におけるパラメトリックプロセスの正確な振幅,ジョセフソン回路における任意のパラメトリックプロセスを単一自由度近似内で解析するための一般的なアプローチを提案します。パラメトリック駆動超電導回路のハミルトニアンに対する体系的な正規順序展開を導入し、パラメトリックプロセスを記述し、特定の用途向けのさまざまな回路設計を比較するための柔軟な手順を示します。駆動される SNAIL ベースおよび SQUID ベースの回路に対するこれらのパラメトリック プロセスの正式に正確な振幅 (「超係数」) を取得します。対応する振幅には、回路トポロジー、非線形性の形式、およびパラメトリックドライブに関する完全な情報が含まれているため、特に強いドライブ領域の研究に適しています。浮遊インダクタのない回路を記述する超係数の閉じた形式の式と、浮遊インダクタがある回路のための扱いやすい定式化を提示します。我々は、Kerr-cat 量子ビットのハミルトニアン パラメーターの推定にこのアプローチを適用し、Kerr-cat 量子ビットにおけるカオスの出現の基準を調べることによって、このアプローチの多用途性を実証します。さらに、単一の非線形モードに弱く結合された複数の線形モードを含む多自由度回路へのアプローチを拡張します。この一般化されたフレームワークを適用して、駆動される非線形要素を介して結合された 2 つの共振器間のビームスプリッター相互作用の活性化を研究します。最後に、提案されたアプローチの柔軟性を利用して、ジョセフソン接合の高調波モデル、複数のドライブを備えた回路、および特定の対称性を持つジョセフソン回路の正確な固有状態基底でのハミルトニアンの展開の超係数を個別に導出します。
"Stephen Margiotta, Binzhi Liu, Saleh Ahmed Khan, Gabriel Calderon Ortiz, Ahmed Ibreljic, Jinwoo Hwang, A F M Anhar Uddin Bhuiyan",Thermal Annealing and Radiation Effects on Structural and Electrical Properties of NbN/GaN Superconductor/Semiconductor Junctions,"In the rapidly evolving field of quantum computing, niobium nitride (NbN) superconductors have emerged as integral components due to their unique structural properties, including a high superconducting transition temperature (Tc), exceptional electrical conductivity, and compatibility with advanced device architectures. This study investigates the impact of high-temperature annealing and high-dose gamma irradiation on the structural and superconducting properties of NbN films grown on GaN via reactive DC magnetron sputtering. The as-deposited cubic {\delta}-NbN (111) films exhibited a high-intensity XRD peak, high Tc of 12.82K, and an atomically flat surface. Annealing at 500 and 950 °C for varying durations revealed notable structural and surface changes. High-resolution STEM indicated improved local ordering, while AFM showed reduced surface roughness after annealing. XPS revealed a gradual increase in the Nb/N ratio with higher annealing temperatures and durations. High-resolution XRD and STEM analyses showed lattice constant modifications in {\delta}-NbN films, attributed to residual stress changes following annealing. Additionally, XRD phi-scans revealed sixfold symmetry in NbN films due to rotational domains relative to GaN. While Tc remained stable after annealing at 500 °C, increasing the annealing temperature to 950 °C degraded Tc to ~8K and reduced the residual resistivity ratio from 0.85 in as-deposited films to 0.29 after 30 minutes. The effects of gamma radiation (5 Mrad (Si)) were also studied, demonstrating minimal changes to crystallinity and superconducting performance, indicating excellent radiation resilience. These findings highlight the potential of NbN superconductors for integration into advanced quantum devices and their suitability for applications in radiation-intensive environments such as space, satellites, and nuclear power plants.",NbN/GaN超電導体/半導体接合の構造的特性と電気的特性に対する熱アニーリングと放射線の影響,急速に進化する量子コンピューティングの分野において、窒化ニオブ (NbN) 超電導体は、高い超電導転移温度 (Tc)、卓越した電気伝導率、高度なデバイス アーキテクチャとの互換性などの独自の構造特性により、不可欠なコンポーネントとして浮上しています。この研究では、反応性 DC マグネトロン スパッタリングによって GaN 上に成長させた NbN 膜の構造特性と超電導特性に対する、高温アニーリングと高線量のガンマ線照射の影響を調査します。堆積したままの立方晶 {\δ}-NbN (111) 膜は、高強度の XRD ピーク、12.82K の高い Tc、および原子的に平坦な表面を示しました。 500 °C および 950 °C でさまざまな時間アニールすると、顕著な構造変化と表面変化が明らかになりました。高分解能 STEM では局所秩序化の改善が示され、AFM ではアニーリング後の表面粗さの減少が示されました。 XPS により、アニーリング温度とアニーリング時間が長くなると、Nb/N 比が徐々に増加することが明らかになりました。高解像度の XRD および STEM 分析により、アニーリング後の残留応力の変化に起因する {\delta}-NbN 膜の格子定数の変化が示されました。さらに、XRD ファイ スキャンにより、GaN に対する回転ドメインによる NbN 膜の 6 回の対称性が明らかになりました。 500 °C でのアニール後も Tc は安定していましたが、アニール温度を 950 °C に上げると Tc は約 8K に低下し、残留抵抗率は堆積直後の膜の 0.85 から 30 分後の 0.29 に減少しました。ガンマ線 (5 Mrad (Si)) の影響も研究され、結晶化度と超電導性能への変化が最小限であることが実証され、優れた放射線耐性が示されました。これらの発見は、高度な量子デバイスへの統合に対する NbN 超伝導体の可能性と、宇宙、衛星、原子力発電所などの放射線を大量に使用する環境でのアプリケーションへの適性を強調しています。
"Yuichi Motoyama, Tsuyoshi Okubo, Kazuyoshi Yoshimi, Satoshi Morita, Tatsumi Aoyama, Takeo Kato, Naoki Kawashima",TeNeS-v2: Enhancement for Real-Time and Finite Temperature Simulations of Quantum Many-Body Systems,"Quantum many-body systems are challenging targets for computational physics due to their large degrees of freedom. The tensor networks, particularly Tensor Product States (TPS) and Projected Entangled Pair States (PEPS), effectively represent these systems on two-dimensional lattices. However, the technical complexity of TPS/PEPS-based coding is often too much for researchers to handle. To reduce this problem, we developed TeNeS (Tensor Network Solver). This paper introduces TeNeS-v2, which extends TeNeS with real-time and finite temperature simulations, providing deeper insights into quantum many-body systems. We detail the new algorithms, input/output design, and application examples, demonstrating TeNeS-v2's applicability to various quantum spin and Bose models on two-dimensional lattices.",TeNeS-v2: 量子多体システムのリアルタイムおよび有限温度シミュレーションの機能強化,量子多体系は、自由度が大きいため、計算物理学の挑戦的なターゲットです。テンソル ネットワーク、特にテンソル積状態 (TPS) と投影エンタングルドペア状態 (PEPS) は、これらのシステムを 2 次元格子上で効果的に表現します。ただし、TPS/PEPS ベースのコーディングの技術的な複雑さは、研究者が扱うには多すぎることがよくあります。この問題を軽減するために、私たちは TeNeS (Tensor Network Solver) を開発しました。この論文では、リアルタイムの有限温度シミュレーションで TeNeS を拡張し、量子多体システムについてのより深い洞察を提供する TeNeS-v2 を紹介します。新しいアルゴリズム、入出力設計、アプリケーション例について詳しく説明し、TeNeS-v2 のさまざまな量子スピンおよび 2 次元格子上のボーズ モデルへの適用可能性を示します。
Wei-Yang Liu,Generic framework for non-perturbative QCD in light hadrons,"This paper aims to serve as an introductory resource for disseminating the concept to individuals with interests in quantum chromodynamics (QCD) for hadrons. We discuss several topological aspects of the QCD vacuum and briefly review recent progress on this intuitive unifying framework for the lowlying hadron physics rooted in QCD by introducing the vacuum as a liquid of instantons and anti-instantons. We develop systematic density expansion on the dilute vacuum with diagrammatical Feynman rules to calculate the vacuum expectation values and generalize the calculations to hadronic matrix element (charges), and hadronic form factors using the instanton liquid (IL) ensemble. The IL ensemble prediction are well-consistent with those of recent lattice QCD calculations.",光ハドロンにおける非摂動的 QCD の一般的なフレームワーク,この論文は、ハドロンの量子色力学 (QCD) に興味を持つ人々にこの概念を広めるための入門リソースとして機能することを目的としています。我々は、QCD 真空のいくつかのトポロジカルな側面について議論し、真空をインスタントンと反インスタントンの液体として導入することによって、QCD に根ざした低位ハドロン物理学の直感的な統一フレームワークに関する最近の進歩を簡単にレビューします。私たちは、真空期待値を計算するための図式的なファインマン規則を使用して希薄真空における体系的な密度展開を開発し、その計算をインスタントン液体 (IL) アンサンブルを使用してハドロン行列要素 (電荷) とハドロン形状因子に一般化します。 IL アンサンブル予測は、最近の格子 QCD 計算の予測とよく一致しています。
"Meng-Li Guo, Si-Yin Huang, Bo Li, Shao-Ming Fei",Quantifying the imaginarity via different distance measures,"The recently introduced resource theory of imaginarity facilitates a systematic investigation into the role of complex numbers in quantum mechanics and quantum information theory. In this work, we propose well-defined measures of imaginarity using various distance metrics, drawing inspiration from recent advancements in quantum entanglement and coherence. Specifically, we focus on quantitatively evaluating imaginarity through measures such as Tsallis relative $\alpha$-entropy, Sandwiched Rényi relative entropy, and Tsallis relative operator entropy. Additionally, we analyze the decay rates of these measures. Our findings reveal that the Tsallis relative $\alpha$-entropy of imaginarity exhibits higher decay rate under quantum channels compared to other measures. Finally, we examine the ordering of single-qubit states under these imaginarity measures, demonstrating that the order remains invariant under the bit-flip channel for specific parameter ranges. This study enhances our understanding of imaginarity as a quantum resource and its potential applications in quantum information theory.",さまざまな距離測定による想像力の定量化,最近導入された虚数資源理論は、量子力学と量子情報理論における複素数の役割の体系的な研究を容易にします。この研究では、量子もつれとコヒーレンスの最近の進歩からインスピレーションを得て、さまざまな距離測定基準を使用して虚数の明確に定義された尺度を提案します。具体的には、Tsallis 相対 $\alpha$-entropy、Sandwiched Rényi 相対エントロピー、Tsallis 相対演算子エントロピーなどの尺度を通じて虚数性を定量的に評価することに重点を置いています。さらに、これらの指標の減衰率も分析します。私たちの発見は、ツァリスの虚数の相対 $\alpha$-エントロピーが、他の尺度に比べて量子チャネル下でより高い減衰率を示すことを明らかにしました。最後に、これらの虚数尺度の下で単一量子ビット状態の順序を調べ、特定のパラメーター範囲のビット反転チャネルの下で順序が不変のままであることを示します。この研究は、量子リソースとしての想像力と、量子情報理論におけるその潜在的な応用についての理解を深めます。
Sutharsika Kumar Kalaiselvi,Band Structure Modeling of Perovskite Materials with Quantum ESPRESSO for Multijunction Photovoltaic Cell Optimization,"Increasing photovoltaic conversion efficiency, or PCE, has proven to be a critical factor in the transition to renewable energy. There exist strong interdependencies between the perovskite crystals and multijunction architectures within photovoltaic cell research. In present literature, there is a lack of intersection in investigating crystallographic geometry and compositional engineering with representation of computational modeling systems. In this paper, we propose a novel method for the rapid discovery of high-efficiency perovskite-based multijunction cells, specifically with silicon as the low band gap absorbing semiconductor material. We model the spatial geometries of potential perovskite candidates for high-efficiency cells using the Schrodinger Material Science Maestro, optimizing the periodic boundary conditions on the unit cell to minimize edge-bound errors. Band structure calculations using density functional theory become effective to approximate the PCE. After careful adjustments to the ibrav lattice parameter and parallelization, Quantum ESPRESSO was optimized for perovskite multijunction band structure calculations. Computational results on the six test-perovskite configurations demonstrate the effectiveness and superiority of our proposed representation and method, with a calculated efficiency of about 46% for one of the modeled perovskites, placing it at the top of high-efficiency perovskite-Si multijunction cells. With this method, the potential exists to bring forth a new generation of photovoltaic cells that are easily manufacturable, highly efficient, and economical.",多接合太陽電池の最適化のためのQuantum ESPRESSOを使用したペロブスカイト材料のバンド構造モデリング,太陽光発電変換効率 (PCE) の向上は、再生可能エネルギーへの移行において重要な要素であることが証明されています。太陽電池の研究においては、ペロブスカイト結晶と多接合構造の間に強い相互依存関係が存在します。現在の文献では、結晶幾何学および組成工学の研究と計算モデリング システムの表現との共通点が欠如しています。この論文では、特に低バンドギャップ吸収半導体材料としてシリコンを使用した、高効率ペロブスカイトベースの多接合セルを迅速に発見するための新しい方法を提案します。 Schrodinger Materials Science Maestro を使用して、高効率セルの潜在的なペロブスカイト候補の空間形状をモデル化し、単位セル上の周期境界条件を最適化してエッジ境界誤差を最小限に抑えます。 PCEの近似には密度汎関数理論を用いたバンド構造計算が有効となります。 ibrav 格子パラメータと並列化を慎重に調整した後、Quantum ESPRESSO はペロブスカイト多接合バンド構造計算用に最適化されました。 6 つのテスト ペロブスカイト構成に関する計算結果は、私たちが提案する表現と方法の有効性と優位性を示しており、モデル化されたペロブスカイトの 1 つについて計算された効率は約 46% であり、高効率ペロブスカイト Si 多接合セルの最上位に位置します。 。この方法を使用すると、製造が容易で、効率が高く、経済的な新世代の太陽電池を生み出す可能性が存在します。
