authors,title,abstract,authors_trans,abstract_trans
"Xin Jiang, Houwen Wu, Haitang Yang",Timelike entanglement entropy in QFT and $F$-theorem,We present an operator-algebraic definition for timelike entanglement entropy in QFT. This rigorously defined timelike entanglement entropy is real-valued due to the timelike tube theorem. A simple proof of the $F$-theorem is provided by the strong subadditivity inequality of this timelike entanglement entropy.,QFTおよび$ f $ -Theoremのタイムラークなエンタングルメントエントロピー,QFTにおけるタイムラークエンタングルメントエントロピーのオペレーター代数定義を提示します。この厳密に定義されたタイムラインのエンタングルメントエントロピーは、タイムラークチューブ定理のために実質的に検証されています。 $ f $ -Theoremの単純な証明は、このタイムラインなエンタングルメントエントロピーの強力なサブアダイティビティ不平等によって提供されます。
"Keerthy Menon, Thomas Busch, Thomás Fogarty",Leveraging quantum statistics to enhance heat engines,"A key focus of designing quantum thermal devices is the potential advantage that can be gleaned from genuine quantum effects when compared to classical devices. The recent experimental realization of the Pauli engine, where energy is extracted via changes in particle statistics as an alternative to conventional heat sources has opened new avenues of research where quantum statistics can be considered as a thermodynamic resource. In this work we propose hybrid quantum heat engines which utilize additional strokes that change the single particle statistics between bosonic and fermionic descriptions during the cycle. To accomplish this we consider the 1D Lieb Liniger gas whereby the s wave interactions can be tuned between the non interacting and the hard core limit, which are described by bosonic and fermionic statistics respectively. We show that by suitably choosing where to implement these statistical strokes during an Otto like cycle, the efficiency and work output can be significantly enhanced when compared to fully bosonic or fully fermionic engines. Furthermore, in the degenerate regime our engine can operate at the Carnot efficiency, due to the interplay between the different contributions of heat and work induced by the statistical strokes. Finally, we highlight how our thermodynamic cycles can realize other thermal operations,such as refrigerators, promising similar statistical enhancements for a wide range of temperatures.",量子統計を活用して、熱エンジンを強化します,量子熱デバイスを設計することの重要な焦点は、古典的なデバイスと比較すると、本物の量子効果から収集できる潜在的な利点です。従来の熱源に代わるものとして粒子統計の変化を介してエネルギーが抽出されるパウリエンジンの最近の実験は、量子統計を熱力学的資源と見なすことができる新しい研究の道を開きました。この作業では、サイクル中のボソン語とフェルミオンの記述の間の単一粒子統計を変える追加のストロークを利用するハイブリッド量子熱エンジンを提案します。これを達成するために、1D Lieb Linigerガスを検討します。これにより、S波の相互作用は、それぞれボソン統計とフェルミオン統計で記述されている非相互作用とハードコアの制限の間で調整できます。オットーのようなサイクル中にこれらの統計ストロークを実装する場所を適切に選択することにより、完全にボソンまたは完全なフェミオンエンジンと比較して効率と作業出力を大幅に強化できることを示します。さらに、退化したレジームでは、統計ストロークによって引き起こされる熱の異なる貢献と作業との相互作用のため、我々のエンジンはカルノの効率で動作することができます。最後に、私たちの熱力学的サイクルが、冷蔵庫などの他の熱動作をどのように実現できるかを強調し、広範囲の温度について同様の統計的強化を約束します。
"Xiangji Cai, Yanyan Feng, Jing Ren, Kang Lan, Shuning Sun, Xiangjia Meng, Artur Czerwinski",Quantum speed limits in dephasing dynamics of a qubit system coupled to thermal environments,"We theoretically study the quantum speed limits (QSLs) of a qubit system coupled to a thermal dephasing environment with an Ohmic-like spectral density. Based on the geometric QSLs time bound, which is derived by employing the trace distance to quantify the geodesic between two distinguishable states in dynamical evolution, we study the influences of the temperature and spectral density of the environment on the QSLs time of the dephasing qubit. We also investigate the interplay between the QSLs time, the environmental temperature, and the spectral density of the environment. It has been demonstrated that, the QSLs time closely depends on the transition frequency and the dynamical behavior (e.g., coherence trapping) of the dephasing qubit. For a fixed Ohmicity parameter of the environmental spectral density, the increase of environmental temperature can enhance the QSLs time bound. In addition, when the environmental temperature remains constant, the increase in the Ohmicity parameter initially leads to a reduction in the QSLs time bound, which is then followed by an increase of the time bound of QSLs. Our results can help to better understand the QSLs in the dynamics of open quantum systems and have potential application in the modulation of QSLs time in the dephasing qubit by engineering the spectral density of the environment.",熱環境に結合されたキュービットシステムのダイナミクスを除去する量子速度制限,オームのようなスペクトル密度を持つ熱脱毛環境に結合されたキュービットシステムの量子速度制限（QSL）を理論的に研究します。動的進化における2つの識別可能な状態間の測地線を定量化するためにトレース距離を使用することによって導出される幾何学的QSLS時間拘束に基づいて、dephasing qubitのQSLS時間に対する環境の温度とスペクトル密度の影響を調べます。また、QSLS時間、環境温度、および環境のスペクトル密度との相互作用を調査します。 QSLSの時間は、dephasing qubitの遷移周波数と動的挙動（コヒーレンストラップ）に依存することが実証されています。環境スペクトル密度の固定されたオーミシティパラメーターの場合、環境温度の上昇はQSLS時間を強化する可能性があります。さらに、環境温度が一定のままである場合、オーミシティパラメーターの増加により、最初はQSLS時間の削減が削減され、その後QSLSの時間帯域境界が増加します。我々の結果は、オープン量子システムのダイナミクスにおけるQSLをよりよく理解し、環境のスペクトル密度を工学することにより、dephasing qubitのQSLS時間の変調に潜在的な応用を持つのに役立ちます。
Guanxiong Qu,Circular Photon Drag Effect in Dirac electrons by Quantum Geometry,"Quantum geometry is a well-established framework for understanding transport and optical responses in quantum materials. In this work, I study the photon drag effect in Dirac electrons using the quantum geometric interpretation of non-vertical optical transitions. Due to the particle-hole symmetry inherent in Dirac electrons, the shift photon-drag photocurrent is dominated by dissipationless Fermi surface contributions, connected to the dipole of quantum metric tensor. I find that this dipole is significantly enhanced by a small band gap in massive Dirac electrons and remains robust in the massless limit. I demonstrate the existence of a circular shift photon-drag current in the effective Hamiltonian at the L-point of bismuth, where the bands exhibit trivial topology, highlighting the ubiquity of the circular photon-drag effect in centrosymmetric materials.",量子幾何学によるディラック電子の円形光子抗力効果,量子ジオメトリは、量子材料の輸送と光学反応を理解するための確立されたフレームワークです。この作業では、非垂直光遷移の量子幾何学的解釈を使用して、ディラック電子の光子抗力効果を研究します。ディラック電子に固有の粒子穴の対称性により、シフト光子ドラグ光電流は、量子メートルムテンソルの双極子に接続された散逸のないフェルミ表面の寄与によって支配されています。この双極子は、巨大なディラック電子の小さな帯域ギャップによって大幅に強化されており、質量のない限界で堅牢なままであることがわかります。私は、ビスマスのL点で有効なハミルトニアンに円形シフト光子ドラッグ電流の存在を示します。ここでは、バンドが些細なトポロジーを示し、中心体材料の円形光子ドラッグ効果の遍在性を強調しています。
"Tenzan Araki, Joseph F. Goodwin, Bálint Koczor",Space-time tradeoff in networked virtual distillation,"In contrast to monolithic devices, modular, networked quantum architectures are based on interconnecting smaller quantum hardware nodes using quantum communication links, and offer a promising approach to scalability. Virtual distillation (VD) is a technique that can, under ideal conditions, suppress errors exponentially as the number of quantum state copies increases. However, additional gate operations required for VD introduce further errors, which may limit its practical effectiveness. In this work, we analyse three practical implementations of VD that correspond to edge cases that maximise space-time tradeoffs. Specifically, we consider an implementation that minimises the number of qubits but introduces significantly deeper quantum circuits, and contrast it with implementations that parallelise the preparation of copies using additional qubits, including a constant-depth implementation. We rigorously characterise their circuit depth and gate count requirements, and develop explicit architectures for implementing them in networked quantum systems -- while also detailing implementations in early fault-tolerant quantum architectures. We numerically compare the performance of the three implementations under realistic noise characteristics of networked ion trap systems and conclude the following. Firstly, VD effectively suppresses errors even for very noisy states. Secondly, the constant-depth implementation consistently outperforms the implementation that minimises the number of qubits. Finally, the approach is highly robust to errors in remote entangling operations, with noise in local gates being the main limiting factor to its performance.",ネットワーク化された仮想蒸留における時空トレードオフ,モノリシックデバイスとは対照的に、モジュール式のネットワーク化された量子アーキテクチャは、量子通信リンクを使用して小さな量子ハードウェアノードを相互接続することに基づいており、スケーラビリティへの有望なアプローチを提供します。仮想蒸留（VD）は、理想的な条件下で、量子状態のコピーの数が増えると指数関数的にエラーを抑制できる手法です。ただし、VDに必要な追加のゲート操作により、さらなるエラーが導入されるため、実際の有効性が制限される場合があります。この作業では、時空のトレードオフを最大化するエッジケースに対応するVDの3つの実用的な実装を分析します。具体的には、Qubitsの数を最小限に抑えますが、大幅に深い量子回路を導入する実装を検討し、一定の実装を含む追加のキュービットを使用してコピーの準備を並列化する実装とは対照的です。回路の深さとゲート数の要件を厳密に特徴付け、ネットワーク化された量子システムでそれらを実装するための明示的なアーキテクチャを開発すると同時に、初期の断層耐性量子アーキテクチャの実装も詳述しています。ネットワーク化されたイオントラップシステムの現実的なノイズ特性の下での3つの実装のパフォーマンスを数値的に比較し、以下を結論付けます。第一に、VDは非常に騒々しい状態でもエラーを効果的に抑制します。第二に、一定の深さの実装は、Qubitsの数を最小化する実装を一貫して上回ります。最後に、このアプローチは、リモートエンタングル操作のエラーに対して非常に堅牢であり、ローカルゲートのノイズがパフォーマンスの主な制限要因です。
"Mark P. Hertzberg, Rachel Nathan, Suzanna E. Semaan",Solar System Constraints on Light Propagation from Higher Derivative Corrections to General Relativity and the Weak Gravity Conjecture,"While the two derivative action of gravitation is specified uniquely, higher derivative operators are also allowed with coefficients that are not specified uniquely by effective field theory. We focus on a four derivative operator in which the Riemann tensor couples directly to the electromagnetic field $a\,R_{\mu\nu\alpha\beta}F^{\mu\nu}F^{\alpha\beta}$. We compute the corresponding corrections to the Shapiro time delay in the solar system and compare this to data from the Cassini probe. We place an observational upper bound on the coefficient $a$ at 95% confidence $|a|<26\,(1000\,\mbox{km})^2$. We compare this to the weak gravity conjecture (WGC) prediction of a bound on the coefficients $a,\,b$ of four derivative operators involving the graviton and the photon; this includes the above term $a\,R_{\mu\nu\alpha\beta}F^{\mu\nu}F^{\alpha\beta}$ as well as $b\,F^4$. We show that by using the observed value of the $b$ coefficient from measurements of light by light scattering, which arises in the Standard Model from integrating out the electron, the WGC predicted bound for $a$ is $a\lesssim 7.8\,(1000\,\mbox{km})^2$. This is consistent with the above observational bound, but is intriguingly close and can be further probed in other observations.",より高い誘導体補正から一般的な相対性および弱い重力推測への光伝播に対する太陽系の制約,重力の2つの微分作用は一意に指定されていますが、効果的なフィールド理論によって一意に指定されていない係数では、より高い導関数演算子も許可されます。 Riemann Tensorが電磁場$ a \、r _ {\ mu \ nu \ valpha \ beta} f^{\ mu \ nu} f^{\ alpha \ beta} $。太陽系のシャピロ時間遅延に対応する修正を計算し、これをカッシーニプローブのデータと比較します。 95％信頼$ | a | <26 \、（1000 \、\ mbox {km}）^2 $で係数$ a $ a $ a $ a $ a $に観測上の上限を配置します。これを、グラビトンと光子が関与する4つの誘導体演算子の係数$ a、\、b $の結合の弱い重力推測（WGC）予測と比較します。これには、上記の用語$ a \、r _ {\ mu \ nu \ alpha \ beta} f^{\ mu \ nu} f^{\ alpha \ beta} $と$ b \、f^4 $が含まれます。電子を統合することから標準モデルで生じる光散乱による光の測定からの$ b $係数の観測値を使用することにより、$ a $ a $ a $ a $ a \ lessim 7.8 \、（1000 \、\ mbox {km}）^2 $であると予測されるWGCは予測されます。これは上記の観察バウンドと一致していますが、興味深いほど近く、他の観測でさらに調査することができます。
"Tomoki Ohsawa, Andrea Richaud",Small-Mass Asymptotics of Massive Point Vortex Dynamics in Bose--Einstein Condensates,"We perform an asymptotic analysis of the massive point vortex dynamics in Bose--Einstein condensates in the small-mass limit $\varepsilon \to 0$. We show that the orthogonal projection of the massive dynamics to a certain subspace $\mathcal{K}$ (called kinematic subspace) in the phase space yields the standard massless vortex dynamics or the Kirchhoff equations. We show that the massless dynamics is the zeroth-order approximation to the massive equation as $\varepsilon \to 0$, and also derive a first-order correction to the zeroth-order massless dynamics. The massive dynamics near $\mathcal{K}$ is well approximated by the corresponding massless dynamics. In fact, our main result proves that the massive dynamics starting in $\mathcal{K}$ stays $O(\varepsilon)$-close to $\mathcal{K}$ for short time. On the other hand, the massive dynamics starting outside $\mathcal{K}$ exhibits an oscillatory initial layer due to its inertia and deviates significantly from the massless dynamics. We also perform an asymptotic analysis with a rescaled time to derive the inner approximation to capture the initial layer. The 0th-order inner equations are exactly solvable, and the 1st-order inner equations can be solved by quadrature. The combined inner approximation captures the initial oscillatory layer of the massive dynamics.",Bose-Einstein Consensatesの大規模な点渦ダイナミクスの小量漸近症状,Boseの大規模なポイント渦ダイナミクスの漸近分析を実行します。位相空間内の特定の部分空間$ \ mathcal {k} $（キネマティックサブスペースと呼ばれる）への大規模なダイナミクスの直交投影により、標準の質量のない渦ダイナミクスまたはキルチホフ方程式が得られることを示します。質量のないダイナミクスは、$ \ varepsilon \ 〜0 $としての大規模方程式へのゼロオーダー近似であり、ゼロオーダーの質量のないダイナミクスに対する1次補正も導き出されることを示します。 $ \ mathcal {k} $の近くの巨大なダイナミクスは、対応する質量のないダイナミクスによってよく近似されています。実際、私たちの主な結果は、$ \ mathcal {k} $から始まる巨大なダイナミクスが$ o（\ varepsilon）$を留めていることを証明しています -  $ \ mathcal {k} $に短時間。一方、$ \ mathcal {k} $の外側から始まる巨大なダイナミクスは、その慣性のために振動初期層を示し、質量のないダイナミクスから著しく逸脱します。また、再スケーリングされた時間で漸近分析を実行して、内部近似を導き出して初期層をキャプチャします。 0次の内側方程式は正確に溶媒がかかり、1次の内側方程式は直前に解くことができます。結合された内部近似は、巨大なダイナミクスの初期振動層をキャプチャします。
"Alejandro Corichi, Angel Garcia Chung, Federico Zadra",Towards entropic uncertainty relations for non-regular Hilbert spaces,"The Entropic Uncertainty Relations (EUR) result from inequalities that are intrinsic to the Hilbert space and its dual with no direct connection to the Canonical Commutation Relations. Bialynicky-Mielcisnky obtained them in \cite{bialynicki1975uncertainty} attending Hilbert spaces with a Lebesgue measure. The analysis of these EUR in the context of singular Hilbert spaces has not been addressed. Singular Hilbert spaces are widely used in scenarios where some discretization of the space (or spacetime) is considered, e.g., loop quantum gravity, loop quantum cosmology and polymer quantum mechanics. In this work, we present an overview of the essential literature background and the road map we plan to follow to obtain the EUR in polymer quantum mechanics.",非正規のヒルベルト空間のエントロピー不確実性関係に向けて,エントロピーの不確実性関係（EUR）は、ヒルベルト空間に固有の不平等と、標準的な整流関係に直接つながることなくその二重の不平等に起因します。 Bialynicky-Mielcisnkyは、\ cite {bialynicki1975uncenterty}でそれらを取得しました。特異なヒルベルト空間の文脈におけるこれらのEURの分析は対処されていません。特異なヒルベルトスペースは、スペース（または時空）のある程度の離散化が考慮されるシナリオで広く使用されています。たとえば、ループ量子重力、ループ量子宇宙論、ポリマー量子力学。この作業では、ポリマー量子力学のEURを取得するために従うことを計画している重要な文献の背景とロードマップの概要を示します。
"Zu-Jian Ying, Hang-Hang Han, Bo-Jian Li, Simone Felicetti, Daniel Braak",Critical quantum metrology in a stabilized two-photon Rabi model,"We investigate a generalized quantum Rabi model (QRM) with two- and four-photon terms with respect to applications for non-linear critical quantum metrology. In the introduced model, the spectral collapse occurring in the standard two-photon QRM is stabilized by the presence of the quartic potential. The collapse is then transformed into a quantum phase transition, which occurs in the low-frequency limit of the light mode, whose remnant at finite ratio between qubit and mode frequencies can be applied to critically enhanced quantum metrology. We find that the four-photon term entails a much higher measurement precision compared to the standard two-photon QRM. The mechanism behind the higher precision can be traced to the different behavior of the ground state wave function as the system is tuned through the transition. As the standard two-photon QRM, despite the absence of the spectral collapse, our model allows for a finite preparation time for the probe state (PTPS).",安定した2光子ラビモデルの重要な量子計量,非線形臨界量子計量のアプリケーションに関して、2光子項と4光子項を使用して、一般化された量子RABIモデル（QRM）を調査します。導入されたモデルでは、標準の2光子QRMで発生するスペクトル崩壊は、クエリックポテンシャルの存在によって安定化されます。次に、崩壊は量子相遷移に変換されます。これは、光モードの低周波制限で発生し、そのQubitとモード周波数の間の有限比の残留物を適用して、大量強化された量子計測を適用できます。 4光子の用語は、標準の2光子QRMと比較してはるかに高い測定精度を伴うことがわかります。より高い精度の背後にあるメカニズムは、システムが遷移を通じて調整されるため、基底状態の波動関数の異なる動作に由来することができます。標準の2光子QRMとして、スペクトル崩壊がないにもかかわらず、私たちのモデルはプローブ状態（PTPS）の有限準備時間を可能にします。
"Ingemar Bengtsson, José M M Senovilla",Ultra-massive spacetimes in 2+1 dimensions with positive Λ,"We show that ultra-massive spacetimes exist also in 2 + 1 dimensions with a positive cosmological constant {\Lambda} > 0. They can be created through the collapse of a spherical null dust shell. The exterior of the shell is then a Mess spacetime, that is to say a locally de Sitter spacetime that cannot be obtained as a quotient of de Sitter space.",正のλを使用した2+1次元での超マッスル時の時空,超マッスンな時空も、積極的な宇宙定数{\ lambda}> 0を備えた2 + 1の寸法にも存在することを示しています。それらは球状のヌルダストシェルの崩壊によって作成できます。シェルの外側は、時空の混乱です。つまり、deシッタースペースの商として取得できない地元のデシッター時空です。
