authors,title,abstract,authors_trans,abstract_trans
"Tung T. Nguyen, Nguyen Duy Tân","Perfect state transfer on gcd-graphs over a finite Frobenius ring, I: general theory and results for local rings","The existence of perfect state transfer (PST) on quantum spin networks is a fundamental problem in mathematics and physics. Various works in the literature have explored PST in graphs with arithmetic origins, such as gcd-graphs over $\mathbb{Z}$ and cubelike graphs. In this article, building on our recent work on gcd-graphs over an arbitrary finite Frobenius ring, we investigate the existence of PST on these graphs. Our approach is algebraic in nature, enabling us to unify various existing results in the literature.",有限のフロベニウスリングを介したGCDグラフの完全な状態転送、i：地元のリングの一般理論と結果,量子スピンネットワーク上の完全な状態転送（PST）の存在は、数学と物理学の根本的な問題です。文献のさまざまな作品では、$ \ mathbb {z} $やキューブライクグラフを超えるGCDグラフなど、算術起源のグラフでPSTを調査しました。この記事では、任意の有限FrobeniusリングをめぐるGCDグラフに関する最近の作業に基づいて、これらのグラフ上のPSTの存在を調査します。私たちのアプローチは本質的に代数的であり、文献のさまざまな既存の結果を統一することができます。
"Jiaxin Du, Mei Li, Bin Xi, Xue Zhang, Yi Sun, Chun-Gui Duan, Jie Lu",Fast reversal of Néel vectors in antiferromagnets via domain-wall motion driven by vertically injected spin currents,"In this work, we investigate the steady propagation of 180-degree domain walls (180DWs) of Néel vectors in thin antiferromagnetic strips under perpendicularly injected spin currents with various polarization orientations. Our results show that only spin currents polarized normally to the strip plane guarantee a quick and steady rigid flow of 180DWs, thus realize a fast reversal of Néel vectors in antiferromagnets (AFMs). Different from the common ``current-in-plane'' geometry which is feasible only for metallic AFMs, our ``current-out-of-plane'' layout under investigation can further apply to insulating AFMs (which are more common in real applications) via quantum tunneling effect. Results from this work paves the way for fine control of Néel vectors in (both metallic and insulating) AFM strips and further development of novel magnetic nanodevices based on them.",垂直に注入されたスピン電流によって駆動されるドメイン壁運動を介した反強磁性のnéelベクターの高速反転,この作業では、さまざまな偏光方向を備えた垂直に注入されたスピン電流の下で​​、薄い反強磁性ストリップのNéelベクターの180度ドメイン壁（180dW）の定常伝播を調査します。私たちの結果は、ストリップ平面に正常に偏っているスピン電流のみが、180dWの迅速かつ安定した剛性の流れを保証するため、反強磁石（AFMS）のnéelベクターの速い反転を実現することを示しています。金属AFMSでのみ実行可能な一般的な「プレーン」ジオメトリとは異なり、調査中の「プレーンの流れ」レイアウトは、量子トンネリング効果を介して断熱AFMS（実際のアプリケーションでより一般的です）にさらに適用できます。この作業の結果は、（金属および絶縁の両方）AFMストリップのNéelベクターの細かい制御と、それらに基づいた新規磁気ナノデビスのさらなる開発への道を開きます。
"Junhong Ha, Sudeok Shon",Perturbation Analysis and Neural Network-Based Initial Condition Estimation for the Sine-Gordon Equation,"The sine-Gordon equation is a fundamental nonlinear partial differential equation that governs soliton dynamics and phase evolution in a variety of physical systems, including Josephson junctions and superconducting circuits. In this study, we analyze the effects of external perturbations such as damping and driving forces on the stability of soliton solutions. Using a rigorous Hilbert space framework, we establish well-posedness and derive regularity results for the perturbed equation. In particular, we provide sufficient conditions for the boundedness of the perturbation function, which plays a crucial role in determining the persistence of the soliton structure. Furthermore, we propose a neural network-based approach for solving the inverse problem of estimating unknown initial conditions. By training a data-driven model on simulated PDE solutions, we demonstrate that the network can accurately recover the initial states from limited or noisy observations. Numerical simulations validate the theoretical results and highlight the potential of combining mathematical analysis with machine learning techniques to study nonlinear wave phenomena. This approach offers valuable insights into soliton behavior and has potential applications in the design of quantum computing systems based on Josephson junctions.",シンゴードン方程式の摂動分析とニューラルネットワークベースの初期条件推定,Sine-Gordon方程式は、ジョセフソンジャンクションや超伝導回路など、さまざまな物理システムのソリトンダイナミクスと相進化を支配する基本的な非線形部分微分方程式です。この研究では、ソリトンソリューションの安定性に対する減衰や原動力などの外部摂動の影響を分析します。厳密なヒルベルトスペースフレームワークを使用して、適切な位置を確立し、摂動方程式の規則性の結果を導き出します。特に、ソリトン構造の持続性を決定する上で重要な役割を果たす摂動関数の境界に十分な条件を提供します。さらに、未知の初期条件を推定する逆の問題を解決するためのニューラルネットワークベースのアプローチを提案します。シミュレートされたPDEソリューションでデータ駆動型モデルをトレーニングすることにより、ネットワークが制限または騒々しい観測から初期状態を正確に回復できることを示します。数値シミュレーションは、理論的な結果を検証し、数学的分析と機械学習技術を組み合わせて非線形波現象を研究する可能性を強調します。このアプローチは、ソリトンの動作に関する貴重な洞察を提供し、ジョセフソンジャンクションに基づいた量子コンピューティングシステムの設計に潜在的なアプリケーションを備えています。
"Zhenxiao Fu, Leyi Zhao, Xuhong Zhang, Yilun Xu, Gang Huang, Fan Chen",CopyQNN: Quantum Neural Network Extraction Attack under Varying Quantum Noise,"Quantum Neural Networks (QNNs) have shown significant value across domains, with well-trained QNNs representing critical intellectual property often deployed via cloud-based QNN-as-a-Service (QNNaaS) platforms. Recent work has examined QNN model extraction attacks using classical and emerging quantum strategies. These attacks involve adversaries querying QNNaaS platforms to obtain labeled data for training local substitute QNNs that replicate the functionality of cloud-based models. However, existing approaches have largely overlooked the impact of varying quantum noise inherent in noisy intermediate-scale quantum (NISQ) computers, limiting their effectiveness in real-world settings. To address this limitation, we propose the CopyQNN framework, which employs a three-step data cleaning method to eliminate noisy data based on its noise sensitivity. This is followed by the integration of contrastive and transfer learning within the quantum domain, enabling efficient training of substitute QNNs using a limited but cleaned set of queried data. Experimental results on NISQ computers demonstrate that a practical implementation of CopyQNN significantly outperforms state-of-the-art QNN extraction attacks, achieving an average performance improvement of 8.73% across all tasks while reducing the number of required queries by 90x, with only a modest increase in hardware overhead.",CopyQNN：さまざまな量子ノイズの下での量子ニューラルネットワーク抽出攻撃,量子ニューラルネットワーク（QNN）は、ドメイン全体で大きな価値を示しており、クラウドベースのQNN-AS-A-Service（QNNAAS）プラットフォームを介して展開されることが多い重要な知的財産を表すよく訓練されたQNNがあります。最近の研究では、古典的および新たな量子戦略を使用したQNNモデル抽出攻撃を調査しています。これらの攻撃には、QNNAASプラットフォームを照会して、クラウドベースのモデルの機能を複製するローカル代替QNNをトレーニングするためのラベル付きデータを取得する敵が含まれます。ただし、既存のアプローチでは、騒々しい中間スケール量子（NISQ）コンピューターに固有のさまざまな量子ノイズの影響を見落としており、実際の設定での有効性を制限しています。この制限に対処するために、3段階のデータクリーニング方法を使用してノイズの感度に基づいてノイズの多いデータを排除するCopyQNNフレームワークを提案します。これに続いて、量子ドメイン内のコントラスト学習と転送学習の統合が続き、限られているがクリーニングされたクエリデータセットを使用して、代替QNNの効率的なトレーニングを可能にします。 NISQコンピューターの実験結果は、CopyQNNの実際の実装が最先端のQNN抽出攻撃を大幅に上回ることを示しており、すべてのタスクで8.73％の平均パフォーマンス改善を達成しながら、必要なクエリの数を90倍削減し、ハードウェアのオーバーヘッドのわずかな増加しか増えません。
"Keiya Ichikawa, Kenji Yasunaga",Lower Bounds on Pauli Manipulation Detection Codes,"We present a lower bound for Pauli Manipulation Detection (PMD) codes, which enables the detection of every Pauli error with high probability and can be used to construct quantum erasure and tamper-detection codes. Our lower bound reveals the first trade-off between the error and the redundancy parameters in PMD codes.",パウリ操作検出コードの下限,パウリ操作検出（PMD）コードの下限を提示します。これにより、すべてのパウリエラーが高い確率で検出され、量子消去と改ざんコードの構築に使用できます。下限は、PMDコードのエラーと冗長性パラメーターの間の最初のトレードオフを明らかにしています。
Tadashi Sasaki,Strong gravitational lensing by a Reissner-Nordström naked singularity with a marginally unstable photon sphere,"We investigate strong gravitational lensing by a marginally unstable photon sphere in a Reissner-Nordström naked singularity spacetime. Using the Picard-Fuchs equation, we derive full-order power series expressions for the deflection angle in various regimes, including the strong deflection limits from both outside and inside the photon sphere. We show that the deflection angle diverges non-logarithmically in both cases, refining existing asymptotic formulae. Comparing truncated approximations with numerical results, we find that higher-order corrections are essential to achieve comparable accuracy to logarithmic divergence cases. Using these improved formulae, we also derive precise approximations for image positions that are not restricted to the almost perfectly aligned cases.",わずかに不安定な光子球を備えたReissner-nordström裸の特異性による強力な重力レンズ,Reissner-nordströmNakedSingularity時代のわずかに不安定な光子球体による強力な重力レンズを調査します。 Picard-Fuchs方程式を使用して、光子球の両方からの強いたわみの制限を含む、さまざまなレジームのたわみ角の全次パワーシリーズ式を導き出します。どちらの場合も、たわみ角が非伝統的に分岐し、既存の漸近式を改良することを示します。切り捨てられた近似と数値結果を比較すると、対数的発散ケースに匹敵する精度を達成するためには、高次補正が不可欠であることがわかります。これらの改善された式を使用して、ほぼ完全に整列したケースに限定されない画像位置の正確な近似も導き出します。
"Ahmad Al-Badawi, Faizuddin Ahmed, İzzet Sakallı","Ayón-Beato-García black hole in AdS space-time surrounded by quintessence: geodesic, shadow and thermodynamics","In this study, we present a novel exact solution to the gravitational field equations, known as the Ayón-Beato-García black hole solution, set against the backdrop of anti-de Sitter space and surrounded by a quintessence field. This solution serves as an interpolation between three distinct anti-de Sitter black hole configurations, namely, the Ayón-Beato-García, Schwarzschild-Kiselev, and the standard Schwarzschild black hole solutions. The first aspect of our investigation focuses on the geodesic motion of particles, where we explore how the black hole's space-time geometry-incorporating the effects of nonlinear electrodynamics, the quintessence field, and the curvature radius-influences the dynamics of both massless and massive particles near the black hole. To further enrich our analysis, we extend the study to include the perturbative dynamics of a massless scalar field within the black hole solution, placing special emphasis on the scalar perturbative potential. Subsequently, we focus into the phenomenon of black hole shadows, examining how various parameters, such as the nonlinear electrodynamics, the curvature of space-time and the presence of the quintessence field, impact the size and shape of the shadow cast by the black hole. In the final segment of our study, we shift our attention to the thermodynamics of the black hole solution. We compute several essential thermodynamic quantities, including the Hawking temperature, specific heat capacity, and Gibbs free energy, analyzing how these properties evolve in response to changes in the various parameters that define the space-time geometry, which in turn affect the gravitational field when compared to the traditional black hole",広告のayón-beato-garcíaブラックホールは、典型に囲まれた時空：測地線、影、熱力学,この研究では、Ayón-Beato-Garcíaブラックホールソリューションとして知られる重力場方程式に対する新しい正確なソリューションを提示し、反DEシッタースペースの背景に逆らって設定され、五分解界に囲まれています。このソリューションは、3つの異なる抗DEシッターブラックホール構成、つまりAyón-Beato-García、Schwarzschild-Kiselev、および標準的なSchwarzschild Black Hole Solutionsの補間として機能します。私たちの調査の最初の側面は、粒子の測地線運動に焦点を当てています。そこでは、ブラックホールの時空のジオメトリが非線形電気力学の効果、五分画フィールド、およびブラックホール近くの質量のない粒子と大規模な粒子の両方のダイナミクスをどのように組み込むかを探ります。分析をさらに豊かにするために、研究を拡張して、ブラックホールソリューション内に質量のないスカラーフィールドの摂動ダイナミクスを含め、スカラー摂動ポテンシャルに特に重点を置いています。その後、ブラックホールの影の現象に焦点を当て、非線形電気力学、時空の曲率、五分野の存在など、さまざまなパラメーターがブラックホールによって鋳造された影のサイズと形状にどのように影響するかを調べます。私たちの研究の最終セグメントでは、ブラックホールソリューションの熱力学に注意を向けます。ホーキング温度、比熱容量、ギブス自由エネルギーなど、いくつかの重要な熱力学的量を計算し、時空ジオメトリを定義するさまざまなパラメーターの変化に応じてこれらの特性がどのように進化するかを分析します。
"Takahiro Ohgoe, Hokuto Iwakiri, Kazuhide Ichikawa, Sho Koh, Masaya Kohda",Quantum computation of a quasiparticle band structure with the quantum-selected configuration interaction,"Quasiparticle band structures are fundamental for understanding strongly correlated electron systems. While solving these structures accurately on classical computers is challenging, quantum computing offers a promising alternative. Specifically, the quantum subspace expansion (QSE) method, combined with the variational quantum eigensolver (VQE), provides a quantum algorithm for calculating quasiparticle band structures. However, optimizing the variational parameters in VQE becomes increasingly difficult as the system size grows, due to device noise, statistical noise, and the barren plateau problem. To address these challenges, we propose a hybrid approach that combines QSE with the quantum-selected configuration interaction (QSCI) method for calculating quasiparticle band structures. QSCI may leverage the VQE ansatz as an input state but, unlike the standard VQE, it does not require full optimization of the variational parameters, making it more scalable for larger quantum systems. Based on this approach, we demonstrate the quantum computation of the quasiparticle band structure of a silicon using 16 qubits on an IBM quantum processor.",量子選択構成相互作用による準粒子バンド構造の量子計算,準粒子バンド構造は、強く相関した電子システムを理解するための基本です。これらの構造を古典的なコンピューターで正確に解決することは困難ですが、量子コンピューティングは有望な代替手段を提供します。具体的には、分散量子固有値（VQE）と組み合わせた量子サブスペース拡張（QSE）メソッドは、準粒子バンド構造を計算するための量子アルゴリズムを提供します。ただし、デバイスノイズ、統計ノイズ、不毛のプラトーの問題により、VQEの変動パラメーターを最適化することはますます困難になります。これらの課題に対処するために、QSEと、準粒子バンド構造を計算するための量子選択構成相互作用（QSCI）メソッドを組み合わせたハイブリッドアプローチを提案します。 QSCIはVQE Ansatzを入力状態として活用する場合がありますが、標準VQEとは異なり、変分パラメーターの完全な最適化は必要ありません。このアプローチに基づいて、IBM量子プロセッサで16キュービットを使用して、シリコンの準粒子バンド構造の量子計算を実証します。
"James Davies, Andrew Jena",Preparing graph states forbidding a vertex-minor,"Measurement based quantum computing is preformed by adding non-Clifford measurements to a prepared stabilizer states. Entangling gates like CZ are likely to have lower fidelities due to the nature of interacting qubits, so when preparing a stabilizer state, we wish to minimize the number of required entangling states. This naturally introduces the notion of CZ-distance.
Every stabilizer state is local-Clifford equivalent to a graph state, so we may focus on graph states $\left\vert G \right\rangle$. As a lower bound for general graphs, there exist $n$-vertex graphs $G$ such that the CZ-distance of $\left\vert G \right\rangle$ is $\Omega(n^2 / \log n)$. We obtain significantly improved bounds when $G$ is contained within certain proper classes of graphs. For instance, we prove that if $G$ is a $n$-vertex circle graph with clique number $\omega$, then $\left\vert G \right\rangle$ has CZ-distance at most $4n \log \omega + 7n$. We prove that if $G$ is an $n$-vertex graph of rank-width at most $k$, then $\left\vert G \right\rangle$ has CZ-distance at most $(2^{2^{k+1}} + 1) n$. More generally, this is obtained via a bound of $(k+2)n$ that we prove for graphs of twin-width at most $k$.
We also study how bounded-rank perturbations and low-rank cuts affect the CZ-distance. As a consequence, we prove that Geelen's Weak Structural Conjecture for vertex-minors implies that if $G$ is an $n$-vertex graph contained in some fixed proper vertex-minor-closed class of graphs, then $\left\vert G \right\rangle$ has CZ-distance at most $O(n\log n)$. Since graph states of locally equivalent graphs are local Clifford equivalent, proper vertex-minor-closed classes of graphs are natural and very general in this setting.",グラフ状態の準備頂点マイナーを禁止します,"測定ベースの量子コンピューティングは、準備されたスタビライザー状態に非クリフォード測定を追加することにより事前に形成されます。 CZのような絡み合ったゲートは、相互作用するキュービットの性質により忠実度が低い可能性が高いため、スタビライザー状態を準備する場合、必要な絡み合った状態の数を最小限に抑えたいと考えています。これは自然にCZ距離の概念を導入します。
すべてのスタビライザー状態は、グラフ状態に相当するローカルクリフォードであるため、グラフ状態$ \ left \ vert g \ right \ rangle $に焦点を当てることができます。一般的なグラフの下限として、$ n $ -vertexグラフ$ g $が存在します。これにより、$ \ left \ vert g \ right \ rangle $のcz-distanceは$ \ omega（n^2 / \ log n）$です。 $ g $が特定の適切なクラスのグラフに含まれている場合、大幅に改善された境界を取得します。たとえば、$ g $が$ n $ -vertexサークルグラフである場合、クリーク番号$ \ omega $を備えた場合、$ \ left \ vert g \ right \ rangle $が$ 4n \ log \ omega + 7n $でcz-distanceを持っていることを証明します。 $ g $が最大$ k $のランク幅の$ n $ -vertexグラフである場合、$ \ left \ vert g \ right \ rangle $の最大$（2^{2^{k + 1}} + 1）n $より一般的には、これは$（k+2）n $の境界を介して取得されます。これは、最大$ k $でツイン幅のグラフで証明します。
また、ランクランクの摂動と低ランクの削減がCZ距離にどのように影響するかを研究します。結果として、GeelenのVertex-Minorsに対する弱い構造的推測は、$ g $が固定された適切な頂点-minorで閉じたクラスのグラフに含まれる$ n $ -vertexグラフである場合、$ \ left \ vert g \ right \ rangle $が$ o（n \ log n）$でcz-distanceを持っていることを示唆しています。局所的に同等のグラフのグラフ状態はローカルクリフォードと同等のものであるため、この設定では、適切な頂点間で閉じたグラフのクラスは自然で非常に一般的です。"
"Minjun Jeon, Zhenyu Cai",Noise-aware Time-optimal Quantum Control,"Quantum optimal control plays a vital role in many quantum technologies, including quantum computation. One of the most important control parameters to optimise for is the evolution time (pulse duration). However, most existing works focus on finding the shortest evolution time theoretically possible without offering explicit pulse constructions under practical constraints like noise in the system. This paper addresses these limitations by introducing an efficient method to perform the Chopped Random Basis (CRAB) optimisation in the presence of noise, specifically when the noise commutes with the gate Hamiltonian. This noise-aware approach allows for direct optimisation of the evolution time alongside other control parameters, significantly reducing the computational cost compared to full noisy simulations. The protocol is demonstrated through numerical simulations on state-to-state transfer and gate compilation problems under several noise models. Results show that the optimised fidelity has a strong dependence on evolution time due to noise, drift Hamiltonian, and local traps in optimisation, highlighting the necessity of optimising evolution time in practical settings that can lead to a substantial gain in the fidelity. Our pulse optimisation protocol can consistently reach the global optimal time and fidelity in all of our examples. We hope that our protocol can be the start of many more works on the crucial topic of control pulse time optimisation in practical settings.",ノイズ認識時間最適量子制御,量子最適制御は、量子計算を含む多くの量子技術で重要な役割を果たします。最適化する最も重要な制御パラメーターの1つは、進化時間（パルス期間）です。ただし、既存の作業のほとんどは、システム内のノイズなどの実用的な制約の下で明示的なパルス構造を提供することなく、理論的に可能な最短の進化時間を見つけることに焦点を当てています。このペーパーでは、特にノイズがゲートハミルトニアンと通勤するときに、ノイズの存在下で刻まれたランダムベース（CRAB）最適化を実行するための効率的な方法を導入することにより、これらの制限に対処します。このノイズ認識アプローチにより、他の制御パラメーターとともに進化時間を直接最適化することができ、完全なノイズの多いシミュレーションと比較して計算コストが大幅に削減されます。このプロトコルは、いくつかのノイズモデルの下での状態間転送およびゲートコンパイルの問題に関する数値シミュレーションを通じて実証されています。結果は、最適化された忠実度が、ノイズ、ドリフトハミルトニアン、および最適化におけるローカルトラップによる進化時間に強い依存していることを示しており、忠実度の実質的な利益につながる可能性のある実用的な設定での進化時間を最適化する必要性を強調しています。パルス最適化プロトコルは、すべての例で一貫してグローバルな最適時間と忠実度に到達することができます。私たちのプロトコルが、実際の設定でのコントロールパルス時間の最適化の重要なトピックに関するさらに多くの作業の始まりになることを願っています。
