authors,title,abstract,authors_trans,abstract_trans
"Alison A. Silva, D. Bazeia, Fabiano M. Andrade",Entangled states from simple quantum graphs,"This work deals with quantum transport in open quantum graphs with two scattering channels. They are used as a two-level system whose weights are defined by its reflection and transmission amplitudes. We propose a controlled operation between two quantum graphs, where the scattering in a quantum graph modifies the second one, changing its outcome. Our findings show that the scattering measurements in this system are linked to recent results on randomized quantum graphs. The main results reveal the presence of entangled states according to the wave-number values in each quantum graph and the applied controlled operation. It was possible to determine the criteria for maximal entanglement or separability. In particular, we uncovered the presence of entanglement in a simple system consisting of two simple quantum graphs, with only one edge and a controlled phase.",単純な量子グラフからの絡み合った状態,この作業は、2つの散乱チャネルを備えたオープン量子グラフの量子輸送を扱います。それらは、その重みがその反射と伝送振幅によって定義される2レベルのシステムとして使用されます。 2つの量子グラフ間で制御された動作を提案します。この操作では、量子グラフの散乱が2番目のグラフを変更し、結果を変えます。私たちの調査結果は、このシステムの散乱測定がランダム化量子グラフの最近の結果にリンクされていることを示しています。主な結果は、各量子グラフの波数値と適用された制御操作に従って、絡み合った状態の存在を明らかにしています。最大のエンタングルメントまたは分離性の基準を決定することが可能でした。特に、2つの単純な量子グラフで構成される単純なシステムで、1つのエッジと制御位相のみでエンタングルメントの存在を明らかにしました。
Pulak Ranjan Giri,Quantum walk search by Grover search on coin space,"Quantum walk followed by some amplitude amplification technique has been successfully used to search for marked vertices on various graphs. Lackadaisical quantum walk can search for target vertices on graphs without the help of any additional amplitude amplification technique. These studies either exploit AKR or SKW coin to distinguish the marked vertices from the unmarked vertices. The success of AKR coin based quantum walk search algorithms highly depend on the arrangements of the set of marked vertices on the graph. For example, it fails to find adjacent vertices, diagonal vertices and other exceptional configurations of vertices on a two-dimensional periodic square lattice and on other graphs. These coins also suffer from low success probability while searching for marked vertices on a one-dimensional periodic lattice and on other graphs for certain arrangements for marked vertices. In this article, we propose a modified coin for the lackadaisical quantum walk search. It allows us to perform quantum walk search for the marked vertices by doing Grover search on the coin space. Our model finds the marked vertices by searching the self-loops associated with the marked vertices. It can search for marked vertices irrespective of their arrangement on the graph with high success probability. For all analyzed arrangements of the marked vertices the time complexity for 1d-lattice and 2d-lattice are $\mathcal{O}(\frac{N}{M})$ and $\mathcal{O}\left(\sqrt{ \frac{N}{M}\log \frac{N}{M}}\right)$ respectively with constant and high success probability.",コインスペースのグローバー検索によるQuantum Walk Search,Quantum Walkに続いて、いくつかの振幅振幅技術が使用され、さまざまなグラフでマークされた頂点を検索しました。 Lackadaisical Quantum Walkは、追加の振幅振幅技術の助けを借りずに、グラフ上のターゲット頂点を検索できます。これらの研究は、AKRまたはSKWコインを悪用して、マークされた頂点をマークされていない頂点と区別します。 AKRコインベースの量子ウォーク検索アルゴリズムの成功は、グラフ上のマークされた頂点のセットの配置に大きく依存します。たとえば、隣接する頂点、斜めの頂点、および2次元周期的な平方格子および他のグラフで頂点のその他の例外的な構成を見つけることができません。また、これらのコインは、1次元周期格子でマークされた頂点を検索しながら、マークされた頂点の特定の配置のために他のグラフで、成功の確率が低くなります。この記事では、Lackadaisical Quantum Walk Searchの修正コインを提案します。コインスペースでグローバー検索を行うことにより、マークされた頂点のQuantum Walk検索を実行できます。私たちのモデルは、マークされた頂点に関連付けられた自己ループを検索することにより、マークされた頂点を見つけます。成功の確率が高いグラフ上の配置に関係なく、マークされた頂点を検索できます。マークされた頂点のすべての分析された配置について、1Dラティスと2Dラティスの時間の複雑さは$ \ mathcal {o}（\ frac {n} {m}）$および$ \ mathcal {o} \ left（\ sqrt {\ frac {n} {m} \ log \ log \ frac {n} {m}} \ right）$それぞれ一定で高い成功確率で。
"Zhe Zhang, Jiajie Qiao, Xiaoliang Wu, Shaowen Yu, Qin Jin",Principal component analysis for 5/2 fractional quantum Hall states,"For the special single-layer fractional quantum Hall system with a filling factor of 5/2, which has an even denominator, this paper uses principal component analysis (PCA) to study its behavior under the breaking of particle-hole symmetry. By introducing a model three-body potential to represent the mechanism of particle-hole symmetry breaking, the paper finds that the 5/2 system evolves into two types of special topological quantum states with non-Abelian statistics as the strength and direction of the three-body potential vary. The transition points of these states correspond to the particle-hole symmetric pure Coulomb interaction system. Our results validate the applicability of machine learning as a new research tool in fractional quantum Hall systems. Furthermore, machine learning directly analyzes the raw wave functions, without relying on prior empirical theoretical assumptions and models, making it applicable to a broader range of fractional quantum Hall systems experiencing phase transitions due to particle-hole symmetry breaking.",5/2の分数量子ホール州の主成分分析,5/2の充填係数を持つ特別な単層分数量子ホールシステムの場合、均一な分母を備えた充填係数では、この論文では、主成分分析（PCA）を使用して、粒子穴の対称性の破壊下での挙動を研究しています。粒子穴の対称性破壊のメカニズムを表すモデル3体のポテンシャルを導入することにより、5/2システムは、3体のポテンシャルの強度と方向が異なるため、5/2システムが非アベル統計を持つ2つのタイプの特別なトポロジカルな状態に進化することを発見しました。これらの状態の遷移点は、粒子穴の対称純クーロン相互作用システムに対応しています。私たちの結果は、分数量子ホールシステムの新しい研究ツールとしての機械学習の適用性を検証しています。さらに、機械学習は、以前の経験的理論的仮定とモデルに依存することなく、生の波動関数を直接分析し、粒子穴の対称性破壊のために位相遷移を経験する幅広い分数量子ホールシステムに適用できるようにします。
Pulak Ranjan Giri,Quantum walk search on a two-dimensional grid with extra edges,"Quantum walk has been successfully used to search for targets on graphs with vertices identified as the elements of a database. This spacial search on a two-dimensional periodic grid takes $\mathcal{O}\left(\sqrt{N\log N}\right)$ oracle consultations to find a target vertex from $N$ number of vertices with $\mathcal{O}(1)$ success probability, while reaching optimal speed of $\mathcal{O}(\sqrt{N})$ on $d \geq 3$ dimensional square lattice. Our numerical analysis based on lackadaisical quantum walks searches $M$ vertices on a 2-dimensional grid with optimal speed of $\mathcal{O}(\sqrt{N/M})$, provided the grid is attached with additional long range edges. Based on the numerical analysis performed with multiple sets of randomly generated targets for a wide range of $N$ and $M$ we suggest that the optimal time complexity of $\mathcal{O}(\sqrt{N/M})$ with constant success probability can be achieved for quantum search on a two-dimensional periodic grid with long-range edges.",余分なエッジを備えた2次元グリッドでのQuantum Walk Search,Quantum Walkは、データベースの要素として識別された頂点を持つグラフ上のターゲットの検索に成功裏に使用されています。 2次元周期グリッドでのこの空間検索は、$ \ mathcal {o} \ left（\ sqrt {n \ log n} \ right）$ oracle vertexを見つけて、$ \ mathcal {o}（1）$成功確実性を持つ$ n $の頂点数からターゲット頂点を見つけます。 $ \ mathcal {o}（\ sqrt {n}）$ on $ d \ geq 3 $ dimensional square lattice。 Lackisiosical Quantum Walksに基づく我々の数値分析では、グリッドに追加の長距離エッジが付いている場合、$ \ mathcal {o}（\ sqrt {n/m}）$の最適速度で2次元グリッドで$ m $頂点を検索します。 $ n $ n $および$ m $のランダムに生成された複数のセットで実行された数値分析に基づいて、$ \ mathcal {o}（\ sqrt {n/m}）$の最適な時間複雑さは、長い範囲のエッジを備えた2次元グリッドでの量子検索のために一定の成功確率で達成できることを示唆しています。
"Luukas Nikkanen, Fabijan Pavošević, Susi Lehtola",Nuclear-electronic calculations need uncontracted basis sets on the quantum protons,"An attractive way to calculate nuclear quantum effects is to describe select nuclei quantum mechanically at the same level as the electrons, requiring the solution of coupled Schrödinger equations for the electrons and the quantum nuclei. This is commonly known as the nuclear-electronic orbital (NEO) method, but it also has many other names. Two types of basis sets are required: a nuclear basis set is required in addition to the usual electronic basis set. In this work, we demonstrate that while existing nuclear basis sets are sufficient for NEO density-functional calculations, many sets producing proton affinities converged within 0.1 kcal/mol of the complete basis set limit, NEO calculations should always use uncontracted electronic basis sets on the quantum protons, since the contraction coefficients in typical electronic basis sets have been derived for point nuclear charge distributions. Uncontracting the basis sets on the quantized protons leads to significantly faster convergence to the basis set limit, leading to improvements of 18 kcal/mol and 10 kcal/mol in proton affinities employing double-$\zeta$ aug-pc-1 and triple-$\zeta$ aug-pc-2 electronic basis sets, respectively, with little effect on the computational effort. The partially uncontracted aug-pc-3 electronic basis set already affords proton affinities converged beyond 0.1 kcal/mol from the complete basis set limit. Similar results are also obtained with Dunning's correlation-consistent cc-pVXZ basis sets, as well as the Karlsruhe def2-XZP basis sets, albeit at a somewhat slower rate of convergence. As the protonic basis sets yield fully converged values, we find the protonic basis sets to be unnecessarily large for ground state density functional calculations, as the error in the protonic basis set is not balanced with that for typical electronic basis sets.",核電子計算には、量子プロトンの非縮小基底セットが必要です,核量子効果を計算する魅力的な方法は、電子と同じレベルで選択された核を機械的に記述することであり、電子と量子核の結合シュレディンガー方程式の溶液を必要とすることです。これは一般に核電子軌道（NEO）法として知られていますが、他にも多くの名前があります。 2つのタイプの基底セットが必要です。通常の電子基底セットに加えて、原子力ベースセットが必要です。この作業では、既存の原子力基底セットは新密度機能計算に十分であるが、完全な基底セット制限の0.1 kcal/mol以内に収束するプロトン親和性を生成する多くのセットは、型核電荷分配の概念係数が導き出されたため、常に量子プロトンで非縮小された電子基底セットを使用する必要があることを実証します。量子化されたプロトンの基底セットを非縮小すると、基底セットの制限への収束が大幅に速くなり、2 kcal/molと10 kcal/molが2倍の$ \ zeta $ aug-pc-1とトリプル-$ \ zeta $ aug-pc-2電子基底セットを使用して、それぞれコンピューターの効果がありません。部分的に非縮小されていないAUG-PC-3電子基底セットは、完全な基底セットの制限から0.1 kcal/molを超えて収束した陽子親和性をすでに提供しています。 Dunningの相関関係のあるCC-PVXZ基底セット、およびCorlsruhe DEF2-XZP基底セットでも、同様の結果も得られますが、収束率はやや遅いです。プロトン基底セットが完全に収束した値を生成するため、プロトニック基底セットの誤差は典型的な電子基底セットの誤差とバランスが取れていないため、基底状態密度の機能計算ではプロトン基底セットが不必要に大きいことがわかります。
"Moritz Bensberg, Marco Eckhoff, F. Emil Thomasen, William Bro-Jørgensen, Matthew S. Teynor, Valentina Sora, Thomas Weymuth, Raphael T. Husistein, Frederik E. Knudsen, Anders Krogh, Kresten Lindorff-Larsen, Markus Reiher, Gemma C. Solomon",Machine Learning Enhanced Calculation of Quantum-Classical Binding Free Energies,"Binding free energies are a key element in understanding and predicting the strength of protein--drug interactions. While classical free energy simulations yield good results for many purely organic ligands, drugs including transition metal atoms often require quantum chemical methods for an accurate description. We propose a general and automated workflow that samples the potential energy surface with hybrid quantum mechanics/molecular mechanics (QM/MM) calculations and trains a machine learning (ML) potential on the QM energies and forces to enable efficient alchemical free energy simulations. To represent systems including many different chemical elements efficiently and to account for the different description of QM and MM atoms, we propose an extension of element-embracing atom-centered symmetry functions for QM/MM data as an ML descriptor. The ML potential approach takes electrostatic embedding and long-range electrostatics into account. We demonstrate the applicability of the workflow on the well-studied protein--ligand complex of myeloid cell leukemia 1 and the inhibitor 19G and on the anti-cancer drug NKP1339 acting on the glucose-regulated protein 78.",機械学習は、量子クラシック結合自由エネルギーの計算を強化しました,結合自由エネルギーは、タンパク質の強度を理解し、予測する上で重要な要素です。古典的な自由エネルギーシミュレーションは、多くの純粋に有機的なリガンドに良い結果をもたらしますが、遷移金属原子を含む薬物は、正確な説明のために量子化学的方法を必要とすることがよくあります。ポテンシャルエネルギー面をハイブリッド量子力学/分子力学（QM/mm）計算でサンプリングする一般的で自動化されたワークフローを提案し、QMエネルギーと力の機械学習（ML）ポテンシャルを訓練して、効率的な錬金術の自由エネルギーシミュレーションを可能にします。多くの異なる化学元素を含むシステムを効率的に含むシステムを表現し、QMおよびMM原子の異なる説明を説明するために、ML記述子としてのQM/MMデータの要素を包む原子中心の対称関数の拡張を提案します。 MLの潜在的なアプローチは、静電埋め込みと長距離静電物質を考慮に入れます。よく研究されたタンパク質である骨髄細胞白血病1および阻害剤19gのリガンド複合体、およびグルコース調節タンパク質78に作用する抗がん剤NKP1339にワークフローの適用可能性を示します。
"Z. M. McIntyre, W. A. Coish",Protocols for inter-module two-qubit gates mediated by time-bin encoded photons,"As quantum devices scale to larger numbers of qubits, entangling gates between distant stationary qubits will help provide flexible, long-range connectivity in modular architectures. In this work, we present protocols for implementing long-range two-qubit gates mediated by either Fock-state or time-bin qubits -- photonic encodings that are both compatible with the coplanar waveguide resonators commonly used in circuit quantum electrodynamics (QED). These protocols become deterministic in the limit of vanishing photon loss. Additionally, photon loss can be heralded, signaling a failed two-qubit gate attempt. We model the loss of a time-bin qubit to a dielectric environment consisting of an ensemble of two-level systems (TLSs), which are believed to be the dominant mechanism for dielectric loss in circuit QED architectures. The backaction (on the stationary qubits) associated with the loss of the time-bin qubit is strongly suppressed in a non-Markovian regime where the temporal separation of the time bins is short compared to the dielectric environment's correlation time. This result suggests strategies based on a combination of materials-fabrication and time-bin-qubit optimization for ensuring that the loss of a time-bin qubit is not only heralded, but also approximately backaction-free.",タイムビンエンコードされた光子によって媒介されるモジュール間の2キットゲートのプロトコル,量子デバイスはより多くのQubitsにスケーリングするため、遠くの静止キービット間のゲートを絡み合わせると、モジュラーアーキテクチャで柔軟で長距離の接続性が提供されます。この作業では、FOCK-STATEまたはTIME-BIN QUBITSによって媒介される長距離2キットゲートを実装するためのプロトコルを提示します。どちらも、回路量子電気力学（QED）で一般的に使用されるコプラナー導波路共振器と互換性があるフォトニックエンコーディングです。これらのプロトコルは、光子損失の消失の限界で決定論的になります。さらに、光子損失を告げることができ、2 quitゲートの試みに失敗したことを示しています。回路QEDアーキテクチャにおける誘電体損失の支配的なメカニズムであると考えられている2レベルシステム（TLSS）のアンサンブルで構成される誘電環境へのタイムビンキットの損失をモデル化します。タイムビンキットの喪失に関連するバックアクション（定常キュービット）は、誘電体環境の相関時間と比較して、時間ビンの時間的分離が短い非マルコビアン政権で強く抑制されます。この結果は、タイムビンのキュービットの損失が先駆的であるだけでなく、ほぼバックアクションのないことを保証するための材料の製造とタイムビンqubitの最適化の組み合わせに基づいた戦略を示唆しています。
S.V. Dordevic,A universal scaling of condensation temperature in quantum fluids,"The phenomena of superconductivity and superfluidity are believed to originate from the same underlying physics, namely the condensation of either bosons or pairs of fermions (Cooper pairs). In this work I complied and analyzed literature data for a number of quantum fluids and showed that indeed they all follow the same simple scaling law. The critical temperature for condensation T$_c$ is found to scale with the condensate coherence length $\xi$ and the effective mass of condensing particles m$^{\ast}$. The scaling plot includes members of most known classes of superconductors, as well as a number of superfluids and condensates, such as $^3$He, $^4$He, dilute Bose and Fermi gases, excitons, polaritons, neutron superfluid and proton superconductor in neutron stars, nuclear pairing, quark--antiquark condensate and Higgs condensate. The scaling plot spans more that 24 orders of magnitude of critical temperatures, albeit the scaling exponent is not the one predicted by theory. The plot might help the search for a dark matter particle.",量子液中の凝縮温度の普遍的なスケーリング,超伝導と超流動性の現象は、同じ基礎となる物理学、すなわちボソンまたはフェルミオンのペア（クーパーペア）の凝縮に由来すると考えられています。この作業では、多くの量子液の文献データを遵守して分析し、実際にそれらがすべて同じ単純なスケーリング法に従っていることを示しました。凝縮されたt $ _c $の臨界温度は、凝縮コヒーレンス長$ \ xi $と凝縮粒子m $^{\ ast} $の有効質量でスケーリングすることがわかります。スケーリングプロットには、最も既知のクラスの超伝導体のメンバー、$^3 $ he、$^4 $、$^4 $、希釈ボースとフェルミガス、励起子、ポリトン、中性子スーパーフルイド、プロトン超導体などの多くの超流動性および凝縮液が含まれます。スケーリングプロットは、スケーリング指数は理論によって予測されるものではありませんが、24桁の臨界温度に及びます。プロットは、暗い物質粒子の検索に役立つ可能性があります。
"Michele Pacenti, Dimitris Chytas, Bane Vasic",Construction and Decoding of Quantum Margulis Codes,"Quantum low-density parity-check codes are a promising approach to fault-tolerant quantum computation, offering potential advantages in rate and decoding efficiency. In this work, we introduce quantum Margulis codes, a new class of QLDPC codes derived from Margulis' classical LDPC construction via the two-block group algebra framework. We show that quantum Margulis codes, unlike bivariate bicycle codes which require ordered statistics decoding for effective error correction, can be efficiently decoded using a standard min-sum decoder with linear complexity, when decoded under depolarizing noise. This is attributed to their Tanner graph structure, which does not exhibit group symmetry, thereby mitigating the well-known problem of error degeneracy in QLDPC decoding. To further enhance performance, we propose an algorithm for constructing 2BGA codes with controlled girth, ensuring a minimum girth of 6 or 8, and use it to generate several quantum Margulis codes of length 240 and 642. We validate our approach through numerical simulations, demonstrating that quantum Margulis codes behave significantly better than BB codes in the error floor region, under min-sum decoding.",量子Margulisコードの構造とデコード,量子低密度パリティチェックコードは、断層耐性の量子計算に対する有望なアプローチであり、レートとデコード効率の潜在的な利点を提供します。この作業では、2ブロックグループの代数フレームワークを介してMargulisの古典LDPC構造から派生したQLDPCコードの新しいクラスであるQuantum Margulisコードを紹介します。量子Margulisコードは、効果的なエラー補正のために順序付けられた統計デコードを必要とする二変量自転車コードとは異なり、脱分極ノイズでデコードされた場合、線形複雑さを備えた標準のMin-Sumデコーダーを使用して効率的にデコードできることを示します。これは、グループの対称性を示さないタナーグラフ構造に起因しているため、QLDPCデコードにおける誤差変性の有名な問題を軽減します。パフォーマンスをさらに強化するために、制御された胴回りを備えた2BGAコードを構築するためのアルゴリズムを提案し、6または8の最小胴回りを確保し、それを使用して長さ240および642のいくつかの量子マルグリスコードを生成します。
"João P. M. Pitelli, Bruno S. Felipe, Claudio Dappiaggi, Elizabeth Winstanley",Quantum superposition of boundary condition in $\mathrm{PAdS}_2$,"We explore the quantum superposition of boundary conditions in the context of the Poincaré patch of the two-dimensional Anti-de Sitter space ($\mathrm{PAdS}_2$). Focusing on Robin (mixed) boundary conditions (RBC), we investigate the response function of the Unruh-DeWitt (UDW) detector interacting with two or more scalar fields, each respecting a different boundary condition. The role of this quantum superposition is two-fold: i) it may represent different fields propagating on the same spacetime and interacting with an UDW detector or ii) it may describe an UDW detector on a superposition of spacetimes, each one with an inequivalent propagating field.",$ \ mathrm {pads} _2 $の境界条件の量子重ね合わせ,2次元抗DEシッタースペース（$ \ mathrm {pads} _2 $）のポアンカレパッチのコンテキストで境界条件の量子重複を調査します。 Robin（混合）境界条件（RBC）に焦点を当て、2つ以上のスカラーフィールドと相互作用するUnruh-Dewitt（UDW）検出器の応答関数を調査し、それぞれ異なる境界条件を尊重します。この量子の重ね合わせの役割は2つあります。i）同じ時空で伝播し、UDW検出器と相互作用する異なるフィールドを表している可能性があります。ii）は、それぞれが等価の伝播フィールドを持つ時空の重ね合わせに関するUDW検出器を記述することができます。
