authors,title,abstract,authors_trans,abstract_trans
"Aaron M. Day, Chaoshen Zhang, Chang Jin, Hanbin Song, Madison Sutula, Alp Sipahigil, Mihir K. Bhaskar, Evelyn L. Hu",Probing negative differential resistance in silicon with a P-I-N diode-integrated T center ensemble,"The T center in silicon has recently emerged as a promising candidate for scalable quantum technologies, due to its telecommunications band optical transition and microwave addressable ground state spin. The immense promise of the T center is driven by its silicon host material; silicon is by far the most mature, manufacturable semiconductor material for integrated photonic and electronic devices. Here, we present the first study of T-centers in an electrical device. We study an ensemble of T centers coupled to a buried lateral P-I-N diode in silicon, observing the T-center's optical response to static and dynamic electric fields. We utilize the defect's optical response as a probe of device nonlinearity, observing a phase transition of the carrier density into a stable oscillatory regime characteristic of negative differential resistance. These findings provide fundamental insight into the physics of the T-center for improved quantum device performance and open a promising new direction for defect-based local quantum sensing in semiconductor devices.",P-I-N ダイオードを統合した T センター アンサンブルを使用してシリコン内の負性微分抵抗をプローブする,シリコン内の T センターは、通信帯域の光遷移とマイクロ波でアドレス可能な基底状態スピンにより、スケーラブルな量子技術の有望な候補として最近浮上しています。 T センターの計り知れない期待は、そのシリコンホスト材料によって推進されます。シリコンは、集積フォトニックおよび電子デバイス用として、これまでで最も成熟した製造可能な半導体材料です。ここでは、電気デバイスにおける T センターの最初の研究を紹介します。私たちは、シリコン内に埋め込まれた横型 P-I-N ダイオードに結合した T センターの集合体を研究し、静電場および動的電場に対する T センターの光学応答を観察しました。我々は、デバイスの非線形性のプローブとして欠陥の光学応答を利用し、負性微分抵抗の特徴である安定した振動領域へのキャリア密度の相転移を観察します。これらの発見は、量子デバイスの性能向上のための T センターの物理学に関する基本的な洞察を提供し、半導体デバイスにおける欠陥ベースの局所量子センシングに有望な新しい方向性を切り開きます。
"Hudson A. Loughlin, Vivishek Sudhir",A Generalized Schawlow-Townes Limit,"We study a class of a feedback oscillators realized by a phase-insensitive amplifier in positive feedback, where either the amplifier or the feedback element may determine the oscillator's linewidth. The spectral purity of the output of such a device originates from basic demands of quantum mechanics and causality. The resulting expression generalizes the Schawlow-Townes limit, which is itself one component of a standard quantum limit for feedback oscillators. Recently realized bad-cavity oscillators such as super-radiant lasers and solid-state masers can saturate this generalized Schawlow-Townes limit. This limit can be surpassed through appropriate quantum engineering: for example by atomic spin squeezing in a super-radiant laser.",一般化されたシャロータウン制限,我々は、正帰還における位相の影響を受けない増幅器によって実現される帰還発振器のクラスを研究します。この場合、増幅器またはフィードバック要素のいずれかが発振器の線幅を決定する可能性があります。このようなデバイスの出力のスペクトル純度は、量子力学と因果関係の基本的な要求に由来します。結果として得られる式は、シャロウ・タウンズ制限を一般化します。シャロー・タウンズ制限自体は、フィードバック発振器の標準量子制限の 1 つのコンポーネントです。超放射レーザーや固体メーザーなど、最近実現された不良共振器発振器は、この一般化されたシャロータウン限界を飽和させる可能性があります。この限界は、適切な量子工学によって、たとえば超放射レーザーでの原子スピンスクイージングによって超えることができます。
"Jiho Noh, Tomás Santiago-Cruz, Chloe F. Doiron, Hyunseung Jung, Jaeyeon Yu, Sadhvikas J. Addamane, Maria V. Chekhova, Igal Brener",Two-photon Interference of Biphotons Emitted by Overlapping Resonances in Metasurfaces,"Two-photon interference, a quantum phenomenon arising from the principle of indistinguishability, is a powerful tool for quantum state engineering and plays a fundamental role in various quantum technologies. These technologies demand robust and efficient sources of quantum light, as well as scalable, integrable and multifunctional platforms. In this regard, quantum optical metasurfaces (QOMs) are emerging as promising platforms for quantum light generation, namely biphotons via spontaneous parametric down-conversion (SPDC), and its engineering. Due to the relaxation of phase matching, SPDC in QOMs allows different channels of biphoton generation, such as those supported by overlapping resonances, to occur simultaneously. In previously reported QOMs, however, SPDC was too weak to observe such effects. Here we develop QOMs based on [110]-oriented GaAs that provide more than an order of magnitude enhancement in SPDC rate, after accounting for the spectral bandwidth, compared to any other QOMs studied to date. This boosted efficiency allows the QOMs support the simultaneous generation of SPDC from several spectrally overlapping optical modes. Using polarization components in the interferometer analyzer, we intentionally erase the distinguishability between the biphotons from a high-$Q$ quasi-bound-state-in-the-continuum resonance and a low-$Q$ Mie resonance, which results in the first-time observation of two-photon interference in the spectral domain in these types of devices. This quantum interference can considerably enrich the generation of entangled photons in metasurfaces. Their advanced multifunctionality, improved nonlinear response, ease of fabrication and compact footprint of [110]-GaAs QOMs position them as promising platforms to fulfill the requirements for photonic quantum technologies.",メタ表面における重なり合う共鳴によって放出される二光子の二光子干渉,二光子干渉は、区別不可能性の原理から生じる量子現象であり、量子状態工学の強力なツールであり、さまざまな量子技術において基本的な役割を果たしています。これらの技術には、堅牢で効率的な量子光源と、拡張性、統合性、多機能のプラットフォームが必要です。この点において、量子光メタサーフェス (QOM) は、量子光生成、つまり自発パラメトリック ダウンコンバージョン (SPDC) による二光子とその工学のための有望なプラットフォームとして浮上しています。位相整合の緩和により、QOM の SPDC では、重なり合う共鳴によってサポートされるバイフォトン生成の異なるチャネルを同時に発生させることができます。しかし、以前に報告された QOM では、SPDC は弱すぎてそのような効果を観察できませんでした。ここでは、[110] 指向の GaAs に基づいた QOM を開発します。この QOM は、これまで研究されてきた他の QOM と比較して、スペクトル帯域幅を考慮した上で SPDC レートを 1 桁以上向上させます。この効率の向上により、QOM はスペクトル的に重複する複数の光モードからの SPDC の同時生成をサポートできるようになります。干渉計アナライザーの偏光成分を使用して、高 $Q$ 準束縛状態の連続体共鳴と低 $Q$ ミー共鳴からの二光子の区別を意図的に消去します。 -これらのタイプのデバイスにおけるスペクトル領域での二光子干渉の時間観察。この量子干渉により、メタ表面でのもつれ光子の生成が大幅に強化される可能性があります。 [110]-GaAs QOM は、高度な多機能性、改善された非線形応答、製造の容易さ、設置面積のコンパクトさにより、フォトニック量子技術の要件を満たす有望なプラットフォームとして位置づけられています。
"Yuta Shingu, Takuya Hatomura",Geometrical scheduling of adiabatic control without information of energy spectra,"Adiabatic control is a fundamental technique for manipulating quantum systems, guided by the quantum adiabatic theorem, which ensures suppressed nonadiabatic transitions under slow parameter variations. Quantum annealing, a heuristic algorithm leveraging adiabatic control, seeks the ground states of Ising spin glass models and has drawn attention for addressing combinatorial optimization problems. However, exponentially small energy gaps in such models often necessitate impractically long runtime to satisfy the adiabatic condition. Despite this limitation, improving the quality of approximate solutions remains crucial for practical applications. The quantum adiabatic brachistochrone provides a method to enhance adiabaticity by minimizing an action representing nonadiabaticity via the variational principle. While effective, its implementation requires detailed energy spectra, complicating its use in quantum annealing. Shortcuts to adiabaticity by counterdiabatic driving offer alternative approaches for accelerating adiabatic processes. However, the theory of shortcuts to adiabaticity often faces challenges such as nonlocal control requirements, high computational cost, and trade-offs between speed and energy efficiency. In this work, we propose a novel quantum adiabatic brachistochrone protocol tailored for quantum annealing that eliminates the need for energy spectrum information. Our approach builds on advancements in counterdiabatic driving to design efficient parameter schedules. We demonstrate the effectiveness of our method through numerical simulations on the transverse-field Ising chain and axial next-nearest neighbor Ising models.",エネルギースペクトルの情報を持たない断熱制御の幾何学的スケジューリング,断熱制御は、量子断熱定理に基づいて量子システムを操作するための基本的な技術であり、遅いパラメーター変化下で非断熱遷移を確実に抑制します。量子アニーリングは、断熱制御を活用したヒューリスティック アルゴリズムであり、イジング スピン グラス モデルの基底状態を探索し、組み合わせ最適化問題に対処するために注目を集めています。ただし、このようなモデルではエネルギーギャップが指数関数的に小さいため、断熱条件を満たすために非現実的に長い実行時間が必要になることがよくあります。この制限にもかかわらず、近似解の品質を向上させることは、実用的なアプリケーションにとって依然として重要です。量子断熱近接速度は、変分原理を介して非断熱性を表す作用を最小化することによって断熱性を高める方法を提供します。効果的ではありますが、その実装には詳細なエネルギースペクトルが必要であり、量子アニーリングでの使用が複雑になります。逆断熱駆動による断熱への近道は、断熱プロセスを加速するための代替アプローチを提供します。ただし、断熱性への近道理論は、非局所制御要件、高い計算コスト、速度とエネルギー効率のトレードオフなどの課題に直面することがよくあります。この研究では、エネルギースペクトル情報の必要性を排除する、量子アニーリングに合わせた新しい量子断熱ブラキストクロノプロトコルを提案します。当社のアプローチは、効率的なパラメータ スケジュールを設計するための断熱運転の進歩に基づいています。横磁場イジング チェーンと軸方向の次最近隣イジング モデルの数値シミュレーションを通じて、この方法の有効性を実証します。
"Yuanbin Chen, Xufeng Guo, Chau Yuen, Yufei Zhao, Yong Liang Guan, Chong Meng Samson See, Merouane Débbah, Lajos Hanzo",Harnessing Rydberg Atomic Receivers: From Quantum Physics to Wireless Communications,"The intrinsic integration of Rydberg atomic receivers into wireless communication systems is proposed, by harnessing the principles of quantum physics in wireless communications. More particularly, we conceive a pair of Rydberg atomic receivers, one incorporates a local oscillator (LO), referred to as an LO-dressed receiver, while the other operates without an LO and is termed an LO-free receiver. The appropriate wireless model is developed for each configuration, elaborating on the receiver's responses to the radio frequency (RF) signal, on the potential noise sources, and on the system performance. Next, we investigate the association distortion effects that might occur, specifically demonstrating the boundaries of linear dynamic regions, which provides critical insights into its practical implementations in wireless systems. Extensive simulation results are provided for characterizing the performance of wireless systems, harnessing this pair of Rydberg atomic receivers. Our results demonstrate that they deliver complementary benefits: LO-free systems excel in proximity operations, while LO-dressed systems are eminently suitable for long-distance sensing at extremely low power levels. More specifically, LO-dressed systems achieve a significant signal-to-noise ratio (SNR) gain of approximately 44 dB over conventional RF receivers, exhibiting an effective coverage range extension over conventional RF receivers by a factor of 150. Furthermore, LO-dressed systems support higher-order quadrature amplitude modulation (QAM) at reduced symbol error rates (SER) compared to conventional RF receivers, hence significantly enhancing wireless communication performance.",リュードベリ原子受信機の利用: 量子物理学から無線通信まで,無線通信における量子物理学の原理を利用することにより、リュードベリ原子受信機を無線通信システムに本質的に統合することが提案されている。より具体的には、我々は一対のリュードベリ原子受信機を考え、一方は局部発振器（LO）を組み込んでLOドレス受信機と呼ばれ、もう一方はLOなしで動作しLOフリー受信機と呼ばれる。適切なワイヤレス モデルは、無線周波数 (RF) 信号に対する受信機の応答、潜在的なノイズ源、およびシステム パフォーマンスを詳しく調べて、各構成に合わせて開発されます。次に、発生する可能性のある関連付け歪み効果を調査し、特に線形動的領域の境界を示します。これにより、無線システムでの実際の実装について重要な洞察が得られます。このリュードベリ原子受信機のペアを利用して、無線システムのパフォーマンスを特徴付けるために、広範なシミュレーション結果が提供されます。私たちの結果は、これらが相補的な利点を提供することを示しています。LO のないシステムは近接動作に優れ、LO を備えたシステムは極めて低い電力レベルでの長距離センシングに非常に適しています。より具体的には、LO ドレスされたシステムは、従来の RF 受信機に比べて約 44 dB という大幅な信号対雑音比 (SNR) ゲインを達成し、従来の RF 受信機に比べて効果的なカバレッジ範囲が 150 倍に拡大したことを示しています。システムは、従来の RF 受信機と比較してシンボル誤り率 (SER) を低減しながら高次直交振幅変調 (QAM) をサポートするため、ワイヤレス通信パフォーマンスが大幅に向上します。
"Tianshi Yu, Lihong Zhi",A Noncommutative Nullstellensatz for Perfect Two-Answer Quantum Nonlocal Games,"This paper introduces a noncommutative version of the Nullstellensatz, motivated by the study of quantum nonlocal games. It has been proved that a two-answer nonlocal game with a perfect quantum strategy also admits a perfect classical strategy. We generalize this result to the infinite-dimensional case, showing that a two-answer game with a perfect commuting operator strategy also admits a perfect classical strategy. This result induces a special case of noncommutative Nullstellensatz.",完全な 2 つの答えを持つ量子非ローカル ゲームのための非可換 Nullstellensatz,この論文では、量子非局所ゲームの研究を動機とした Nullstellensatz の非可換バージョンを紹介します。完全な量子戦略を備えた 2 つの答えの非ローカル ゲームは、完全な古典的戦略も許容することが証明されています。この結果を無限次元の場合に一般化して、完全な通勤オペレーター戦略を備えた 2 回答ゲームが完全な古典的戦略も許容することを示します。この結果は、非可換 Nullstellensatz の特殊なケースを引き起こします。
"Hyunho Cha, Jungwoo Lee",Module-conditioned distribution of quantum circuits,"As quantum computers require highly specialized and stable environments to operate, expanding their capabilities within a single system presents significant technical challenges. By interconnecting multiple quantum processors, distributed quantum computing can facilitate the execution of more complex and larger-scale quantum algorithms. End-to-end heuristics for the distribution of quantum circuits have been developed so far. In this work, we derive an exact integer programming approach for the Distributed Quantum Circuit (DQC) problem, assuming fixed module allocations. Since every DQC algorithm necessarily yields a module allocation function, our formulation can be integrated with it as a post-processing step. This improves on the hypergraph partitioning formulation, which finds a module allocation function and an efficient distribution at once. We also show that a suboptimal heuristic to find good allocations can outperform previous methods. In particular, for quantum Fourier transform circuits, we conjecture from experiments that the optimal module allocation is the trivial one found by this method.",量子回路のモジュール条件付き分布,量子コンピューターの動作には高度に専門化された安定した環境が必要であるため、単一システム内でその機能を拡張することには重大な技術的課題が伴います。分散量子コンピューティングでは、複数の量子プロセッサを相互接続することで、より複雑で大規模な量子アルゴリズムの実行が容易になります。量子回路の配布のためのエンドツーエンドのヒューリスティックはこれまでに開発されてきました。この研究では、固定モジュール割り当てを仮定して、分散量子回路 (DQC) 問題に対する正確な整数計画法を導き出します。すべての DQC アルゴリズムは必ずモジュール割り当て関数を生成するため、私たちの定式化は後処理ステップとしてモジュール割り当て関数と統合できます。これにより、モジュール割り当て関数と効率的な分散を一度に見つけるハイパーグラフ分割定式化が改善されます。また、適切な割り当てを見つけるための次善のヒューリスティックが以前の方法よりも優れたパフォーマンスを発揮できることも示します。特に、量子フーリエ変換回路の場合、最適なモジュール割り当てはこの方法で見つけられる自明なものであると実験から推測されます。
"Yossef E. Panfil, Sarah M. Thompson, Gary Chen, Jonah Ng, Cherie R. Kagan, Lee C. Bassett",Room-temperature quantum emission from $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$ defects in ZnS:Cu colloidal nanocrystals,"We report room-temperature observations of $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$ quantum emitters in individual ZnS:Cu nanocrystals (NCs). Using time-gated imaging, we isolate the distinct, $\sim$3-$\mu$s-long, red photoluminescence (PL) emission of $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$ defects, enabling their precise identification and statistical characterization. The emitters exhibit distinct blinking and photon antibunching, consistent with individual NCs containing two to four $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$ defects. The quantum emitters' PL spectra show a pronounced blue shift compared to NC dispersions, likely due to photochemical and charging effects. Emission polarization measurements of quantum emitters are consistent with a $\sigma$-character optical dipole transition and the symmetry of the $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$ defect. These observations motivate further investigation of $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$ defects in ZnS NCs for use in quantum technologies.",ZnS:Cuコロイドナノ結晶の$\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$欠陥からの室温量子発光,個々の ZnS:Cu ナノ結晶 (NC) における $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$ 量子エミッターの室温観察を報告します。時間ゲートイメージングを使用して、$\sim$3-$\mu$s の長さの $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S} の明確な赤色フォトルミネッセンス (PL) 発光を分離します。 }$ 欠陥を検出し、その正確な識別と統計的特性評価を可能にします。エミッターは明確な点滅とフォトンアンチバンチングを示し、2～4個の $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$ 欠陥を含む個々の NC と一致します。量子エミッターの PL スペクトルは、NC 分散と比較して顕著なブルー シフトを示します。これは、おそらく光化学効果と帯電効果によるものです。量子エミッタの発光偏光測定は、$\sigma$特性の光双極子遷移および$\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$欠陥の対称性と一致している。これらの観察は、量子技術で使用される ZnS NC の $\mathrm{Cu_{Zn}}$-$\mathrm{V_{S}}$ 欠陥のさらなる研究の動機付けとなります。
"Cristian Stelea, Marina-Aura Dariescu, Vitalie Lungu",Charged rotating black holes in scalar multipolar universes,"Recently, Cardoso and Natário [6] constructed an exact solution of Einstein-scalar field equations that describes a scalar counterpart of the Schwarzschild-Melvin Universe. In fact, this solution belongs to a more general class of solutions described by Herdeiro in [7]. In this work we show how to further generalize these solutions in presence of rotation and various charges. More specifically, we describe the general charged rotating black holes with NUT charge and present some of their properties.",スカラー多極宇宙における帯電回転ブラックホール,最近、Cardoso と Natário [6] は、シュワルツシルト・メルビン宇宙のスカラー相当物を記述するアインシュタイン・スカラー場方程式の厳密な解を構築しました。実際、この解決策は、Herdeiro によって [7] で説明されている、より一般的なクラスの解決策に属します。この研究では、回転とさまざまな電荷が存在する場合にこれらのソリューションをさらに一般化する方法を示します。より具体的には、NUT 電荷を持つ一般的な帯電回転ブラック ホールを説明し、その特性のいくつかを示します。
"Rachana Soni, Neelam Choudhary, Navneet Pratap Singh",Quantum communication scheme to teleport arbitrary quantum state via discrete time quantum walks,"In this article, we propose a quantum communication protocol via 2-step discrete time quantum walks with two coins on a graph of 10 vertices containing both cycles and paths. Quantum walks are known for their ability to integrate quantum mechanics dynamics like superposition and entanglement during the procedure. We calculate the total final quantum state of the system as well as the recovery operators to rescue the initial quantum state back at the receiver's location. Our work provides a fundamental block for a quantum teleportation scheme on a specific series of cycle and path graphs.",離散時間量子ウォークを介して任意の量子状態をテレポートする量子通信方式,この記事では、サイクルとパスの両方を含む 10 頂点のグラフ上で 2 つのコインを使用した 2 ステップの離散時間量子ウォークを介した量子通信プロトコルを提案します。量子ウォークは、手順中に重ね合わせやもつれなどの量子力学ダイナミクスを統合できることで知られています。システムの最終量子状態の合計と、初期量子状態を受信者の位置に戻すための回復演算子を計算します。私たちの研究は、特定の一連のサイクル グラフとパス グラフ上の量子テレポーテーション スキームの基本ブロックを提供します。
