authors,title,abstract,authors_trans,abstract_trans
"Yun-Ru Fan, Yue Luo, Kai Guo, Jin-Peng Wu, Hong Zeng, Guang-Wei Deng, You Wang, Hai-Zhi Song, Zhen Wang, Li-Xing You, Guang-Can Guo, Qiang Zhou",Optimized quantum entanglement network enabled by a state-multiplexing quantum light source,"A fully connected quantum network with a wavelength division multiplexing architecture plays an increasingly pivotal role in quantum information technology. With such architecture, an entanglement-based network has been demonstrated in which an entangled photon-pair source distributes quantum entanglement resources to many users. Despite these remarkable advances, the scalability of the architecture could be constrained by the finite spectrum resource, where O(N^2)wavelength channels are needed to connect N users, thus impeding further progress in real-world scenarios. Here, we propose an optimized scheme for the wavelength division multiplexing entanglement-based network using a state-multiplexing quantum light source. With a dual-pump configuration, the feasibility of our approach is demonstrated by generating state-multiplexing photon pairs at multiple wavelength channels with a silicon nitride microring resonator chip. In our demonstration, we establish a fully connected graph between four users with six wavelength channels - saving half of which without sacrificing functionality and performance of the secure communication. A total asymptotic secure key rate of 1946.9 bps is obtained by performing the BBM92 protocol with the distributed state. The network topology of our method has great potential for developing a scalable quantum network with significantly minimized infrastructure requirements.",状態総体的な量子光源によって有効にされる最適化された量子エンタングルメントネットワーク,波長分割多重アーキテクチャを備えた完全に接続された量子ネットワークは、量子情報技術においてますます重要な役割を果たします。このようなアーキテクチャにより、エンタングルメントベースのネットワークが実証されています。このネットワークでは、絡み合ったフォトンペアソースが量子エンタングルメントリソースを多くのユーザーに配布しています。これらの顕著な進歩にもかかわらず、アーキテクチャのスケーラビリティは、nユーザーを接続するためにO（n^2）波長チャネルが必要であるため、現実世界のシナリオのさらなる進歩を妨げる有限スペクトルリソースによって制約される可能性があります。ここでは、状態倍率量子光源を使用して、波長分割エンタングルメントベースのネットワークを多重化するための最適化されたスキームを提案します。デュアルポンプ構成により、私たちのアプローチの実現可能性は、窒化シリコンマイクロリング共振器チップを備えた複数の波長チャネルで状態溶解光子ペアを生成することにより実証されます。デモでは、6つの波長チャネルを持つ4人のユーザー間に完全に接続されたグラフを確立します。その半分は、安全な通信の機能とパフォーマンスを犠牲にすることなく保存します。 1946.9 bpsの総漸近安全なキーレートは、分散状態でBBM92プロトコルを実行することにより得られます。この方法のネットワークトポロジは、インフラストラクチャの要件が大幅に最小化されたスケーラブルな量子ネットワークを開発する大きな可能性があります。
"Peng-Fei Wang, Lei Huang, Yi-Long-Yue Guo, Jing Wang, Han-Xiao Zhang, Hong Yang, Dong Yan",Controllable single-photon scattering in a Rydberg-atom-waveguide system via van der Waals interactions,"We investigate single-photon scattering in a system comprising a waveguide coupled to a pair of Rydberg atoms, illuminated by a coherent field. By adjusting the interatomic distance, we can transition between the Rydberg blockade and Rydberg antiblockade regimes, as the van der Waals interaction strength varies with distance. These distinct regimes, manifesting themselves in single-photon scattering, allow flexible reflection control due to their analogy to those of a small- and giant-atom interactions with the waveguide. We also derive scattering criteria for Rydberg blockade and Rydberg antiblockade, corresponding to specific single-photon reflection spectrum. Based on these criteria, the blockade and antiblockade distances can be estimated.",ファンデルワールス相互作用を介したrydberg-atom-waveguideシステムにおける制御可能な単光子散乱,コヒーレントフィールドに照らされた、一対のRydberg原子に結合された波動管を含むシステムの単一光子散乱を調査します。原子間距離を調整することにより、ヴァンデルワールスの相互作用強度が距離とともに変化するため、Rydberg遮断とRydberg blockade Antiblockade Regimesの間を移行できます。これらの異なるレジームは、単一光子散乱に現れ、導波路との小型および巨大な原子の相互作用と類似しているため、柔軟な反射制御を可能にします。また、特定の単一光子反射スペクトルに対応する、Rydberg遮断とRydberg Antiblockadeの散乱基準も導出します。これらの基準に基づいて、封鎖距離と防止距離を推定できます。
Chao Zheng,Breakdown of time-independent methods in non-Hermitian scattering systems,"Time-independent methods, such as the transfer matrix method, are widely used to analyze the scattering properties of non-Hermitian systems. However, we demonstrate that these methods become invalid when the scattering matrix (S-matrix) exhibits poles in the first quadrant of the complex wave-number plane, indicating the presence of time-growing bound states within the system. The breakdown of time-independent approaches is attributed to their inherent omission of these bound states. We illustrate this using tight-binding models where non-Hermiticity is introduced through imaginary on-site potentials or asymmetric hopping terms. In all the models considered, parameter regimes exist where time-independent methods fail. Our findings highlight the critical importance of examining the distribution of S-matrix poles when applying time-independent methods to non-Hermitian scattering systems. Inappropriate application of these methods can lead to unphysical results and erroneous conclusions.",非ヘルミティン散乱システムにおける時間非依存方法の内訳,転送マトリックス法などの時間に依存しない方法は、非ヘルミティア系の散乱特性を分析するために広く使用されています。ただし、散乱マトリックス（Sマトリックス）が複雑な波数平面の最初の象限に極を示すと、これらの方法が無効になることを実証し、システム内の時間成長結合状態の存在を示しています。時間に依存しないアプローチの内訳は、これらの拘束された状態の固有の省略に起因しています。これを、想像上のオンサイトポテンシャルまたは非対称ホッピング用語を通じて非妊娠性が導入される密着モデルを使用して説明します。考慮されるすべてのモデルでは、時間に依存しないメソッドが失敗する場合、パラメーターレジームが存在します。私たちの調査結果は、非ヘルミティア散乱システムに時間非依存の方法を適用する際のS-マトリックス極の分布を調べることの重要な重要性を強調しています。これらの方法の不適切な適用は、非物理的な結果と誤った結論につながる可能性があります。
"Rundi Lu, Hao-En Li, Zhengwei Liu, Jin-Peng Liu",Infinite-dimensional Extension of the Linear Combination of Hamiltonian Simulation: Theorems and Applications,"We generalize the Linear Combination of Hamiltonian Simulation (LCHS) formula [An, Liu, Lin, Phys. Rev. Lett. 2023] to simulate time-evolution operators in infinite-dimensional spaces, including scenarios involving unbounded operators. This extension, named Inf-LCHS for short, bridges the gap between finite-dimensional quantum simulations and the broader class of infinite-dimensional quantum dynamics governed by partial differential equations (PDEs). Furthermore, we propose two sampling methods by integrating the infinite-dimensional LCHS with Gaussian quadrature schemes (Inf-LCHS-Gaussian) or Monte Carlo integration schemes (Inf-LCHS-MC). We demonstrate the applicability of the Inf-LCHS theorem to a wide range of non-Hermitian dynamics, including linear parabolic PDEs, queueing models (birth-or-death processes), Schrödinger equations with complex potentials, Lindblad equations, and black hole thermal field equations. Our analysis provides insights into simulating general linear dynamics using a finite number of quantum dynamics and includes cost estimates for the corresponding quantum algorithms.",ハミルトニアンシミュレーションの線形結合の無限次元拡張：定理とアプリケーション,ハミルトニアンシミュレーション（LCHS）式の線形組み合わせ[An、Liu、Lin、Phys。牧師レット2023]無限の演算子を含むシナリオを含む、無限の次元空間で時間進化演算子をシミュレートする。この拡張は、略してinf-lchsという名前で、有限双子の量子シミュレーションと、部分微分方程式（PDE）によって支配されたより広いクラスの無限次元量子ダイナミクスの間のギャップを橋渡しします。さらに、無限の次元LCHをガウス二方スキーム（INF-LCHS-Gaussian）またはモンテカルロ統合スキーム（INF-LCHS-MC）と統合することにより、2つのサンプリング方法を提案します。線形パラボリックPDE、キューイングモデル（出生時および死後プロセス）、複雑な電位を備えたシュレディンガー方程式、リンドブラッド方程式、ブラックホールサーマルフィールド方程式など、幅広い非ヘルミティアダイナミクスへのINF-LCHS定理の適用性を実証します。私たちの分析は、有限数の量子ダイナミクスを使用して一般的な線形ダイナミクスをシミュレートすることに関する洞察を提供し、対応する量子アルゴリズムのコスト見積もりを含みます。
"Aoi Yamauchi, Rihito Nagase, Kaixin Li, Takahiro Sagawa, Ken Funo",Thermodynamic speed limit for non-adiabatic work and its classical-quantum decomposition,"Understanding the fundamental constraint on work far beyond the adiabatic regime is crucial to investigating fast and efficient energy extraction or consumption processes. In this study, we derive thermodynamic speed limits for non-adiabatic work and quantify the fundamental costs of non-adiabatic work extraction or consumption processes in open quantum systems, where the costs are quantified by geometric and thermodynamic quantities. We further decompose the non-adiabatic work into classical and quantum contributions and derive their thermodynamic speed limits, clarifying the classical and quantum nature of the fundamental costs. The obtained results are numerically demonstrated by driven two-level systems.",非拡張作業とその古典的量子分解の熱力学速度制限,高速で効率的なエネルギー抽出または消費プロセスを調査するためには、断熱体制をはるかに超えた仕事の基本的な制約を理解することが重要です。この研究では、非断熱作業の熱力学的速度制限を導き出し、オープン量子システムの非断熱作業抽出または消費プロセスの基本コストを定量化します。コストは幾何学的および熱力学的量によって定量化されます。さらに、非断熱的な作業を古典的および量子貢献に分解し、熱力学的速度制限を導き出し、基本的なコストの古典的および量子性を明確にします。得られた結果は、駆動された2レベルのシステムによって数値的に実証されています。
"Yu Jin, Jinsoo Park, Marquis M. McMillan, Daniel Donghyon Ohm, Corrie Barnes, Benjamin Pingault, Christopher Egerstrom, Benchen Huang, Marco Govoni, F. Joseph Heremans, David D. Awschalom, Giulia Galli",First-Principles Framework for the Prediction of Intersystem Crossing Rates in Spin Defects: The Role of Electron Correlation,"Optically active spin defects in solids are promising platforms for quantum technologies. Here, we present a first-principles framework to investigate intersystem crossing processes, which represent crucial steps in the optical spin-polarization cycle used to address spin defects. Considering the nitrogen-vacancy center in diamond as a case study, we demonstrate that our framework effectively captures electron correlation effects in the calculation of many-body electronic states and their spin-orbit coupling and electron-phonon interactions, while systematically addressing finite-size effects. We validate our predictions by carrying out measurements of fluorescence lifetimes, finding excellent agreement between theory and experiments. The framework presented here provides a versatile and robust tool for exploring the optical cycle of varied spin defects entirely from first principles.",スピン欠陥におけるシステム間交差速度の予測のための第一原理フレームワーク：電子相関の役割,固体の光学的に活性なスピン欠陥は、量子技術の有望なプラットフォームです。ここでは、スピンの欠陥に対処するために使用される光学スピン偏光サイクルの重要なステップを表す、システム間交差プロセスを調査するための第一原理フレームワークを提示します。ケーススタディとしてダイヤモンドの窒素空容量センターを考慮すると、我々のフレームワークは、多体電子状態の計算と、そのスピン軌道結合と電子ホノンの相互作用の計算において電子相関効果を効果的に捉えている一方で、有限サイズの効果に体系的に対処することを実証します。蛍光寿命の測定を実行し、理論と実験の間に優れた一致を見つけることにより、予測を検証します。ここで紹介するフレームワークは、さまざまなスピン欠陥の光学サイクルを完全に第一原理から探索するための多用途で堅牢なツールを提供します。
"Lydia A. Kanari-Naish, Jack Clarke, Sofia Qvarfort, Michael R. Vanner",Optimizing confidence in negative-partial-transpose-based entanglement criteria,"A key requirement of any separable quantum state is that its density matrix has a positive partial transpose. For continuous bipartite quantum states, violation of this condition may be tested via the hierarchy of negative-partial-transpose (NPT) based entanglement criteria introduced by Shchukin and Vogel [Phys. Rev. Lett. 95, 230502 (2005)]. However, a procedure for selecting the optimal NPT-based criterion is currently lacking. Here, we develop a framework to select the optimal criterion by determining the level of confidence of criteria within the Shchukin and Vogel hierarchy for finite measurement number, environmental noise, and the optimal allocation of measurement resources. To demonstrate the utility of our approach, we apply our statistical framework to prominent example Gaussian and non-Gaussian states, including the two-mode squeezed vacuum state, the quanta-subtracted two-mode squeezed vacuum state, and the two-mode Schrödinger-cat state. Beyond bipartite inseparability tests, our framework can be applied to any Hermitian matrix constructed of observable moments and thus can be utilized for a wide variety of other nonclassicality criteria and multi-mode entanglement tests.",否定的な転写ベースのエンタングルメント基準に対する信頼を最適化する,分離可能な量子状態の重要な要件は、その密度マトリックスが正の部分転移を持っていることです。連続した二部量子状態の場合、この状態の違反は、シュチュキンとフォーゲルによって導入された負の傍転移（NPT）ベースのエンタングルメント基準の階層を介してテストされる場合があります[Phys。牧師レット95、230502（2005）]。ただし、最適なNPTベースの基準を選択する手順は現在不足しています。ここでは、有限測定数、環境ノイズ、測定リソースの最適な割り当てのために、シュチュキンおよびフォーゲル階層内の基準の信頼レベルを決定することにより、最適な基準を選択するフレームワークを開発します。私たちのアプローチの有用性を実証するために、統計的フレームワークを、2モードの圧迫された真空状態、Quanta-Subtractの2モード圧縮真空状態、および2モードSchrödinger-CAT状態を含む、顕著な例のガウスおよび非ガウス状態に適用します。二部の分離性テストを超えて、私たちのフレームワークは、観察可能なモーメントで構成された任意のエルミートマトリックスに適用でき、したがって、他のさまざまな非古典性基準とマルチモードの絡み合いテストに利用できます。
"Daniel McLoughlin, Rachel A Rosen",Applications of de Sitter Causality Conditions,"We find explicit de Sitter shockwave solutions in arbitrary spacetime dimensions. We use these to determine the dimensional-dependent ""stretching"" of the de Sitter Penrose diagram in the presence of a shock or black hole. This stretching sets the scale at which superluminalities in de Sitter can be considered resolvable. We then consider an RFF coupling for a spin-1 particle and a Gauss-Bonnet coupling for a spin-2 particle and analyze these in terms of our proposed de Sitter causality criteria. We briefly discuss the connections between our results and corresponding results in anti de Sitter spacetime.",DEシッターの因果関係条件のアプリケーション,任意の時空の寸法に明示的なdeシッターショックウェーブソリューションがあります。これらを使用して、ショックまたはブラックホールの存在下でのDEシッターペンローズ図の寸法依存の「ストレッチ」を決定します。このストレッチングは、De Sitterの超視床性を解決可能と見なすことができるスケールを設定します。次に、スピン-1粒子のRFF結合とスピン2粒子のガウスボネット結合を検討し、提案されているdeシッター因果性基準の観点からこれらを分析します。結果と対応する結果との間の接続について簡単に説明します。
James Fullwood,A diagrammatic formulation of local realism,"Given two parties performing experiments in separate laboratories, we provide a diagrammatic formulation of what it means for the joint statistics of their experiments to satisfy local realism. In particular, we show that the principles of locality and realism are both captured by a single commutative diagram in the category of probability-preserving maps between finite probability spaces, and we also show that an assumption of such a diagrammatic formulation of local realism implies the standard CHSH inequality associated with dichotomic random variables. As quantum theory is known not to satisfy local realism, our formulation of local realism in terms of commutative diagrams provides yet another way in which the notion of non-commutativity plays a fundamental role in quantum theory. We note that we do not assume any prior knowledge of category theory or quantum theory, as this work is intended for philosophers, mathematicians and physicists alike.",地元のリアリズムの図式的な定式化,別々の研究所で実験を行う2つの当事者を考えると、実験の共同統計が地元のリアリズムを満たすための意味の図式的な定式化を提供します。特に、地域とリアリズムの原則は両方とも、有限確率空間間の確率存在マップのカテゴリの単一の通勤図によって捉えられていることを示し、また、局所リアリズムのそのような図式化の仮定の仮定は、二球菌のランダム変異に関連する標準的なCHSH不平等を意味することを示しています。量子理論は地元のリアリズムを満たさないことが知られているため、通勤図の観点からの地元のリアリズムの定式化は、非共産性の概念が量子理論において基本的な役割を果たす別の方法を提供します。この作業は哲学者、数学者、物理学者の両方を対象としているため、カテゴリー理論や量子理論の事前知識を想定していないことに注意してください。
"Junyi Yang, Changjiang Liu, Xianjing Zhou, John Pearson, Alexey Suslov, Dafei Jin, Jidong S. Jiang, Ulrich Welp, Michael R. Norman, Anand Bhattacharya",In-plane Ising superconductivity revealed by exchange interactions,"Two-dimensional superconductors with spin-textured Fermi surfaces can be a platform for realizing unconventional pairing and are of substantial interest in the context of quantum information science, and superconducting spintronics/orbitronics. We find that the superconducting 2D electron gas (2DEG) formed at EuOx/KTaO3 (110) interfaces, where the EuOx is magnetic, has a spin-texture with an unusual in-plane Ising like uniaxial anisotropy that is revealed in measurements of the in-plane critical field in the superconducting state, as well as from quantum corrections to the magnetoresistance in the normal state. This spin texture is not evident in AlOx/KTaO3 (110) where the overlayer is non-magnetic. Our results are consistent with a highly anisotropic spin-textured Fermi surface in 2DEGs formed at the KTaO3 (110) interface that is hidden from external magnetic fields due to a near cancellation between orbital and spin moments but revealed by exchange interactions of the electrons in the 2DEG with Eu moments near the EuOx/KTaO3 (110) interface. Our findings demonstrate that magnetic overlayers provide a unique probe of spin textures and related phenomena in heterostructures.",交換の相互作用によって明らかにされた面内の超伝導,スピンテクスチャのフェルミ表面を備えた2次元の超伝導体は、型破りなペアリングを実現するためのプラットフォームであり、量子情報科学のコンテキスト、およびスピトロニクス/軌道の超伝導に大きな関心を持っています。 EUOX/KTAO3（110）インターフェイスで形成された超伝導2D電子ガス（2DEG）は、EUOXが磁気であるため、通常の施設での磁気領域での磁気領域での磁気領域での磁気領域での磁気領域での磁気的施設の測定で明らかにされた異常な非軸方向異方性のような異常なインプレーン内イッセンと同様のスピンテクスチャーがあります。このスピンテクスチャは、オーバーレイヤーが非磁性であるALOX/KTAO3（110）では明らかではありません。我々の結果は、軌道とスピンモーメントの間のほぼキャンセルのために外部磁場から隠されているが、2DEGの電子とEUのモーメント近くのEUモーメントに近いEUのモーメントに近い交換によって明らかにされるため、外部磁場から隠されているKTAO3（110）インターフェイスで形成された2DEGの高度に異方性スピンテクスチャされたフェルミ表面と一致しています。我々の発見は、磁気オーバーレイヤーがヘテロ構造にスピンテクスチャと関連現象のユニークなプローブを提供することを示しています。
