authors,title,abstract,authors_trans,abstract_trans
"Tiancheng Song, Yanyu Jia, Guo Yu, Yue Tang, Ayelet J. Uzan, Zhaoyi Joy Zheng, Haosen Guan, Michael Onyszczak, Ratnadwip Singha, Xin Gui, Kenji Watanabe, Takashi Taniguchi, Robert J. Cava, Leslie M. Schoop, N. P. Ong, Sanfeng Wu",Unconventional Superconducting Phase Diagram of Monolayer WTe2,"The existence of a quantum critical point (QCP) and fluctuations around it are believed to be important for understanding the phase diagram in unconventional superconductors such as cuprates, iron pnictides, and heavy fermion superconductors. However, the QCP is usually buried deep within the superconducting dome and is difficult to investigate. The connection between quantum critical fluctuations and superconductivity remains an outstanding problem in condensed matter. Here combining both electrical transport and Nernst experiments, we explicitly demonstrate the onset of superconductivity at an unconventional QCP in gate-tuned monolayer tungsten ditelluride (WTe2), with features incompatible with the conventional Bardeen-Cooper-Schrieffer (BCS) scenario. The results lead to a novel superconducting phase diagram that is distinguished from other known superconductors. Two distinct gate-tuned quantum phase transitions are observed at the ends of the superconducting dome. We find that quantum fluctuations around the QCP of the underdoped regime are essential for understanding how the monolayer superconductivity is established. The unconventional phase diagram we report here illustrates a previously unknown relation between superconductivity and QCP.",単層WTE2の型破りな超伝導相図,量子臨界点（QCP）の存在とその周りの変動は、銅板、鉄プニクチド、重いフェルミオン超伝導体などの型にはまらない超伝導体の相図を理解するために重要であると考えられています。ただし、QCPは通常、超伝導ドームの奥深くに埋もれており、調査することは困難です。量子臨界変動と超伝導との関係は、凝縮された物質の顕著な問題のままです。ここでは、電気輸送とNernst実験の両方を組み合わせて、ゲートチューニングされた単層Tungsten Ditellide（WTE2）の型破りなQCPでの超伝導性の開始を明示的に実証します。結果は、他の既知の超伝導体と区別される新しい超伝導相図につながります。超伝導ドームの端で、2つの異なるゲートチューニング量子相遷移が観察されます。アンダードープレジームのQCP周辺の量子変動は、単層の超伝導がどのように確立されるかを理解するために不可欠であることがわかります。ここで報告する型破りな位相図は、超伝導とQCPの間の以前は未知の関係を示しています。
"Gaurav Bothara, Srijita Das, Kishor V Salunkhe, Madhavi Chand, Jay Deshmukh, Meghan P Patankar, R Vijay",High-fidelity QND readout and measurement back-action in a Tantalum-based high-coherence fluxonium qubit,"Implementing a precise measurement of the quantum state of a qubit is very critical for building a practical quantum processor as it plays an important role in state initialization and quantum error correction. While the transmon qubit has been the most commonly used design in small to medium-scale processors, the fluxonium qubit is emerging as a strong alternative with the potential for high-fidelity gate operation as a result of the high anharmonicity and high coherence achievable due to its unique design. Here, we explore the measurement characteristics of a tantalum-based high-coherence fluxonium qubit and demonstrate single-shot measurement fidelity (assignment fidelity) of 96.2% and 97.8% without and with the use of a Josephson Parametric Amplifier respectively. We study the back-action of the measurement photons on the qubit and measure a QND (repeatability) fidelity of 99.6%. We find that the measurement fidelity and QND nature are limited by state-mixing errors and our results suggest that a careful study of measurement-induced transitions in the fluxonium is needed to further optimize the readout performance.",タンタルムベースの高コヒーレンスフラクソニウムqubitにおける高忠実度の読み取りと測定バックアクション,キクビットの量子状態の正確な測定を実装することは、状態初期化と量子誤差補正において重要な役割を果たしているため、実用的な量子プロセッサを構築するために非常に重要です。トランスモンQubitは小規模から中規模のプロセッサで最も一般的に使用される設計でしたが、Fluxonium Qubitは、高い環境的ゲート操作の可能性を備えた強力な代替手段として浮上しています。そのユニークなデザイン。ここでは、ジョセフソンパラメトリックアンプを使用せずに使用せずに96.2％および97.8％のシングルショット測定忠実度（割り当て忠実度）をそれぞれ使用して、タンタルベースの高コヒーレンスフラックスクビットの測定特性を調査します。キクビット上の測定光子の背行動を研究し、99.6％のQND（再現性）忠実度を測定します。測定の忠実度とQNDの性質は、状態混合エラーによって制限されていることがわかり、我々の結果は、読み出しパフォーマンスをさらに最適化するために、フクソニウムでの測定誘導遷移の慎重な研究が必要であることを示唆しています。
Venkat Anantharam,Quantum advantage in decentralized control of POMDPs: A control-theoretic view of the Mermin-Peres square,"Consider a decentralized partially-observed Markov decision problem (POMDP) with multiple cooperative agents aiming to maximize a long-term-average reward criterion. We observe that the availability, at a fixed rate, of entangled states of a product quantum system between the agents, where each agent has access to one of the component systems, can result in strictly improved performance even compared to the scenario where common randomness is provided to the agents, i.e. there is a quantum advantage in decentralized control. This observation comes from a simple reinterpretation of the conclusions of the well-known Mermin-Peres square, which underpins the Mermin-Peres game. While quantum advantage has been demonstrated earlier in one-shot team problems of this kind, it is notable that there are examples where there is a quantum advantage for the one-shot criterion but it disappears in the dynamical scenario. The presence of a quantum advantage in dynamical scenarios is thus seen to be a novel finding relative to the current state of knowledge about the achievable performance in decentralized control problems.
This paper is dedicated to the memory of Pravin P. Varaiya.",POMDPSの分散制御における量子アドバンテージ：メルミンペレス広場の制御理論ビュー,"長期的な平均報酬基準を最大化することを目的とした複数の協同組合のエージェントを備えた分散型部分的に観察されたマルコフ決定問題（POMDP）を検討してください。各エージェントがコンポーネントシステムのいずれかにアクセスできるエージェント間の製品量子システムの絡み合った状態の固定速度での可用性は、一般的なランダム性があるシナリオと比較して、パフォーマンスを厳密に改善する可能性があることを観察します。エージェントに提供されます。つまり、分散型制御には量子的な利点があります。この観察結果は、メルミンペレスゲームを支える有名なメルミンペレス広場の結論の単純な再解釈から来ています。この種のワンショットチームの問題では、量子の利点が以前に実証されていますが、ワンショット基準に量子的なアドバンテージがあるが、動的シナリオでは消えてしまう例があることは注目に値します。したがって、動的シナリオにおける量子優位性の存在は、分散型制御問題における達成可能なパフォーマンスに関する現在の知識の状態に関連して、斬新な発見であると見られています。
この論文は、Pravin P. Varaiyaの記憶に捧げられています。"
"Yujie Zhang, Thomas Jennewein",Criteria for optimal entanglement-assisted long baseline imaging protocols,"Quantum-entanglement-assisted telescopy protocol have been proposed and studied as a means to extend the baseline of optical interferometric telescopes. However, determining the optimality of specific quantum-assisted protocols remains an open question. We introduce a new framework for systematically characterizing different entanglement-assisted telescopy protocols by integrating tools from quantum metrology with the superselection rule (SSR) established in quantum information theory. We demonstrate that the estimation of interference fringes in a quantum telescopy can be objectively quantified and compared using the quantum Fisher information under the SSR constraint. Our framework demonstrates that interference fringe estimation in quantum telescopy can be objectively evaluated and compared using the quantum Fisher information under the SSR constraint. This approach defines the fundamental limits of astronomical estimation problems with finite entanglement resources. Building on this foundation, we propose new entanglement-assisted protocols that outperform previously known methods. Moreover, we show that these protocols are compatible with linear optical technology and could inspire the development of improved quantum telescopy schemes for near-term, lossy, repeater-less quantum networks.",最適なエンタングルメント支援の長いベースラインイメージングプロトコルの基準,量子拡張補助望遠鏡プロトコルは、光学干渉望遠鏡のベースラインを拡張する手段として提案および研究されています。ただし、特定の量子支援プロトコルの最適性を決定することは、未解決の問題のままです。量子計測のツールを量子情報理論で確立されたスーパーセレクションルール（SSR）と統合することにより、さまざまなエンタングルメント支援伸縮プロトコルを体系的に特徴付けるための新しいフレームワークを紹介します。量子望遠鏡での干渉フリンジの推定を客観的に定量化し、SSR制約の下で量子フィッシャー情報を使用して比較できることを実証します。私たちのフレームワークは、量子望遠鏡の干渉フリンジ推定を客観的に評価し、SSR制約の下で量子漁師情報を使用して比較できることを示しています。このアプローチは、有限のエンタングルメントリソースの天文推定問題の基本的な制限を定義しています。この基盤に基づいて、以前に既知の方法を上回る新しいエンタングルメント支援プロトコルを提案します。さらに、これらのプロトコルは線形光学技術と互換性があり、短期的で損失した、リピーターのない量子ネットワークのための改善された量子望遠鏡スキームの開発を促す可能性があることを示しています。
"Ygor de Oliveira Souza, Caio C. Holanda Ribeiro, Vitorio A. De Lorenci",Analytical solutions for the quantum Brownian motion of a particle during a quantum quench,"A particle subjected to a fluctuating force originated from its interaction with an external quantum system undergoes quantum Brownian motion. This phenomenon is investigated in detail for the case of a particle confined by a harmonic potential and allowed to interact with a reservoir modeled as a continuum of oscillators, with particular emphasis on transient effects. Assuming a linear coupling between the particle and the reservoir, canonical quantization of the system is implemented, and analytical expressions for the quantum correlations are derived. These correlations are then applied to analyze energy conservation, and the particle Brownian motion is characterized from the perspective of the energy extracted from the reservoir.",量子消光中の粒子の量子ブラウン運動のための分析ソリューション,変動する力にさらされた粒子は、外部量子システムとの相互作用に起因するもので、量子ブラウン運動を受けます。この現象は、高調波のポテンシャルによって閉じ込められ、一時的な効果に特に重点を置いて、発振器の連続体としてモデル化された貯水池と相互作用することを許可された粒子の場合については詳細に調査されています。粒子と貯水池の間の線形結合を仮定すると、システムの標準的な量子化が実装され、量子相関の分析式が導出されます。次に、これらの相関は省エネを分析するために適用され、粒子ブラウン運動は貯水池から抽出されたエネルギーの観点から特徴付けられます。
"Haowei Li, Wei Yi",Symmetry-induced fragmentation and dissipative time crystal,"We propose a general protocol for engineering dissipative time crystals in quantum open systems through symmetry-induced fragmentation and ergodicity breaking. Building upon a U(1)-symmetry-induced Liouville-space fragmentation, we devise a generic Liouvillian possessing a series of non-dissipative eigenmodes with purely imaginary eigenvalues, which give rise to long-time oscillations breaking both ergodicity and time-translation symmetry. Illustrating our proposal using a dissipative lattice model, we show that, even when the U(1) symmetry is broken, a prethermal time-crystal behavior survives, with distinct oscillation frequencies at different times of the steady-state approaching dynamics. The richly structured prethermal dynamics derive from Fermi statistics and the Liouvillian skin effect of our model, under which excitations above the boundary-localized dark states can be mapped to the irreducible representations of the permutation group. The branching rules of the permutation group then dictate that the Liouvillian gaps acquired by the non-dissipative eigenmodes should be higher-order powers of the symmetry-breaking perturbation, protecting the prethermal time crystal.",対称性誘導断片化と散逸時間結晶,対称性誘導断片化とergodicityの破壊を通じて、量子オープンシステムの散逸時間結晶を工学するための一般的なプロトコルを提案します。 U（1） - 同時誘発性のリウビル空間の断片化に基づいて、純粋に架空の固有値を備えた一連の非偏見的固有モードを所有する一般的なリウィリアンを考案します。 。散逸格子モデルを使用した提案を説明すると、U（1）対称性が壊れている場合でも、前発前の時間異性行動が生き残り、定常状態に近づくダイナミクスの異なる時期に異なる振動頻度が残っていることを示します。豊富な構造化された前皮のダイナミクスは、フェルミ統計とモデルのリウビリア皮膚効果に由来します。このモデルは、境界に局在する暗い状態の上の励起を、順列グループの還元できない表現にマッピングできます。次に、順列グループの分岐ルールは、非微分的固有モードによって獲得されたリウィリアンのギャップは、対称的な摂動の高次のパワーであるべきであり、前皮時間結晶を保護する必要があると命じられます。
"Marcin Szyniszewski, Elaheh Mostaani, Angelika Knothe, Vladimir Enaldiev, Andrea C. Ferrari, Vladimir I. Fal'ko, Neil D. Drummond",Adhesion and Reconstruction of Graphene/Hexagonal Boron Nitride Heterostructures: A Quantum Monte Carlo Study,"We investigate interlayer adhesion and relaxation at interfaces between graphene and hexagonal boron nitride (hBN) monolayers in van der Waals heterostructures. The adhesion potential between graphene and hBN is calculated as a function of local lattice offset using diffusion quantum Monte Carlo methods, which provide an accurate treatment of van der Waals interactions. Combining the adhesion potential with elasticity theory, we determine the relaxed structures of graphene and hBN layers at interfaces, finding no metastable structures. The adhesion potential is well described by simple Lennard-Jones pair potentials that we parameterize using our quantum Monte Carlo data. Encapsulation of graphene between near-aligned crystals of hBN gives rise to a moiré pattern whose period is determined by the misalignment angle between the hBN crystals superimposed over the moiré superlattice previously studied in graphene on an hBN substrate. We model minibands in such supermoiré superlattices and find them to be sensitive to a 180$^\circ$ rotation of one of the encapsulating hBN crystals. We find that monolayer and bilayer graphene placed on a bulk hBN substrate and bulk hBN/graphene/bulk hBN systems do not relax to adopt a common lattice constant. The energetic balance is much closer for free-standing monolayer graphene/hBN bilayers and hBN/graphene/hBN trilayers. The layers in an alternating stack of graphene and hBN are predicted to strain to adopt a common lattice constant and hence we obtain a new, stable three-dimensional crystal with a unique electronic structure.",グラフェン/六角形の窒化ホウ素ヘテロ構造の接着と再構築：量子モンテカルロ研究,ファンデルワールスヘテロ構造のグラフェンと六角形の窒化ホウ素（HBN）単層の間の界面での層間の接着と弛緩を調査します。グラフェンとHBN間の接着ポテンシャルは、ファンデルワールス相互作用の正確な処理を提供する拡散量子モンテカルロ法を使用した局所格子オフセットの関数として計算されます。接着ポテンシャルと弾性理論を組み合わせることで、インターフェイスでグラフェン層とHBN層の弛緩構造を決定し、メタスト可能な構造を見つけません。接着ポテンシャルは、Quantum Monte Carloデータを使用してパラメーター化する単純なLennard-Jonesペアポテンシャルによってよく説明されています。 HBNのほぼ整合された結晶間のグラフェンのカプセル化は、HBN基質上のグラフェンで以前に研究されたモアレの超格子に重ねられたHBN結晶間のミスアライメント角度によって期間が決定されるモアレパターンを生じさせます。このようなスーパーモアレスーパーラティスでミニバンドをモデル化し、カプセル化するHBN結晶の1つの180 $^\ circ $回転に敏感であることがわかります。バルクHBN基質に配置された単層および二重層のグラフェンとバルクHBN/グラフェン/バルクHBNシステムは、一般的な格子定数を採用するためにリラックスしていないことがわかります。エネルギーのバランスは、自立型単層グラフェン/HBN二重層とHBN/グラフェン/HBNトリラヤーズの場合ははるかに近いです。グラフェンとHBNの交互のスタックの層は、共通の格子定数を採用するために負担がかかると予測されるため、ユニークな電子構造を備えた新しい安定した3次元結晶を取得します。
"Dinh Van Tuan, Hanan Dery",Landau-level composition of bound exciton states in magnetic field,"We present a theory that studies the state composition of a bound exciton in magnetic field. Using a basis set made of products of free electron and hole wavefunctions in Landau gauge, we derive a secular equation which shows the relation between Landau levels (LLs) of the electron and hole when a bound exciton is formed. Focusing on excitons in the light cone, we establish a scattering selection rule for the interaction of an electron in LL $n_\text{e}$ with a hole in LL $n_\text{h}$. We solve the resulting secular equation and identify a simple pairing law, $n_\text{e} = n_\text{h} + l$, which informs us on the construction of a bound exciton state with magnetic quantum number $l$, and on the interaction of the exciton magnetic moment with magnetic field. We obtain good agreement between theory results and recent measurements of the diamagnetic shifts of exciton states in WSe$_2$ monolayers.",磁場の結合励起子状態のランドーレベルの組成,磁場で結合励起子の状態構成を研究する理論を提示します。 Landauゲージの自由電子と穴の波動関数の産物で作られた基底セットを使用して、結合励起子が形成されたときに電子と穴のランダウレベル（LLS）の関係を示す世俗的な方程式を導き出します。軽い円錐の励起具に焦点を当てて、LL $ n_ \ Text {e} $の電子とll $ n_ \ text {h} $の穴の相互作用の散乱選択ルールを確立します。結果の世俗方程式を解決し、単純なペアリング則、$ n_ \ text {e} = n_ \ text {h} + l $を特定します。そして、励起子の磁場モーメントと磁場の相互作用について。理論の結果と、WSE $ _2 $単層の励起子状態の直径シフトの最近の測定との間で良好な一致を取得します。
"Ruixuan Wang, Jingwei Li, Qing Li",Optimizing electro-optic modulators for interfacing color centers in an integrated silicon carbide platform,"Silicon carbide is a promising material platform for hosting various color centers suitable for quantum information processing. Here, we report for the first time the design and demonstration of an integrated electro-optic modulator that can directly interface the silicon vacancy centers in the 4H-silicon-carbide-on-insulator platform. Despite a relatively low electro-optic coefficient ($0.22$ pm/V), the optimized silicon carbide modulator is able to work in the 920 nm range with a propagation loss of less than $0.5$ dB/cm, featuring an a 3-dB bandwidth around 500 MHz, an extinction ratio of 8-12 dB for an operating peak-to-peak voltage of 10 V, and a footprint of less than $0.1\ \text{mm}^2$. With such modulation performance, our work provides a cost-effective solution for the chip-scale implementation of the electro-optic modulation technology for interfacing color centers in the silicon carbide platform.",統合されたシリコンカーバイドプラットフォームでカラーセンターをインターフェースするための電気光学モジュレーターの最適化,炭化シリコンは、量子情報処理に適したさまざまなカラーセンターをホストするための有望な材料プラットフォームです。ここでは、4H-Silicon-Carbide-on-Insulatorプラットフォームのシリコン空室センターと直接インターフェイスできる統合された電気光学変調器の設計とデモンストレーションを初めて報告します。電気光学係数が比較的低い（$ 0.22 $/v）にもかかわらず、最適化された炭化シリコンシリコンモジュレーターは920 nmの範囲で動作します。約500 MHz、10 Vの動作ピークからピーク間電圧で8〜12 dBの絶滅率、および0.1 \ \テキスト{mm}^2 $未満のフットプリント。このような変調性能により、我々の作業は、シリコン炭化物プラットフォームのカラーセンターをインターフェースするための電気光学的変調技術のチップスケール実装のための費用対効果の高いソリューションを提供します。
"Kieran Hymas, Jack B. Muir, Daniel Tibben, Joel van Embden, Tadahiko Hirai, Christopher J. Dunn, Daniel E. Gómez, James A. Hutchison, Trevor A. Smith, James Q. Quach",Experimental demonstration of a scalable room-temperature quantum battery,"Harnessing quantum phenomena in energy storage systems offers an opportunity to introduce a new generation of batteries with quantum-enhanced performance. Until now, the quantum battery has largely remained a theoretical concept, with little progress towards experimental realisation, due to the challenges in quantum coherent control. Here, we experimentally demonstrate a scalable room-temperature quantum battery with a multi-layered organic-microcavity design. We show that it exhibits superextensive charging, metastabilisation of stored energy, and generates superextensive electrical power, the latter an unpredicted phenomenon. The combination of these properties in a single device is the first demonstration of the full cycle of a quantum battery, laying the framework for future designs.",スケーラブルな室温量子バッテリーの実験的なデモンストレーション,エネルギー貯蔵システムの量子現象を活用すると、量子強度のパフォーマンスを備えた新世代のバッテリーを導入する機会があります。これまで、量子コヒーレント制御の課題により、量子バッテリーはほとんど理論的概念であり、実験的実現に向けた進歩はほとんどありませんでした。ここでは、多層オーガニックマイクロカビティデザインを備えたスケーラブルな室温量子バッテリーを実験的に示します。それは、それが超伸展型の充電、貯蔵されたエネルギーの転移を示し、上皮の電力を生成することを示します。後者は予測されていない現象です。単一のデバイスでのこれらのプロパティの組み合わせは、量子バッテリーの完全なサイクルの最初のデモンストレーションであり、将来の設計のフレームワークを敷設します。
