authors,title,abstract,authors_trans,abstract_trans
"Haruki Shimizu, Kohei Kawabata",Complex entanglement entropy for complex conformal field theory,"Conformal field theory underlies critical ground states of quantum many-body systems. While conventional conformal field theory is associated with positive central charges, nonunitary conformal field theory with complex-valued central charges has recently been recognized as physically relevant. Here, we demonstrate that complex-valued entanglement entropy characterizes complex conformal field theory and critical phenomena of open quantum many-body systems. This is based on non-Hermitian reduced density matrices constructed from the combination of right and left ground states. Applying the density matrix renormalization group to non-Hermitian systems, we numerically calculate the complex entanglement entropy of the non-Hermitian five-state Potts model, thereby confirming the scaling behavior predicted by complex conformal field theory.",複雑なコンフォーマルフィールド理論のための複雑なエンタングルメントエントロピー,コンフォーマルフィールド理論は、量子多体系の重要な基底状態の根底にあります。従来のコンフォーマルフィールド理論は肯定的な中央電荷に関連していますが、複雑な値の中央電荷を伴う非統一コンフォーマルフィールド理論が最近物理的に関連していると認識されています。ここでは、複雑な大値のエンタングルメントエントロピーが、複雑なコンフォーマルフィールド理論とオープン量子多体システムの重要な現象を特徴付けることを実証します。これは、右および左の基底状態の組み合わせから構築された非ヘルミティアの減少密度マトリックスに基づいています。密度マトリックス繰り込み群を非ヘルミティア系に適用して、非ヘルミティアの5状態のポッツモデルの複雑なエンタングルメントエントロピーを数値的に計算し、それにより、複雑なコンフォーマルフィールド理論によって予測されるスケーリング挙動を確認します。
"Michael Brannan, Eric Culf, Matthijs Vernooij",Quantum expanders and property (T) discrete quantum groups,"Families of expander graphs were first constructed by Margulis from discrete groups with property (T). Within the framework of quantum information theory, several authors have generalised the notion of an expander graph to the setting of quantum channels. In this work, we use discrete quantum groups with property (T) to construct quantum expanders in two ways. The first approach obtains a quantum expander family by constructing the requisite quantum channels directly from finite-dimensional irreducible unitary representations, extending earlier work of Harrow using groups. The second approach directly generalises Margulis' original construction and is based on a quantum analogue of a Schreier graph using the theory of coideals. To obtain examples of quantum expanders, we apply our machinery to discrete quantum groups with property (T) coming from compact bicrossed products.",量子拡張器とプロパティ（T）離散量子グループ,エキスパンダーグラフのファミリーは、最初にMargulisによってプロパティを持つ離散グループから構築されました（t）。量子情報理論の枠組みの中で、数人の著者が、エキスパンダーグラフの概念を量子チャネルの設定に一般化しました。この作業では、個別の量子グループを使用して、プロパティ（t）を使用して、2つの方法で量子拡張器を構築します。最初のアプローチは、グループを使用してHarrowの初期の作業を拡張し、有限の次元的な既約の統一表現から直接必要な量子チャネルを直接構築することにより、量子エキスパンダーファミリーを取得します。 2番目のアプローチは、Margulisの元の構造を直接一般化し、Coidealsの理論を使用したSchreierグラフの量子アナログに基づいています。量子拡張器の例を取得するために、コンパクトなバイクロス製品からのプロパティ（t）を持つ個別の量子グループに機械を適用します。
"Caitao Zhan, Joaquin Chung, Allen Zang, Alexander Kolar, Rajkumar Kettimuthu",Design and Simulation of the Adaptive Continuous Entanglement Generation Protocol,"Generating and distributing remote entangled pairs (EPs) is the most important responsibility of quantum networks, because entanglement serves as the fundamental resource for important quantum networks applications. A key performance metric for quantum networks is the time-to-serve (TTS) for users' EP requests, which is the time to distribute EPs between the requesting users. Reducing the TTS is critically important given the limited qubit coherence time. In this paper, we study the Adaptive Continuous entanglement generation Protocol (ACP), which enables quantum network nodes to continuously generate EPs with their neighbors, while adaptively selecting the neighbors to reduce the TTS. Meanwhile, entanglement purification is used to mitigate the idling decoherence of the EPs generated by the ACP prior to the arrival user requests. We extend the capability of the SeQUeNCe simulator to allow the implementation of the ACP with full support. Then through extensive simulations, we evaluate the ACP at different network scales, demonstrating significant improvements in both the TTS (up to 94% decrease) and the fidelity (up to 0.05 increase) of distributed entanglement.",適応型連続エンタングルメント生成プロトコルの設計とシミュレーション,エンタングルメントは重要な量子ネットワークアプリケーションの基本的なリソースとして機能するため、リモートエンタングルペア（EPS）の生成と分散は量子ネットワークの最も重要な責任です。量子ネットワークの主要なパフォーマンスメトリックは、ユーザーのEPリクエストの時間（TTS）の時間（TTS）です。これは、要求ユーザー間にEPSを配布する時です。限られたキットコヒーレンス時間を考えると、TTSを減らすことは非常に重要です。このホワイトペーパーでは、Adaptive連続エンタングルメント生成プロトコル（ACP）を研究します。これにより、量子ネットワークノードが近隣とEPSを継続的に生成し、近隣を適応的に選択してTTSを減らすことができます。一方、エンタングルメント浄化は、到着ユーザーリクエストの前にACPによって生成されたEPSのアイドリングデコヒーレンスを緩和するために使用されます。シーケンスシミュレーターの機能を拡張して、ACPの実装を完全にサポートできるようにします。次に、広範なシミュレーションを通じて、さまざまなネットワークスケールでACPを評価し、分布エンタングルメントのTTS（最大94％の減少）と忠実度（最大0.05増加）の両方の改善を示します。
"Naomi Raicu (1), Tom Hogan (2), Xian Wu (3), Mehrnoosh Vahidpour (3), David Snow (3), Matthew Hollister (4), Mark Field (3) ((1) University of Wisconsin-Milwaukee, (2) Quantum Design, Inc., (3) Rigetti Computing, (4) Fermi National Accelerator Laboratory)",Cryogenic Thermal Modeling of Microwave High Density Signaling,"Superconducting quantum computers require microwave control lines running from room temperature to the mixing chamber of a dilution refrigerator. Adding more lines without preliminary thermal modeling to make predictions risks overwhelming the cooling power at each thermal stage. In this paper, we investigate the thermal load of SC-086/50-SCN-CN semi-rigid coaxial cable, which is commonly used for the control and readout lines of a superconducting quantum computer, as we increase the number of lines to a quantum processor. We investigate the makeup of the coaxial cables, verify the materials and dimensions, and experimentally measure the total thermal conductivity of a single cable as a function of the temperature from cryogenic to room temperature values. We also measure the cryogenic DC electrical resistance of the inner conductor as a function of temperature, allowing for the calculation of active thermal loads due to Ohmic heating. Fitting this data produces a numerical thermal conductivity function used to calculate the static heat loads due to thermal transfer within the wires resulting from a temperature gradient. The resistivity data is used to calculate active heat loads, and we use these fits in a cryogenic model of a superconducting quantum processor in a typical Bluefors XLD1000-SL dilution refrigerator, investigating how the thermal load increases with processor sizes ranging from 100 to 225 qubits. We conclude that the theoretical upper limit of the described architecture is approximately 200 qubits. However, including an engineering margin in the cooling power and the available space for microwave readout circuitry at the mixing chamber, the practical limit will be approximately 140 qubits.",マイクロ波高密度シグナル伝達の極低温熱モデリング,超伝導量子コンピューターでは、室温から希釈冷蔵庫の混合チャンバーに走るマイクロ波制御ラインが必要です。予備の熱モデリングなしでより多くのラインを追加して、予測リスクを各熱段階で冷却能力を圧倒します。このホワイトペーパーでは、SC-086/50-SCN-CNセミリギッド同軸ケーブルの熱荷重を調査します。量子プロセッサ。同軸ケーブルの構成を調査し、材料と寸法を検証し、極低温から室温までの温度の関数として単一ケーブルの総熱伝導率を実験的に測定します。また、温度の関数として内部導体の極低温DC電気抵抗を測定し、オーム加熱による活性熱負荷の計算を可能にします。このデータを適合させると、温度勾配に起因するワイヤ内の熱伝達による静的熱負荷を計算するために使用される数値熱伝導率関数が生成されます。抵抗率データはアクティブな熱負荷を計算するために使用され、典型的なBlueFors XLD1000-SL希釈冷蔵庫の超伝導量子プロセッサーの極低温モデルでこれらの適合を使用し、100〜225クビットの範囲のプロセッササイズで熱負荷の増加方法を調査します。説明されているアーキテクチャの理論上の上限は約200キュビットであると結論付けています。ただし、冷却能力のエンジニアリングマージンや、混合室での電子レンジ読み出し回路のための利用可能なスペースなど、実用的な制限は約140キクになります。
Raghu Mahajan,Lectures on Quantum Extremal Surfaces and the Page Curve,"This article is a write-up of pedagogical lectures delivered at the Asia Pacific Center for Theoretical Physics online winter school held in January 2021, and also as part of the Quantum Information, Quantum Field Theory and Gravity program held at ICTS, Bengaluru, in August 2024. The topics covered include a brief derivation of Hawking radiation from the perspective of correlation functions, a description of entropy paradoxes in the eternal black hole, and details of the associated entanglement island computations in two-dimensional models.",量子極値表面とページ曲線に関する講義,この記事は、2021年1月に開催されたアジア太平洋物理学オンライン冬の学校で行われた教育学的講義の記事と、8月にベンガルールのICTSで開催された量子畑理論および重力プログラムの一部として、 2024年。カバーされているトピックには、相関関数の観点からのホーキング放射の短い派生、永遠のブラックホールのエントロピーパラドックスの説明、および2次元モデルの関連するエンタングルメント島計算の詳細が含まれます。
"Sana Elgamal, Keisuke Harigayaa",Dynamical Solution to the Eta Problem in Spectator Field Models,"We study a class of spectator field models that addresses the eta problem while providing a natural explanation for the observed slight deviation of the spectrum of curvature perturbations from scale-invariance. In particular, we analyze the effects of quantum corrections on the quadratic potential of the spectator field given by its gravitational coupling to the Ricci scalar and the inflaton energy, so-called the Hubble-induced mass term. These quantum corrections create a minimum around which the potential is flatter and to which the spectator field is attracted. We demonstrate that this attractor dynamics can naturally generate the observed slightly red-tilted spectrum of curvature perturbations. Furthermore, focusing on a curvaton model with a quadratic vacuum potential, we compute the primordial non-Gaussianity parameter $f_{\text{NL}}$ and derive a predictive relationship between $f_{\text{NL}}$ and the running of the scalar spectral index. This relationship serves as a testable signature of the model. Finally, we extend the idea to a broader class of models where the spectator field is an angular component of a complex scalar field.",観客フィールドモデルにおけるETA問題に対する動的解,ETA問題に対処する視聴者フィールドモデルのクラスを研究しながら、スケール不変性からの曲率摂動のスペクトルの観察されたわずかな偏差について自然な説明を提供します。特に、Ricciスカラーとインフラトンエネルギーへの重力結合によって与えられる観客界の二次電位に対する量子補正の影響を分析し、ハッブル誘発性の質量タームをいわゆるものにします。これらの量子補正は、潜在能力がより平坦であり、観客フィールドが引き付けられる最小値を作成します。このアトラクタのダイナミクスが、観測されたわずかに赤い傾斜した湾曲の摂動を自然に生成できることを実証します。さらに、二次真空ポテンシャルを備えたカーバトンモデルに焦点を当てて、原始非ガウス性パラメーター$ f _ {\ text {nl}} $を計算し、$ f _ {\ text {nl}} $の予測関係を導き出し、ランニングを実行します。スカラースペクトルインデックスの。この関係は、モデルのテスト可能な署名として機能します。最後に、観客フィールドが複雑なスカラーフィールドの角張った成分であるより広いクラスのモデルにアイデアを拡張します。
"Bryce Fuller, Minh C. Tran, Danylo Lykov, Caleb Johnson, Max Rossmannek, Ken Xuan Wei, Andre He, Youngseok Kim, DinhDuy Vu, Kunal Sharma, Yuri Alexeev, Abhinav Kandala, Antonio Mezzacapo",Improved Quantum Computation using Operator Backpropagation,"Decoherence of quantum hardware is currently limiting its practical applications. At the same time, classical algorithms for simulating quantum circuits have progressed substantially. Here, we demonstrate a hybrid framework that integrates classical simulations with quantum hardware to improve the computation of an observable's expectation value by reducing the quantum circuit depth. In this framework, a quantum circuit is partitioned into two subcircuits: one that describes the backpropagated Heisenberg evolution of an observable, executed on a classical computer, while the other is a Schrödinger evolution run on quantum processors. The overall effect is to reduce the depths of the circuits executed on quantum devices, trading this with classical overhead and an increased number of circuit executions. We demonstrate the effectiveness of this method on a Hamiltonian simulation problem, achieving more accurate expectation value estimates compared to using quantum hardware alone.",オペレーターバックプロパゲーションを使用した量子計算の改善,量子ハードウェアのデコハーレンスは現在、その実用的なアプリケーションを制限しています。同時に、量子回路をシミュレートするための古典的なアルゴリズムは大幅に進行しています。ここでは、古典的なシミュレーションを量子ハードウェアと統合して、量子回路の深さを減らすことで観測可能な期待値の計算を改善するハイブリッドフレームワークを示します。このフレームワークでは、量子回路は2つのサブサーキューットに分割されます。1つは、クラシックコンピューターで実行される観察可能なハイゼンバーグの進化を説明するもので、もう1つは量子プロセッサで実行されるシュレーディンガーの進化です。全体的な効果は、量子デバイスで実行される回路の深さを減らし、これを古典的なオーバーヘッドと回路実行の数を増やすことで取引することです。この方法の有効性は、ハミルトニアンシミュレーションの問題に対する有効性を実証し、量子ハードウェアのみを使用するのと比較して、より正確な期待値の推定値を達成します。
Scott Lawrence,Real-time dynamics from convex geometry,"A quantum-mechanical system comes naturally equipped with a convex space: each (Hermitian) operator has a (real) expectation value, and the expectation value of the square any Hermitian operator must be non-negative. This space is of exponential (e.g.~in volume) dimension, but low-dimensional projections can be efficiently explored by standard algorithms. Such approaches have been used to precisely constrain critical exponents of conformal field theories (""conformal bootstrap"") and, more recently, to constrain the ground state physics of various quantum-mechanical systems, including lattice field theories. In this talk we discuss related approaches to systematically constraining the real-time dynamics of quantum systems, which are otherwise obstructed from study by sign problems and the ill-posed nature of analytic continuation.",凸形状からのリアルタイムダイナミクス,量子メカニカルシステムには自然に凸型空間が装備されています。各（エルミート）オペレーターには（実際の）期待値があり、正方形の期待値はすべて陰性でなければなりません。このスペースは指数関数的（〜〜ボリューム）の次元ですが、低次元投影は標準アルゴリズムで効率的に調査できます。このようなアプローチは、コンフォーマルフィールド理論の重要な指数（「コンフォーマルブートストラップ」）の重要な指数を正確に制約し、最近では格子界面理論を含むさまざまな量子力学システムの基底状態物理学を制約するために使用されています。この講演では、標識の問題と分析継続の不適切な性質による研究から妨害される量子システムのリアルタイムダイナミクスを体系的に制約するための関連するアプローチについて説明します。
"K.-F. Lai, W. Ubachs, M. Beyer",Precision measurement of the last bound states in H$_2$ and determination of the H + H scattering length,"The binding energies of the five bound rotational levels $J=0-4$ in the highest vibrational level $v=14$ in the X$^1\Sigma_g^+$ ground electronic state of H$_2$ were measured in a three-step ultraviolet-laser experiment. Two-photon UV-photolysis of H$_2$S produced population in these high-lying bound states, that were subsequently interrogated at high precision via Doppler-free spectroscopy of the F$^1\Sigma_g^+$ - X$^1\Sigma_g^+$ system. A third UV-laser was used for detection through auto-ionizing resonances. The experimentally determined binding energies were found to be in excellent agreement with calculations based on non-adiabatic perturbation theory, also including relativistic and quantum electrodynamical contributions. The $s$-wave scattering length of the H + H system is derived from the binding energy of the last bound $J=0$ level via a direct semi-empirical approach, yielding a value of $a_s$ = 0.2724(5) $a_0$, in good agreement with a result from a previously followed theoretical approach. The subtle effect of the $m\alpha^4$ relativity contribution to $a_s$ was found to be significant. In a similar manner a value for the $p$-wave scattering volume is determined via the $J=1$ binding energy yielding $a_p$ = -134.0000(6) $a_0^3$. The binding energy of the last bound state in H$_2$, the ($v=14$, $J=4$) level, is determined at 0.023(4) cm$^{-1}$, in good agreement with calculation. The effect of the hyperfine substructure caused by the two hydrogen atoms at large internuclear separation, giving rise to three distinct dissociation limits, is discussed.",h $ _2 $の最後の結合状態の精密測定とH + H散乱長の決定,5つのバインドされた回転レベルの結合エネルギー$ j = 0-4 $最高の振動レベル$ v = 14 $ x $^1 \ sigma_g^+$ h $ _2 $の地上電子状態は3つで測定されました - ステップ紫外線レーザー実験。 H $ _2 $ sの2光子UV-photolysisは、これらの高地で生成された集団を生成し、その後、f $^1 \ sigma_g^+$ -x $^1のドップラーフリー分光法により高精度で尋問されました。 \ sigma_g^+$システム。 3番目のUVレーザーは、自己イオン化共鳴による検出に使用されました。実験的に決定された結合エネルギーは、相対論的および量子電気力学的寄与を含む、非断熱摂動理論に基づく計算と非常に一致していることがわかった。 H + Hシステムの$ s $波散乱長は、直接的な半帝国アプローチを介して最後の境界$ j = 0 $レベルの結合エネルギーから派生し、$ a_s $ = 0.2724（5）の値を生成します。 $ a_0 $、以前の理論的アプローチに従った結果とよく一致しています。 $ A_S $への$ m \ alpha^4 $の相対性の貢献の微妙な効果は、重要であることがわかりました。同様に、$ p $ -wave散乱ボリュームの値は、$ j = 1 $の結合エネルギーを介して決定されます。 h $ _2 $の最後の結合状態の結合エネルギー、（$ v = 14 $、$ j = 4 $）レベルは、0.023（4）cm $^{-1} $で決定されます。計算。大規模な内核分離にある2つの水素原子によって引き起こされるハイパーファインの下部構造の効果は、3つの異なる解離制限を生み出します。
"Antonio Francesco Mello, Alessandro Santini, Mario Collura",Clifford-Dressed Variational Principles for Precise Loschmidt Echoes,"We extend the recently introduced Clifford dressed Time-Dependent Variational Principle (TDVP) to efficiently compute many-body wavefunction amplitudes in the computational basis. This advancement enhances the study of Loschmidt echoes, which generally require accurate calculations of the overlap between the evolved state and the initial wavefunction. By incorporating Clifford disentangling gates during TDVP evolution, our method effectively controls entanglement growth while keeping the computation of these amplitudes accessible. Specifically, it reduces the problem to evaluating the overlap between a Matrix Product State (MPS) and a stabilizer state, a task that remains computationally feasible within the proposed framework. To demonstrate the effectiveness of this approach, we first benchmark it on the one-dimensional transverse-field Ising model. We then apply it to more challenging scenarios, including a non-integrable next-to-nearest-neighbor Ising chain and a two-dimensional Ising model. Our results highlight the versatility and efficiency of the Clifford-augmented MPS, showcasing its capability to go beyond the evaluation of simple expectation values. This makes it a powerful tool for exploring various aspects of many-body quantum dynamics.",Clifford-Dressed Roschmidt Echoesのための変動原理,最近導入されたClifford Dressed Time依存の変動原理（TDVP）を拡張して、計算基準で多体波動関数振幅を効率的に計算します。この進歩は、ロシュミットエコーの研究を強化します。これには、一般に、進化した状態と初期波動関数の間の重複の正確な計算が必要です。 TDVP進化中にClifford Disentangling Gatesを組み込むことにより、私たちの方法は、これらの振幅の計算をアクセス可能に保ちながら、エンタングルメントの成長を効果的に制御します。具体的には、マトリックス製品状態（MPS）とスタビライザー状態との間の重複を評価するために問題を減らします。このアプローチの有効性を実証するために、最初に1次元の横視野ISINGモデルに基づいてベンチマークします。次に、隣の隣の統合ではない統合可能な統合チェーンや2次元ISINGモデルを含む、より困難なシナリオに適用します。我々の結果は、クリフォードの高級議員の汎用性と効率性を強調し、単純な期待値の評価を超える能力を示しています。これにより、多体量子ダイナミクスのさまざまな側面を探索するための強力なツールになります。
