authors,title,abstract,authors_trans,abstract_trans
Markus Frembs,Coming full circle - A unified framework for Kochen-Specker contextuality,"Contextuality is a key distinguishing feature between classical and quantum physics. It expresses a fundamental obstruction to describing quantum theory using classical concepts. In turn, when understood as a resource for quantum computation, it is expected to hold the key to quantum advantage. Yet, despite its long recognised importance in quantum foundations and, more recently, in quantum computation, the mathematics of contextuality has remained somewhat elusive - different frameworks address different aspects of the phenomenon, yet their precise relationship often is unclear. In fact, there is a glaring discrepancy already between the original notion of contextuality introduced by Kochen and Specker on the one side [J. Math. Mech., 17, 59, (1967)], and the modern approach of studying contextual correlations on the other [Rev. Mod. Phys., 94, 045007 (2022)].
In a companion paper [arXiv:2408.16764], we introduce the conceptually new tool called ``context connections'', which allows to cast and analyse Kochen-Specker (KS) contextuality in new form. Here, we generalise this notion, and based on it prove a complete characterisation of KS contextuality for finite-dimensional systems. To this end, we develop the framework of ``observable algebras"". We show in detail how this framework subsumes the marginal and graph-theoretic approaches to contextuality, and thus that it offers a unified perspective on KS contextuality. In particular, we establish the precise relationships between the various notions of ``contextuality"" used in the respective settings, and in doing so, generalise a number of results on the characterisation of the respective notions in the literature.",一周する - Kochen-Specker コンテキスト性のための統一フレームワーク,"文脈性は、古典物理学と量子物理学を区別する重要な特徴です。これは、古典的な概念を使用して量子理論を記述することに対する根本的な障害を表しています。ひいては、量子コンピューティングのリソースとして理解されると、量子優位性の鍵を握ることが期待されます。しかし、量子基礎、そして最近では量子コンピューティングにおいてその重要性が長年認識されてきたにもかかわらず、文脈性の数学はやや捉えどころのないままでした。さまざまなフレームワークが現象のさまざまな側面に対応していますが、それらの正確な関係は多くの場合不明瞭です。実際、コーヘンとスペッカーによって導入された元々の文脈性の概念の間には、すでに明らかな矛盾があります [J.数学。 Mech.、17、59、(1967)]、もう一方では文脈上の相関関係を研究する現代的なアプローチ[Rev.モジュール。物理学、94、045007 (2022)]。
関連論文 [arXiv:2408.16764] では、Kochen-Specker (KS) コンテキスト性を新しい形式でキャストおよび分析できる「コンテキスト接続」と呼ばれる概念的に新しいツールを紹介します。ここでは、この概念を一般化し、それに基づいて有限次元システムの KS コンテキスト性の完全な特徴付けを証明します。この目的のために、我々は「オブザーバブル代数」のフレームワークを開発する。我々は、このフレームワークがどのように文脈性への限界的アプローチとグラフ理論的アプローチを包含するのかを詳細に示し、それによってKS文脈性についての統一的な視点を提供する。特に、我々は次のことを確立する。それぞれの設定で使用される「文脈性」のさまざまな概念間の正確な関係を調査し、そうすることで、文献内のそれぞれの概念の特徴付けに関する多くの結果を一般化します。"
"Xin Shen, Guangyue Ji, Jinjie Zhang, David E. Palomino, Bruno Mera, Tomoki Ozawa, Jie Wang",Exact Parent Hamiltonians for All Landau Level States in a Half-flux Lattice,"Realizing topological flat bands with tailored single-particle Hilbert spaces is a critical step toward exploring many-body phases, such as those featuring anyonic excitations. One prominent example is the Kapit-Mueller model, a variant of the Harper-Hofstadter model that stabilizes lattice analogs of the lowest Landau level states. The Kapit-Mueller model is constructed based on the Poisson summation rule, an exact lattice sum rule for coherent states. In this work, we consider higher Landau-level generalizations of the Poisson summation rule, from which we derive families of parent Hamiltonians on a half-flux lattice which have exact flat bands whose flatband wavefunctions are lattice version of higher Landau level states. Focusing on generic Bravais lattices with only translation and inversion symmetries, we discuss how these symmetries enforced gaplessness and singular points for odd Landau level series, and how to achieve fully gapped parent Hamiltonians by mixing even and odd series. Our model points to a large class of tight-binding models with suitable energetic and quantum geometries that are potentially useful for realizing non-Abelian fractionalized states when interactions are included. The model exhibits fast decay hopping amplitudes, making it potentially realizable with neutral atoms in optical lattices.",半磁束格子におけるすべてのランダウ準位状態の正確な親ハミルトニアン,調整された単一粒子ヒルベルト空間を使用してトポロジカル フラット バンドを実現することは、任意の励起を特徴とする多体相を探索するための重要なステップです。顕著な例の 1 つは、最も低いランダウ準位状態の格子アナログを安定化する Harper-Hofstadter モデルの変形である Kapit-Mueller モデルです。カピット・ミュラー モデルは、コヒーレント状態の正確な格子和則であるポアソン和則に基づいて構築されます。この研究では、ポアソン和則の高次のランダウレベルの一般化を検討します。そこから、フラットバンドの波動関数が高次のランダウレベルの状態の格子バージョンである正確なフラットバンドを持つ半磁束格子上の親ハミルトニアンの族を導き出します。並進対称と反転対称のみを持つ一般的なブラベ格子に焦点を当て、これらの対称性がどのように奇数ランダウ準位系列のギャップレスと特異点を強制するのか、また偶数系列と奇数系列を混合することで完全にギャップのある親ハミルトニアンを実現する方法について説明します。私たちのモデルは、相互作用が含まれる場合に非アーベル分数化状態を実現するのに潜在的に役立つ、適切なエネルギーおよび量子幾何学構造を備えた大規模なクラスの強結合モデルを示しています。このモデルは高速減衰ホッピング振幅を示し、光格子の中性原子で実現できる可能性があります。
"Zhong-Bo Kang, Noah Moran, Peter Nguyen, Wenyang Qian",Partonic distribution functions and amplitudes using tensor network methods,"Calculations of the parton distribution function (PDF) and distribution amplitude (DA) are highly relevant to core experimental programs as they provide non-perturbative inputs to inclusive and exclusive processes, respectively. Direct computation of the PDFs and DAs remains challenging because they are non-perturbative quantities defined as light-cone correlators of quark and gluon fields, and are therefore inherently time-dependent. In this work, we propose a uniform quantum strategy based on tensor network simulation techniques to directly extract these hadronic quantities from first principles using the matrix product state of the hadrons in the same setup. We present exemplary numerical calculations with the Nambu-Jona-Lasinio model in 1+1 dimensions and compare with available exact diagonalization and quantum circuit simulation results. Using tensor networks, we evaluate the PDF and DA at various strong couplings in the large-qubit limit, which is consistent with expectations at perturbative and non-relativistic limits.",テンソル ネットワーク法を使用したパートニック分布関数と振幅,パートン分布関数 (PDF) と分布振幅 (DA) の計算は、それぞれ包括的プロセスと排他的プロセスに非摂動的な入力を提供するため、中核となる実験プログラムとの関連性が高くなります。 PDF と DA はクォークとグルーオン場の光錐相関器として定義される非摂動量であり、したがって本質的に時間に依存するため、PDF と DA を直接計算することは依然として困難です。この研究では、同じ設定でハドロンの行列積状態を使用して第一原理からこれらのハドロン量を直接抽出する、テンソル ネットワーク シミュレーション技術に基づく均一量子戦略を提案します。 1+1 次元の南部-ジョナ-ラシニオ モデルを使用した数値計算の例を示し、利用可能な正確な対角化および量子回路シミュレーションの結果と比較します。テンソル ネットワークを使用して、大量子ビットの限界におけるさまざまな強結合で PDF と DA を評価します。これは摂動論的限界および非相対論的限界での期待と一致します。
"Charles Möhl, Annina Riedhauser, Max Glantschnig, Daniele Caimi, Ute Drechsler, Antonis Olziersky, Deividas Sabonis, David Indolese, Thomas Karg, Paul Seidler",Bidirectional microwave-optical conversion using an integrated barium-titanate transducer,"Efficient, low-noise, high-bandwidth transduction between optical and microwave photons is key to long-range quantum communication between distant superconducting quantum processors. Recent demonstrations of microwave-optical tranduction using the broadband direct electro-optic (Pockels) effect in optical thin films made of AlN or LiNbO$_3$ have shown promise. Due to the quadratic scaling of transduction efficiency with the electro-optic coefficient, material classes with stronger Pockels effects, such as the perovskite titanates BaTiO$_3$ or SrTiO$_3$, may unlock new performance regimes for future transducers. However, these materials require adapted designs and fabrication approaches due to their nonlinear and, in some cases, hysteretic electro-optic response, as well as limited process compatibility. Here, we engineer an on-chip, triply resonant transducer comprising low-loss BaTiO$_3$-on-SiO$_2$ waveguides monolithically integrated with a superconducting microwave resonator made of Nb. Exploiting the bias-induced Pockels effect of BaTiO$_3$, we demonstrate bidirectional microwave-optical transduction at millikelvin temperatures and total off-chip efficiencies reaching $1\times10^{-6}$ in pulsed operation. We establish a device concept permitting in-situ poling of the ferroelectric material without introducing excess microwave loss and tuning of the optical system without sacrificing microwave-optical overlap. Using a fully subtractive process, we fabricate Nb air bridges for crossings of conductors and both air- and oxide-clad optical waveguides. We investigate optically-induced heating through pulsed optical pumping, revealing fast thermalization and quasiparticle resilience of the microwave resonator. Our transducer concept is applicable to other materials with a large bias-induced Pockels effect and paves the way for efficient, low-power quantum interconnects.",統合型チタン酸バリウムトランスデューサを使用した双方向マイクロ波光変換,光子とマイクロ波光子の間の効率的、低ノイズ、高帯域幅の変換は、遠く離れた超伝導量子プロセッサ間の長距離量子通信の鍵となります。 AlNまたはLiNbO$_3$で作られた光学薄膜における広帯域直接電気光学(ポッケルス)効果を利用したマイクロ波光変換の最近の実証は、有望性を示している。電気光学係数による変換効率の二次スケーリングにより、ペロブスカイトチタン酸塩BaTiO$_3$やSrTiO$_3$などのより強いポッケルス効果を持つ材料クラスは、将来のトランスデューサの新しい性能領域を解き放つ可能性があります。ただし、これらの材料は非線形で、場合によってはヒステリシスのある電気光学応答、およびプロセスの適合性が限られているため、適応した設計と製造アプローチが必要です。ここでは、Nb製の超電導マイクロ波共振器とモノリシックに集積された低損失BaTiO$_3$-on-SiO$_2$導波路で構成されるオンチップ三重共振トランスデューサを設計します。 BaTiO$_3$のバイアス誘起ポッケルス効果を利用して、ミリケルビン温度での双方向マイクロ波光変換と、パルス動作でのオフチップ総効率が$1\times10^{-6}$に達することを実証しました。我々は、過剰なマイクロ波損失を導入せずに強誘電体材料のその場分極を可能にし、マイクロ波と光の重なりを犠牲にすることなく光学システムを調整できるデバイスコンセプトを確立します。完全なサブトラクティブ プロセスを使用して、導体と空気クラッド光導波路と酸化物クラッド光導波路の交差用の Nb エア ブリッジを製造します。私たちは、パルス光ポンピングによる光誘起加熱を調査し、マイクロ波共振器の高速熱化と準粒子復元力を明らかにしました。当社のトランスデューサのコンセプトは、大きなバイアス誘起ポッケルス効果を持つ他の材料にも適用でき、効率的で低電力の量子相互接続への道を開きます。
"Guangzhuo Peng, Long-Qi Shao, Anna Tokareva, Yongjun Xu",Running EFT-hedron with null constraints at loop level,"Implications of general properties of quantum field theory, such as causality, unitarity, and locality include constraints on the couplings of the effective field theory (EFT) coefficients. These constraints follow from the connections between the infrared (IR) and ultraviolet (UV) theory imposed by dispersion relations for four-particle amplitudes which formally allow us to express EFT couplings through the moments of positive-definite functions (imaginary parts of partial wave amplitudes) forming the EFT-hedron geometry. Previous studies of these positivity bounds were mainly focused on the weakly coupled EFTs, limiting the analysis to tree-level amplitudes of the IR theory. In this work, we extend the scope of positivity bounds including one-loop amplitudes, which is essential especially for the loops of massless particles. Examining a single scalar theory we found that the presence of massless loops cannot be reduced only to the running of EFT couplings because loops modify the crossing symmetry relations (null constraints). Our results demonstrate that while for small coupling constants, the one-loop bounds are in good agreement with the tree-level results, the allowed EFT parameter ranges can be significantly modified if a weak coupling assumption is not additionally imposed. In particular, we found that an upper bound on dimension-8 coupling becomes significantly stronger, and the dimension-12 coupling can be slightly negative which was thought to be forbidden by tree-level positivity bounds.",ループレベルで null 制約を使用して EFT-hedron を実行する,因果関係、単一性、局所性などの場の量子理論の一般的な特性の意味には、有効場理論 (EFT) 係数の結合に関する制約が含まれます。これらの制約は、4 粒子の振幅の分散関係によって課せられる赤外線 (IR) 理論と紫外線 (UV) 理論の間の関係から得られ、これにより正式に正定関数のモーメント (部分波振幅の虚数部) を通じて EFT 結合を表現できるようになります。 ) EFT 面体ジオメトリを形成します。これらの正の境界に関する以前の研究は主に弱結合 EFT に焦点を当てており、分析は IR 理論のツリーレベルの振幅に限定されていました。この研究では、特に質量のない粒子のループにとって不可欠である、1 ループ振幅を含む正の境界の範囲を拡張します。単一のスカラー理論を検証すると、ループは交差対称関係 (ヌル制約) を変更するため、質量のないループの存在を EFT 結合の実行だけに還元できないことがわかりました。私たちの結果は、結合定数が小さい場合、1 ループの境界はツリーレベルの結果とよく一致しますが、弱い結合の仮定が追加で課されない場合、許容される EFT パラメーターの範囲が大幅に変更される可能性があることを示しています。特に、次元 8 の結合の上限が大幅に強くなり、次元 12 の結合は、ツリーレベルの正の境界によって禁止されていると考えられていたわずかに負になる可能性があることがわかりました。
"B. Q. Lv, Yifan Su, Alfred Zong, Qiaomei Liu, Dong Wu, Noah F. Q. Yuan, Zhengwei Nie, Jiarui Li, Suchismita Sarker, Sheng Meng, Jacob P. C. Ruff, N. L. Wang, Nuh Gedik",Large moiré superstructure of stacked incommensurate charge density waves,"Recent advances in van der Waals heterostructures have opened the new frontier of moiré physics, whereby tuning the interlayer twist angle or adjusting lattice parameter mismatch have led to a plethora of exotic phenomena such as unconventional superconductivity and fractional quantum spin Hall effect. We extend the concept of moiré engineering to materials that host incommensurate orders, where we discovered a long-period, thermally-hysteretic moiré superlattice in a layered charge density wave (CDW) compound, EuTe$_\text{4}$. Using high-momentum-resolution X-ray diffraction performed on ultrathin flakes, we found two coexisting, incommensurate CDWs with slightly mismatched in-plane wavevectors. The interaction between these two CDWs leads to their joint commensuration with the high-symmetry lattice as well as a large moiré superstructure with an in-plane period of 13.6~nm. Due to different out-of-plane orders of the incommensurate CDWs, the moiré superstructure exhibits a clear thermal hysteresis, accounting for the large hysteresis observed in electrical resistivity and numerous metastable states induced by light or electrical pulses. Our findings pave the way for a new development in moiré engineering based on an incommensurate lattice. They further highlight the important role of interlayer ordering in determining the macroscopic properties of these stacked incommensurate structures.",積み重ねられた不整合な電荷密度波の大きなモアレ上部構造,ファンデルワールスヘテロ構造の最近の進歩により、モアレ物理学の新たな境地が開かれ、層間のねじれ角の調整や格子パラメータの不一致の調整により、型破りな超伝導や分数量子スピンホール効果などの数多くの珍しい現象が引き起こされました。私たちは、モアレ工学の概念を不整合な秩序をホストする材料に拡張し、層状電荷密度波 (CDW) 化合物 EuTe$_\text{4}$ 内に長周期の熱ヒステリシス モアレ超格子を発見しました。極薄フレークに対して実行された高運動量分解能 X 線回折を使用して、面内波数ベクトルがわずかに一致していない 2 つの共存する不整合な CDW を発見しました。これら 2 つの CDW 間の相互作用により、高対称格子および 13.6 nm の面内周期を持つ大きなモアレ上部構造との共同整合が生じます。不整合な CDW の面外次数が異なるため、モアレ上部構造は明らかな熱ヒステリシスを示し、電気抵抗率で観察される大きなヒステリシスと、光または電気パルスによって誘発される多数の準安定状態を説明します。私たちの発見は、不整合格子に基づくモアレ工学の新たな発展への道を切り開きます。彼らはさらに、これらの積み重ねられた不整合構造の巨視的特性を決定する際の層間秩序の重要な役割を強調しています。
"Kaiyuan Ji, Hemant K. Mishra, Milán Mosonyi, Mark M. Wilde",Converse bounds for quantum hypothesis exclusion: A divergence-radius approach,"Hypothesis exclusion is an information-theoretic task in which an experimenter aims at ruling out a false hypothesis from a finite set of known candidates, and an error occurs if and only if the hypothesis being ruled out is the ground truth. For the tasks of quantum state exclusion and quantum channel exclusion -- where hypotheses are represented by quantum states and quantum channels, respectively -- efficiently computable upper bounds on the asymptotic error exponents were established in a recent work of the current authors [Ji et al., arXiv:2407.13728 (2024)], where the derivation was based on nonasymptotic analysis. In this companion paper of our previous work, we provide alternative proofs for the same upper bounds on the asymptotic error exponents of quantum state and channel exclusion, but using a conceptually different approach from the one adopted in the previous work. Specifically, we apply strong converse results for asymmetric binary hypothesis testing to distinguishing an arbitrary ``dummy'' hypothesis from each of the concerned candidates. This leads to the desired upper bounds in terms of divergence radii via a geometrically inspired argument.",量子仮説除外の逆境界: 発散半径アプローチ,"仮説の除外は、実験者が既知の候補の有限セットから誤った仮説を除外することを目的とした情報理論的なタスクであり、除外された仮説がグランドトゥルースである場合にのみエラーが発生します。量子状態の除外と量子チャネルの除外のタスク (仮説はそれぞれ量子状態と量子チャネルで表されます) については、漸近誤差指数の効率的に計算可能な上限が現在の著者らの最近の研究で確立されました [Ji et al ., arXiv:2407.13728 (2024)]、導出は非漸近分析に基づいています。私たちの以前の研究の姉妹論文では、量子状態とチャネル排除の漸近誤差指数の同じ上限に対する代替証明を提供しますが、以前の研究で採用したものとは概念的に異なるアプローチを使用します。具体的には、非対称二値仮説検定の強力な逆結果を適用して、関連する各候補から任意の「ダミー」仮説を区別します。これにより、幾何学的に着想を得た議論により、発散半径に関する望ましい上限が得られます。"
"Andreas Bluhm, Ángela Capel, Pablo Costa Rico, Anna Jenčová",Belavkin-Staszewski Quantum Markov Chains,"It is well-known that the conditional mutual information of a quantum state is zero if, and only if, the quantum state is a quantum Markov chain. Replacing the Umegaki relative entropy in the definition of the conditional mutual information by the Belavkin-Staszewski (BS) relative entropy, we obtain the BS-conditional mutual information, and we call the states with zero BS-conditional mutual information Belavkin-Staszewski quantum Markov chains. In this article, we establish a correspondence which relates quantum Markov chains and BS-quantum Markov chains. This correspondence allows us to find a recovery map for the BS-relative entropy in the spirit of the Petz recovery map. Moreover, we prove a structural decomposition of the Belavkin-Staszewski quantum Markov chains and also study states for which the BS-conditional mutual information is only approximately zero. As an application, we show that the conditional mutual information of the state associated to the Gibbs state of a quantum spin chain with local, finite-range, translation-invariant interactions at any positive temperature via this new correspondence decays superexponentially fast with the size of the middle system.",ベラフキン・スタシェフスキー量子マルコフ連鎖,量子状態が量子マルコフ連鎖である場合に限り、量子状態の条件付き相互情報量がゼロになることはよく知られています。条件付き相互情報量の定義における梅垣相対エントロピーをベラフキン・スタシェフスキー (BS) 相対エントロピーに置き換えると、BS 条件付き相互情報量が得られ、BS 条件付き相互情報量がゼロの状態をベラフキン・スタシェフスキー量子マルコフと呼びます。鎖。この記事では、量子マルコフ連鎖と BS 量子マルコフ連鎖を関連付ける対応関係を確立します。この対応により、ペッツ回復マップの精神に基づいて BS 相対エントロピーの回復マップを見つけることができます。さらに、ベラフキン・スタシェフスキー量子マルコフ連鎖の構造分解を証明し、BS 条件付き相互情報量がほぼゼロに過ぎない状態も研究します。応用として、この新しい対応を介して、任意の正の温度で局所的、有限範囲、並進不変相互作用を伴う量子スピン鎖のギブズ状態に関連付けられた状態の条件付き相互情報が、次のサイズに応じて超指数関数的に速く減衰することを示します。真ん中のシステム。
"Jeffery Yu, Javier Robledo Moreno, Joseph Iosue, Luke Bertels, Daniel Claudino, Bryce Fuller, Peter Groszkowski, Travis S. Humble, Petar Jurcevic, William Kirby, Thomas A. Maier, Mario Motta, Bibek Pokharel, Alireza Seif, Amir Shehata, Kevin J. Sung, Minh C. Tran, Vinay Tripathi, Antonio Mezzacapo, Kunal Sharma",Sample-based Krylov Quantum Diagonalization,"Approximating the ground state of many-body systems is a key computational bottleneck underlying important applications in physics and chemistry. It has long been viewed as a promising application for quantum computers. The most widely known quantum algorithm for ground state approximation, quantum phase estimation, is out of reach of current quantum processors due to its high circuit-depths. Quantum diagonalization algorithms based on subspaces represent alternatives to phase estimation, which are feasible for pre-fault-tolerant and early-fault-tolerant quantum computers. Here, we introduce a quantum diagonalization algorithm which combines two key ideas on quantum subspaces: a classical diagonalization based on quantum samples, and subspaces constructed with quantum Krylov states. We prove that our algorithm converges in polynomial time under the working assumptions of Krylov quantum diagonalization and sparseness of the ground state. We then show numerical investigations of lattice Hamiltonians, which indicate that our method can outperform existing Krylov quantum diagonalization in the presence of shot noise, making our approach well-suited for near-term quantum devices. Finally, we carry out the largest ground-state quantum simulation of the single-impurity Anderson model on a system with $41$ bath sites, using $85$ qubits and up to $6 \cdot 10^3$ two-qubit gates on a Heron quantum processor, showing excellent agreement with density matrix renormalization group calculations.",サンプルベースのクリロフ量子対角化,多体系の基底状態の近似は、物理学や化学における重要な応用の基礎となる重要な計算上のボトルネックです。量子コンピューターの有望なアプリケーションとして長い間注目されてきました。基底状態近似のための最も広く知られている量子アルゴリズムである量子位相推定は、回路深度が高いため、現在の量子プロセッサでは実現できません。部分空間に基づく量子対角化アルゴリズムは、位相推定の代替手段であり、プレフォールト トレラントおよび初期フォールト トレラントの量子コンピューターで実現可能です。ここでは、量子部分空間に関する 2 つの重要なアイデア、つまり量子サンプルに基づく古典的な対角化と、量子クリロフ状態で構築された部分空間を組み合わせた量子対角化アルゴリズムを紹介します。クリロフ量子対角化と基底状態のスパース性の作業仮定の下で、私たちのアルゴリズムが多項式時間で収束することを証明します。次に、格子ハミルトニアンの数値調査を示します。これは、私たちの方法がショットノイズの存在下で既存のクリロフ量子対角化よりも優れたパフォーマンスを発揮できることを示し、私たちのアプローチが短期的な量子デバイスによく適していることを示します。最後に、Heron 量子上の $85$ 量子ビットと最大 $6 \cdot 10^3$ の 2 量子ビット ゲートを使用して、$41$ のバス サイトを持つシステム上で単一不純物アンダーソン モデルの最大の基底状態量子シミュレーションを実行します。プロセッサーは、密度行列くり込み群計算との優れた一致を示しています。
"Patrizio Bifulco, Matthias Täufer",Faber-Krahn inequality for the heat content on quantum graphs via random walk expansion,"We study the heat content on quantum graphs and investigate whether an analogon of the Rayleigh-Faber-Krahn inequality holds. This means that heat content at time $T$ among graphs of equal volume would be maximized by intervals (the graph analogon of balls as in the classic Rayleigh-Faber-Krahn inequality). We prove that this holds at extremal times, that is at small and at large times. For this, we employ two complementary approaches: In the large time regime, we rely on a spectral-theoretic approach, using Mercer's theorem whereas the small-time regime is dealt with by a random walk approach using the Feynman-Kac formula and Brownian motions on metric graphs. In particular, in proving the latter, we develop a new expression for the heat content as a positive linear combination of expected return times of (discrete) random walks - a formulation which seems to yield additional insights compared to previously available methods such as the celebrated Roth formula and which is crucial for our proof. The question whether a Rayleigh-Faber-Krahn inequality for the heat content on metric graphs holds at all times remains open.",ランダムウォーク展開による量子グラフ上の熱量のファーバークラーン不等式,私たちは量子グラフ上の熱量を研究し、レイリー・ファーバー・クラーン不等式の類似が成り立つかどうかを調査します。これは、等しい体積のグラフ間の $T$ 時点の熱量が間隔によって最大化されることを意味します (古典的なレイリー・ファーバー・クラーン不等式におけるボールのグラフの類似物)。我々は、これが極端なとき、つまり小さいときでも大きいときでも当てはまることを証明します。このために、私たちは 2 つの相補的なアプローチを採用します。大時間領域では、マーサーの定理を使用したスペクトル理論的アプローチに依存しますが、小時間領域では、ファインマン-カックの公式とブラウン運動を使用したランダム ウォーク アプローチで処理されます。メトリックグラフについて。特に、後者を証明する際に、(離散) ランダム ウォークの予想される戻り時間の正の線形結合として熱量の新しい式を開発します。この式は、有名な方法など、以前に利用可能な方法と比較して追加の洞察をもたらすと思われます。 Roth の公式であり、これは証明にとって重要です。計量グラフ上の熱量に関するレイリー・ファーバー・クラーン不等式が常に成り立つかどうかという疑問は未解決のままです。
