authors,title,abstract,authors_trans,abstract_trans
"Yi J. Zhao, Samuel J. Garratt, Joel E. Moore",Superspin Renormalization and Slow Relaxation in Random Spin Systems,"We develop an excited-state real-space renormalization group (RSRG-X) formalism to describe the dynamics of conserved densities in randomly interacting spin-$\frac{1}{2}$ systems. Our formalism is suitable for systems with $\textrm{U}(1)$ and $\mathbb{Z}_2$ symmetries, and we apply it to chains of randomly positioned spins with dipolar $XX+YY$ interactions, as arise in Rydberg quantum simulators and other platforms. The formalism generates a sequence of effective Hamiltonians which provide approximate descriptions for dynamics on successively smaller energy scales. These effective Hamiltonians involve ``superspins'': two-level collective degrees of freedom constructed from (anti)aligned microscopic spins. Conserved densities can then be understood as relaxing via coherent collective spin flips. For the well-studied simpler case of randomly interacting nearest-neighbor $XX+YY$ chains, the superspins reduce to single spins. Our formalism also leads to a numerical method capable of simulating the dynamics up to an otherwise inaccessible combination of large system size and late time. Focusing on disorder-averaged infinite-temperature autocorrelation functions, in particular the local spin survival probability $\overline{S_p}(t)$, we demonstrate quantitative agreement in results between our algorithm and exact diagonalization (ED) at low but nonzero frequencies. Such agreement holds for chains with nearest-neighbor, next-nearest-neighbor, and long-range dipolar interactions. Our results indicate decay of $\overline{S_p}(t)$ slower than any power law and feature no significant deviation from the $\sim 1/ \log^2(t)$ asymptote expected from the infinite-randomness fixed-point of the nearest-neighbor model. We also apply the RSRG-X formalism to two-dimensional long-range systems of moderate size and find slow late-time decay of $\overline{S_p}(t)$.",ランダムスピンシステムでのスーパースピンの繰り込みとゆっくりとした弛緩,ランダムに相互作用するスピン -  $ \ frac {1} {2} $システムの保存された密度のダイナミクスを説明するために、励起された状態の実地域繰り込み群（RSRG-X）形式を開発します。私たちの形式主義は、$ \ textrm {u}（1）$および$ \ mathbb {z} _2 $ symmetriesを持つシステムに適しています。また、双極子$ xx+yy $の相互作用でランダムに配置されたスピンのチェーンに適用します。 Rydberg Quantum Simulatorsおよびその他のプラットフォーム。この形式主義は、効果的なハミルトニアンのシーケンスを生成し、これは、エネルギースケールを連続してダイナミクスのおおよその説明を提供します。これらの効果的なハミルトニアンには、「スーパースピン」が含まれます。（アンチ）アライメントされた顕微鏡スピンから構築された2レベルの集合自由度の自由度が含まれます。保存された密度は、コヒーレントな集団スピンフリップを介してリラックスすると理解できます。ランダムに相互作用する最寄りの最近隣人$ xx+yy $チェーンのよく研究されたより簡単なケースの場合、スーパーピンは単一のスピンに減少します。私たちの形式主義はまた、ダイナミクスを、そうでなければ大きなシステムサイズと遅い時間のアクセスできない組み合わせまでシミュレートできる数値的方法につながります。障害平均の無限温度自己相関関数、特に局所スピン生存確率$ \オーバーライン{s_p}（t）$に焦点を当て、アルゴリズムと非ゼロ頻度でのアルゴリズムと正確な対角化（ED）の間の結果の定量的一致を示します。このような合意は、最も近い隣人、次へのneighbor、および長距離双極性相互作用を備えたチェーンにも当てはまります。我々の結果は、$ \ overline {s_p}（t）$の減衰がどの電力法則よりも遅く、$​​ \ sim 1/ \ log^2（t）$漸近線から予想される漸近線からの大幅な偏差はないことを示しています。最近傍モデルの。また、RSRG-X形式を中程度のサイズの2次元の長距離システムに適用し、$ \ Overline {S_P}（T）$の遅い遅い遅延減衰を見つけます。
"Nia Pollard, Kamal Choudhary",BenchQC: A Benchmarking Toolkit for Quantum Computation,"The Variational Quantum Eigensolver (VQE) is a promising algorithm for quantum computing applications in chemistry and materials science, particularly in addressing the limitations of classical methods for complex systems. This study benchmarks the performance of the VQE for calculating ground-state energies of aluminum clusters (Al$^-$, Al$_2$, and Al$_3^-$) within a quantum-density functional theory (DFT) embedding framework, systematically varying key parameters -- (I) classical optimizers, (II) circuit types, (III) number of repetitions, (IV) simulator types, (V) basis sets, and (VI) noise models. Our findings demonstrate that certain optimizers achieve efficient and accurate convergence, while circuit choice and basis set selection significantly impact accuracy, with higher-level basis sets closely matching classical computation data from Numerical Python Solver (NumPy) and Computational Chemistry Comparison and Benchmark DataBase (CCCBDB). To evaluate the workflow under realistic conditions, we employed IBM noise models to simulate the effects of hardware noise. The results showed close agreement with CCCBDB benchmarks, with percent errors consistently below 0.02 percent. The results establish VQE's capability for reliable energy estimations and highlight the importance of optimizing quantum-DFT parameters to balance computational cost and precision. This work paves the way for broader VQE benchmarking on diverse chemical systems, with plans to make results accessible on Joint Automated Repository for Various Integrated Simulations (JARVIS) and develop a Python package to support the quantum chemistry and materials science communities in advancing quantum-enhanced discovery.",BenchQC：量子計算用のベンチマークツールキット,変分量子固有値（VQE）は、特に複雑なシステムの古典的な方法の制限に対処する際に、化学および材料科学における量子コンピューティングアプリケーションの有望なアルゴリズムです。この研究は、量子密度官能理論（DFT）埋め込みフレームワーク内のアルミニウムクラスター（al $^ -  $、al $ _2 $、およびal $ _3^ -  $）の基本エネルギーを計算するためのVQEのパフォーマンスをベンチマークします。体系的に変化する重要なパラメーター - （i）古典的オプティマイザー、（ii）回路タイプ、（iii）繰り返し数、（iv）シミュレータータイプ、（v）基底セット、および（vi）ノイズモデル。私たちの調査結果は、特定のオプティマイザーが効率的かつ正確な収束を達成する一方で、回路の選択と基底セットの選択は、数値Pythonソルバー（Numpy）および計算化学比較とベンチマークデータベースからのクラシック計算データに密接に一致する高レベルの基底セットで、より高いレベルの基底セットが正確に大きな影響を与えることを示しています。 ）。現実的な条件下でワークフローを評価するために、IBMノイズモデルを使用して、ハードウェアノイズの効果をシミュレートしました。結果は、CCCBDBベンチマークとの密接な一致を示し、エラーは0.02％を一貫してエラーを一貫して下回っていました。この結果は、信頼できるエネルギー推定に対するVQEの能力を確立し、計算コストと精度のバランスをとるために量子DFTパラメーターを最適化することの重要性を強調しています。この作業は、さまざまな統合シミュレーション（Jarvis）の共同自動リポジトリで結果をアクセスできるようにする計画を備えた、多様な化学システムのより広範なVQEベンチマークへの道を開き、量子化学科学コミュニティをサポートするPythonパッケージを開発し、量子化学科学コミュニティをサポートするためのPythonパッケージを開発する計画を立てます。発見。
"Iliya G. Stepanov, Roman K. Goncharov, Alexei D. Kiselev",Sub-Poissonian light in fluctuating thermal-loss bosonic channels,"We study the photon statistics of a single-mode sub-Poissonian light propagating in the temperature-loss bosonic channel with fluctuating transmittance which can be regarded as a temperature-dependent model of turbulent atmosphere. By assuming that the variance of the transmittance can be expressed in terms of the fluctuation strength parameter we show that the photon statistics of the light remains sub-Poissonian provided the averaged transmittance exceeds its critical value. The critical transmittance is analytically computed as a function of the input states parameters, the temperature and the fluctuation strength. The results are applied to study special cases of the one-mode squeezed states and the odd optical Shrödinger cats.",変動する熱損失ボソンチャネルにおけるポワソニアの光,温度損失ボソンチャネルで伝播するシングルモードのサブポワソニア光の光子統計を、変動する透過率を備えて乱流雰囲気の温度依存モデルと見なすことができます。透過率の分散を変動強度パラメーターの観点から表現できると仮定することにより、光の光子統計が平均透過率がその臨界値を超えた場合に亜球下の光子統計が残っていることを示します。重要な透過率は、入力状態パラメーター、温度、および変動強度の関数として分析的に計算されます。結果は、1モード絞られた状態と奇妙な光学シュディンガー猫の特別なケースを研究するために適用されます。
"J. Pablo Bonilla Ataides, Hengyun Zhou, Qian Xu, Gefen Baranes, Bikun Li, Mikhail D. Lukin, Liang Jiang",Constant-Overhead Fault-Tolerant Bell-Pair Distillation using High-Rate Codes,"We present a fault-tolerant Bell-pair distillation scheme achieving constant overhead through high-rate quantum low-density parity-check (qLDPC) codes. Our approach maintains a constant distillation rate equal to the code rate - as high as $1/3$ in our implementations - while requiring no additional overhead beyond the physical qubits of the code. Full circuit-level analysis demonstrates fault-tolerance for input Bell pair infidelities below a threshold $\sim 5\%$, readily achievable with near-term capabilities. Unlike previous proposals, our scheme keeps the output Bell pairs encoded in qLDPC codes at each node, eliminating decoding overhead and enabling direct use in distributed quantum applications through recent advances in qLDPC computation. These results establish qLDPC-based distillation as a practical route toward resource-efficient quantum networks and distributed quantum computing.",高速コードを使用した一定のオーバーヘッド断層耐性ベルペア蒸留,高速の量子低密度パリティチェック（QLDPC）コードを通じて一定のオーバーヘッドを達成する断層耐性ベルペア蒸留スキームを提示します。私たちのアプローチは、コードレートに等しい一定の蒸留率を維持します - 実装では1/3 $ $ 1/3 $  - コードの物理的なキュービット以外の追加オーバーヘッドは必要ありません。完全な回路レベルの分析は、しきい値$ \ SIM 5 \％$以下の入力ベルペアの不拡散に対する断層トレランスを示しています。以前の提案とは異なり、私たちのスキームは、各ノードのQLDPCコードにエンコードされた出力ベルペアを保持し、オーバーヘッドの解除を排除し、QLDPC計算の最近の進歩を通じて分散型量子アプリケーションで直接使用できるようにします。これらの結果は、リソース効率の高い量子ネットワークと分散量子コンピューティングへの実用的なルートとして、QLDPCベースの蒸留を確立します。
"Tobias C. Sutter, Christopher Popp, Beatrix C. Hiesmayr",The Impact of Architecture and Cost Function on Dissipative Quantum Neural Networks,"Combining machine learning and quantum computation is a potential path towards powerful applications on quantum devices. Regarding this, quantum neural networks are a prominent approach. In this work, we present a novel architecture for dissipative quantum neural networks (DQNNs) in which each building block can implement any quantum channel, thus introducing a clear notion of universality suitable for the quantum framework. To this end, we reformulate DQNNs using isometries instead of conventionally used unitaries, thereby reducing the number of parameters in these models. We furthermore derive a versatile one-to-one parametrization of isometries, allowing for an efficient implementation of the proposed structure. Focusing on the impact of different cost functions on the optimization process, we numerically investigate the trainability of extended DQNNs. This unveils significant training differences among the cost functions considered. Our findings facilitate both the theoretical understanding and the experimental implementability of quantum neural networks.",消散量子ニューラルネットワークに対するアーキテクチャとコスト機能の影響,機械学習と量子計算を組み合わせることは、量子デバイス上の強力なアプリケーションへの潜在的な道です。これに関して、量子ニューラルネットワークは顕著なアプローチです。この作業では、各ビルディングブロックが任意の量子チャネルを実装できる散逸量量子ニューラルネットワーク（DQNNS）の新しいアーキテクチャを紹介し、量子フレームワークに適した普遍性の明確な概念を導入します。この目的のために、私たちは従来の使用型ユニタリーではなくアイソメトリを使用してDQNNSを再定式化し、それによりこれらのモデルのパラメーターの数を減らします。さらに、多目的な1対1のパラメーター化を導き出し、提案された構造の効率的な実装を可能にします。最適化プロセスに対するさまざまなコスト関数の影響に焦点を当て、拡張されたDQNNの訓練性を数値的に調査します。これにより、考慮されたコスト関数間の大きなトレーニングの違いが明らかになります。私たちの調査結果は、量子ニューラルネットワークの理論的理解と実験的実装可能性の両方を促進します。
"Andrzej Grudka, Marcin Karczewski, Paweł Kurzyński, Jȩdrzej Stempin, Jan Wójcik, Antoni Wójcik",Quantum Synchronizing Words: Resetting and Preparing Qutrit States,"Synchronizing words in classical automata theory provide a mechanism to reset any state of a deterministic automaton to a specific target state via a carefully chosen finite sequence of transition rules. In this work, we extend the concept of synchronizing words to quantum information theory. Specifically, we show that with only two quantum channels, it is possible to bring an arbitrary qutrit state close to a designated target state. Furthermore, we demonstrate that following this reset, any pure real qutrit state can be closely approximated using the same two channels. These findings establish a quantum analogue of synchronizing words, highlighting their potential applications in constructing minimal sets of universal quantum gates capable of both resetting and preparing arbitrary states.",量子同期単語：Qutrit状態のリセットと準備,古典的なオートマトン理論の同期単語は、慎重に選択された有限遷移ルール​​を介して特定のターゲット状態に決定論的オートマトンの任意の状態をリセットするメカニズムを提供します。この作業では、単語を同期するという概念を量子情報理論に拡張します。具体的には、2つの量子チャネルのみで、指定されたターゲット状態の近くに任意のQutrit状態をもたらすことが可能であることを示します。さらに、このリセットに続いて、同じ2つのチャネルを使用して純粋な実際のQutrit状態を密接に近似できることを実証します。これらの調査結果は、同期する単語の量子類似体を確立し、任意の状態をリセットして準備できる普遍的な量子ゲートの最小限のセットを構築する潜在的なアプリケーションを強調します。
Ansgar G. Burchards,Continuous Variable Quantum MacWilliams Identities,"We derive bounds on general quantum error correcting codes against the displacement noise channel. The bounds limit the distances attainable by codes and also apply in an approximate setting. Our main result is a quantum analogue of the classical Cohn-Elkies bound on sphere packing densities attainable in Euclidean space. We further derive a quantum version of Levenshtein's sphere packing bound and argue that Gottesman--Kitaev--Preskill (GKP) codes based on the $E_8$ and Leech lattices achieve optimal distances. The main technical tool is a continuous variable version of the quantum MacWilliams identities, which we introduce. The identities relate a pair of weight distributions which can be obtained for any two trace-class operators. General properties of these weight distributions are discussed, along with several examples.",連続変数量子マクウィリアムのアイデンティティ,変位ノイズチャネルに対するコードを修正する一般的な量子エラーの境界を導き出します。境界は、コードで達成可能な距離を制限し、近似設定でも適用されます。私たちの主な結果は、ユークリッド空間で達成可能な球体梱包密度に結合した古典的なコーンエルキーの量子アナログです。さらに、Levenshteinの球体パッキングバウンドの量子バージョンを導き出し、$ E_8 $およびLeech Latticesに基づいてGottesmanであるKitaev（GKP）コードを最適な距離を達成すると主張します。主な技術ツールは、紹介する量子MacWilliams IDの連続変数バージョンです。アイデンティティは、任意の2つのトレースクラスオペレーターで取得できる重量分布のペアに関連しています。これらの重量分布の一般的な特性については、いくつかの例とともに説明します。
"Riccardo Rende, Luciano Loris Viteritti, Federico Becca, Antonello Scardicchio, Alessandro Laio, Giuseppe Carleo",Foundation Neural-Network Quantum States,"Foundation models are highly versatile neural-network architectures capable of processing different data types, such as text and images, and generalizing across various tasks like classification and generation. Inspired by this success, we propose Foundation Neural-Network Quantum States (FNQS) as an integrated paradigm for studying quantum many-body systems. FNQS leverage key principles of foundation models to define variational wave functions based on a single, versatile architecture that processes multimodal inputs, including spin configurations and Hamiltonian physical couplings. Unlike specialized architectures tailored for individual Hamiltonians, FNQS can generalize to physical Hamiltonians beyond those encountered during training, offering a unified framework adaptable to various quantum systems and tasks. FNQS enable the efficient estimation of quantities that are traditionally challenging or computationally intensive to calculate using conventional methods, particularly disorder-averaged observables. Furthermore, the fidelity susceptibility can be easily obtained to uncover quantum phase transitions without prior knowledge of order parameters. These pretrained models can be efficiently fine-tuned for specific quantum systems. The architectures trained in this paper are publicly available at this https URL, along with examples for implementing these neural networks in NetKet.",基礎ニューラルネットワークの量子状態,ファンデーションモデルは、テキストや画像などのさまざまなデータタイプを処理し、分類や生成などのさまざまなタスクを一般化することができる非常に用途の広いニューラルネットワークアーキテクチャです。この成功に触発されて、私たちは、量子多体システムを研究するための統合されたパラダイムとして、基礎ニューラルネットワークの量子状態（FNQ）を提案します。 FNQは、基礎モデルの主要な原則を活用して、スピン構成やハミルトニアン物理カップリングなどのマルチモーダル入力を処理する単一の多用途のアーキテクチャに基づいて、変分波関数を定義します。個々のハミルトニアンに合わせた特殊なアーキテクチャとは異なり、FNQは、トレーニング中に遭遇したものを超えて物理的なハミルトニアンに一般化でき、さまざまな量子システムやタスクに適応できる統一されたフレームワークを提供します。 FNQは、従来の方法、特に障害平均観測器を使用して計算するために、従来、挑戦的または計算集中的な量の効率的な推定を可能にします。さらに、視点の感受性を簡単に取得して、順序パラメーターの事前知識なしに量子相遷移を発見することができます。これらの前提条件のモデルは、特定の量子システムに対して効率的に微調整できます。このペーパーでトレーニングされているアーキテクチャは、このHTTPS URLで公開されており、これらのニューラルネットワークをネットケットに実装するための例があります。
"Andi Gu, Lorenzo Leone, Kenneth Goodenough, Sumeet Khatri",Constant Overhead Entanglement Distillation via Scrambling,"High-fidelity quantum entanglement enables key quantum networking capabilities such as secure communication and distributed quantum computing, but distributing entangled states through optical fibers is limited by noise and loss. Entanglement distillation protocols address this problem by extracting high-fidelity Bell pairs from multiple noisy ones. The primary objective is minimizing the resource overhead: the number of noisy input pairs needed to distill each high-fidelity output pair. While protocols achieving optimal overhead are known in theory, they often require complex decoding operations that make practical implementation challenging. We circumvent this challenge by introducing protocols that use quantum scrambling - the spreading of quantum information under chaotic dynamics - through random Clifford operations. Based on this scrambling mechanism, we design a distillation protocol that maintains asymptotically constant overhead, independent of the desired output error rate $\bar{\varepsilon}$, and can be implemented with shallow quantum circuits of depth $O(\operatorname{poly} \log \log \bar{\varepsilon}^{-1})$ and memory $O(\operatorname{poly} \log \bar{\varepsilon}^{-1})$. We show this protocol remains effective even with noisy quantum gates, making it suitable for near-term devices. Furthermore, by incorporating partial error correction, our protocol achieves state-of-the-art performance: starting with pairs of 10% initial infidelity, we require only 7 noisy inputs per output pair to distill a single Bell pair with infidelity $\bar{\varepsilon}=10^{-12}$, substantially outperforming existing schemes. Finally, we demonstrate the utility of our protocols through applications to quantum repeater networks.",スクランブルによる一定のオーバーヘッドエンタングルメント蒸留,高忠実度の量子エンタングルメントは、安全な通信や分散量子コンピューティングなどの重要な量子ネットワーキング機能を可能にしますが、光ファイバーを介した絡み合った状態の分布はノイズと損失によって制限されます。エンタングルメント蒸留プロトコルは、複数の騒々しいものから高忠実度のベルペアを抽出することにより、この問題に対処します。主な目的は、リソースのオーバーヘッドを最小化することです。各高忠実度出力ペアを蒸留するために必要な騒々しい入力ペアの数です。理論的には、最適なオーバーヘッドを達成するプロトコルは知られていますが、多くの場合、実用的な実装を困難にする複雑なデコード操作が必要です。ランダムなクリフォード操作を通じて、カオスダイナミクスの下での量子情報の拡散を使用するプロトコルを導入することにより、この課題を回避します。このスクランブルメカニズムに基づいて、目的の出力エラー率$ \ bar {\ varepsilon} $とは無関係に、漸近的に一定のオーバーヘッドを維持する蒸留プロトコルを設計し、深さ$ oの浅い量子回路で実装できます（\ operatorname {poly {poly } \ log \ log \ bar {\ varepsilon}^{ -  1}）$およびメモリ$ o（\ operatorname {poly} \ log \ bar {\ varepsilon}^{ -  1}）$。このプロトコルは、騒々しい量子ゲートでも効果的なままであり、短期的なデバイスに適していることを示しています。さらに、部分的なエラー補正を組み込むことにより、当社のプロトコルは最先端のパフォーマンスを実現します。10％の初期不倫のペアから始めて、不倫$ \ barを使用して単一のベルペアを蒸留するために、出力ペアごとに7つのノイズのある入力のみが必要です{ \ varepsilon} = 10^{-12} $、既存のスキームを大幅に上回る。最後に、Quantum Repeaterネットワークへのアプリケーションを通じて、プロトコルの有用性を実証します。
"Hassan Firouzjahi, Bahar Nikbakht",Non-Perturbative Hamiltonian and Higher Loop Corrections in USR Inflation,"Calculating the action and the interaction Hamiltonian at higher orders in cosmological perturbation theory is a cumbersome task. We employ the formalism of EFT of inflation in models of single field ultra slow-roll inflation and obtain a non-perturbative result for the Hamiltonian in terms of the Goldstone field $\pi$. To complete the dictionary, a non-linear relation between the curvature perturbations and $\pi$ is presented. Equipped with these non-linear results, we calculate the higher order loop corrections in USR models which are employed for PBHs formation. It is shown that the loop corrections on long CMB scales increase rapidly with the number of loop $L$ and the setup will go out of perturbative control at the four-loop level.",USRインフレにおける非摂動ハミルトニアンおよびより高いループ補正,宇宙論的摂動理論の高次でのアクションと相互作用のハミルトニアンを計算することは、面倒な作業です。単一のフィールドウルトラスローロールインフレーションのモデルにインフレのEFTの形式を使用し、ゴールドストーンフィールド$ \ pi $の観点からハミルトニアンの非摂動結果を得ます。辞書を完了するために、曲率摂動と$ \ pi $の間の非線形関係が表示されます。これらの非線形結果を装備して、PBHS形成に使用されるUSRモデルの高次ループ補正を計算します。長いCMBスケールのループ補正は、ループ$ l $の数とともに急速に増加し、セットアップは4ループレベルで摂動制御から抜け出すことが示されています。
