authors,title,abstract,authors_trans,abstract_trans
"Pavel P. Popov, Joana Fraxanet, Luca Barbiero, Maciej Lewenstein","Geometrical frustration, power law tunneling and non-local gauge fields from scattered light","Designing the amplitude and range of couplings in quantum systems is a fundamental tool for exploring a large variety of quantum mechanical effects. Here, we consider off-resonant photon scattering processes on a geometrically shaped molecular cloud. Our analysis shows that such a setup is properly modeled by a Bose-Hubbard Hamiltonian where the range, amplitude and sign of the tunneling processes of the scattered photonic modes can be accurately tuned. Specifically, by varying the molecular distribution, we demonstrate that different configurations characterized by geometrical frustration, long-range power law hopping processes, and non-local gauge fields can be achieved. Our results thus represent a powerful and alternative approach to perform an accurate Hamiltonian engineering of quantum systems with non trivial coupling structures.",散在した光からの幾何学的フラストレーション、パワーローのトンネル、非ローカルゲージフィールド,量子システムにおけるカップリングの振幅と範囲の設計は、多種多様な量子機械的効果を探索するための基本的なツールです。ここでは、幾何学的に形作られた分子雲の共生性光子散乱プロセスを検討します。私たちの分析では、このようなセットアップは、散在するフォトニックモードのトンネルプロセスの範囲、振幅、および符号を正確に調整できるボーズハバードハミルトニアンによって適切にモデル化されていることが示されています。具体的には、分子分布を変化させることにより、幾何学的なフラストレーション、長距離電力法ホッピングプロセス、および非ローカルゲージフィールドを特徴とするさまざまな構成を実現できることを実証します。したがって、我々の結果は、非些細な結合構造を備えた量子システムの正確なハミルトニアン工学を実行するための強力で代替のアプローチを表しています。
"Saakshi Porwal, Bitan Roy",Non-unitary time dynamics of topological modes in open planar quantum systems,"Nontrivial topological invariant of bulk electronic wavefunctions in two-dimensional quantum crystals leaves its footprints on the edge, dislocation, and corner modes. Here we investigate non-unitary time dynamics of these topological modes in square lattice-based open quantum systems in which the time-dependent Hamiltonian smoothly interpolates between topologically distinct insulators across band gap closing quantum critical points. The temporal dynamics of these modes is described by a Lindblad equation in which the instantaneous Hamiltonian plays the role of the Lindblad operator, thereby allowing the environment to couple with the system through the energy channels (weak measurement protocol). We show that in the presence of such a real time ramp, the survival probability of these modes decreases (increases) in short (long) time scale where the dephasing (quantum Zeno) effect dominates with the increasing amplitude of the system-to-environment coupling, for both slow and fast ramps from a topological to a normal insulating state. For a reverse course of the time evolution, the revival or condensation probability of nucleating such topological modes, otherwise absent in the initial system, increases for stronger system-to-environment coupling. This phenomenon can be attributed to the strong decoherence of the initial mixed state among all the energy eigenstates of the final Hamiltonian which also includes the topological modes, causing their enhanced condensation probability. Our findings can be germane to real open topological materials with time-tunable band gap, and should be applicable to open topological crystals of arbitrary dimension and belonging to any symmetry class.",オープン平面量子システムにおけるトポロジーモードの非統一時間ダイナミクス,2次元の量子結晶におけるバルク電子波動関数の非自明なトポロジカルな不変は、そのフットプリントをエッジ、転位、およびコーナーモードに残します。ここでは、時間依存性ハミルトニアンがバンドギャップを横切るトポロジー的に異なる絶縁体間でQUANT閉じた量子クリティカルポイントを滑らかに補間する正方形格子ベースのオープン量子システムにおけるこれらのトポロジーモードの非統一時間ダイナミクスを調査します。これらのモードの時間的ダイナミクスは、瞬間的なハミルトニアンがLindbladオペレーターの役割を果たし、それによりエネルギーチャネルを介して環境とシステムと結合できるようにするLindblad方程式によって説明されます（弱い測定プロトコル）。このようなリアルタイムランプの存在下で、これらのモードの生存確率は、脱体（量子ゼノ）効果がシステムから環境への振幅の増加とともに支配する短い（長い）時間スケールで減少（増加）を減少させます。カップリング、トポロジーから通常の断熱状態へのゆっくりと高速のランプの両方。時間の進化の逆のコースのために、そのようなトポロジーモードを核形成するリバイバルまたは凝縮確率は、それ以外の場合は初期システムにありませんが、システムから環境への結合が強くなると増加します。この現象は、トポロジーモードを含む最終的なハミルトニアンのすべてのエネルギー固有状態の中で、初期混合状態の強力な混合状態の強力な脱分岐に起因する可能性があり、それらの凝縮確率が強化されます。私たちの発見は、時間継続可能なバンドギャップを備えた実際のオープントポロジー材料から密接に対応することができ、任意の次元の開いたトポロジークリスタルに適用できるはずです。
"Pierre Cazals, Aymeric François, Loïc Henriet, Lucas Leclerc, Malory Marin, Yassine Naghmouchi, Wesley da Silva Coelho, Florian Sikora, Vittorio Vitale, Rémi Watrigant, Monique Witt Garzillo, Constantin Dalyac",Identifying hard native instances for the maximum independent set problem on neutral atoms quantum processors,"The Maximum Independent Set (MIS) problem is a fundamental combinatorial optimization task that can be naturally mapped onto the Ising Hamiltonian of neutral atom quantum processors. Given its connection to NP-hard problems and real-world applications, there has been significant experimental interest in exploring quantum advantage for MIS. Pioneering experiments on King's Lattice graphs suggested a quadratic speed-up over simulated annealing, but recent benchmarks using state-of-the-art methods found no clear advantage, likely due to the structured nature of the tested instances. In this work, we generate hard instances of unit-disk graphs by leveraging complexity theory results and varying key hardness parameters such as density and treewidth. For a fixed graph size, we show that increasing these parameters can lead to prohibitive classical runtime increases of several orders of magnitude. We then compare classical and quantum approaches on small instances and find that, at this scale, quantum solutions are slower than classical ones for finding exact solutions. Based on extended classical benchmarks at larger problem sizes, we estimate that scaling up to a thousand atoms with a 1 kHz repetition rate is a necessary step toward demonstrating a computational advantage with quantum methods.",ニュートラル原子量子プロセッサの最大独立したセット問題のためのハードネイティブインスタンスの識別,最大独立したセット（MIS）問題は、ニュートラル原子量子プロセッサのIsing Hamiltonianに自然にマッピングできる基本的な組み合わせ最適化タスクです。 NPハードの問題と現実世界のアプリケーションとの関係を考えると、MISの量子優位性を調査することには大きな実験的関心がありました。キングの格子グラフでの先駆的な実験は、シミュレートされたアニーリングよりも2次速度を上げたことを示唆していましたが、最新の方法を使用した最近のベンチマークは、テストされたインスタンスの構造化された性質のために、おそらく明確な利点が見つかりませんでした。この作業では、複雑さ理論の結果を活用し、密度や樹木幅などの主要な硬度パラメーターを変化させることにより、ユニットディスクグラフの硬いインスタンスを生成します。固定されたグラフサイズの場合、これらのパラメーターを増やすと、数桁の法外な古典的なランタイムの増加につながる可能性があることが示されています。次に、小さなインスタンスで古典的なアプローチと量子アプローチを比較し、この規模では、正確なソリューションを見つけるために量子溶液が古典的なソリューションよりも遅いことがわかります。より大きな問題サイズでの拡張されたクラシックベンチマークに基づいて、1 kHzの繰り返し速度で最大1000の原子を拡大することは、量子メソッドで計算上の利点を実証するために必要なステップであると推定します。
"Ahmet Burak Catli, Sophia Simon, Nathan Wiebe",Exponentially Better Bounds for Quantum Optimization via Dynamical Simulation,"We provide several quantum algorithms for continuous optimization that do not require any gradient estimation. Instead, we encode the optimization problem into the dynamics of a physical system and coherently simulate the time evolution. This allows us, in certain cases, to obtain exponentially better query upper bounds relative to the best known upper bounds for gradient-based optimization schemes which utilize quantum computers only for the evaluation of gradients. Our first two algorithms can find local optima of a differentiable function $f: \mathbb{R}^N \rightarrow \mathbb{R}$ by simulating either classical or quantum dynamics with friction via a time-dependent Hamiltonian. We show that these methods require $O(N\kappa^2/h_x^2\epsilon)$ queries to a phase oracle to find an $\epsilon$-approximate local optimum of a locally quadratic objective function, where $\kappa$ is the condition number of the Hessian matrix and $h_x$ is the discretization spacing. In contrast, we show that gradient-based methods require $O(N(1/\epsilon)^{\kappa \log(3)/4})$ queries. Our third algorithm can find the global optimum of $f$ by preparing a classical low-temperature thermal state via simulation of the classical Liouvillian operator associated with the Nosé Hamiltonian. We use results from the quantum thermodynamics literature to bound the thermalization time for the discrete system. Additionally, we analyze barren plateau effects that commonly plague quantum optimization algorithms and observe that our approach is vastly less sensitive to this problem than standard gradient-based optimization. Our results suggests that these dynamical optimization approaches may be far more scalable for future quantum machine learning, optimization and variational experiments than was widely believed.",動的シミュレーションを介した量子最適化の指数関数的な境界,勾配推定を必要としない継続的な最適化のために、いくつかの量子アルゴリズムを提供します。代わりに、最適化の問題を物理システムのダイナミクスにエンコードし、時間の進化を首尾一貫してシミュレートします。これにより、特定の場合、勾配の評価にのみ量子コンピューターを利用する勾配ベースの最適化スキームの最も既知の上限と比較して、指数関数的に優れたクエリ上限を取得できます。最初の2つのアルゴリズムは、微分可能な関数のローカルオプティマを見つけることができます$ f：\ mathbb {r}^n \ rightArrow \ mathbb {r} $は、時間依存のハミルトニアンを介して摩擦を伴う古典的または量子ダイナミクスをシミュレートすることにより。これらの方法には、$ o（n \ kappa^2/h_x^2 \ epsilon）$ $ seas oracleにクエリが必要であることを示しています。ヘシアンマトリックスの条件番号であり、$ h_x $は離散化間隔です。対照的に、勾配ベースの方法には$ o（n（1/\ epsilon）^{\ kappa \ log（3）/4}）$ queriesが必要であることを示します。 3番目のアルゴリズムは、Noséハミルトニアンに関連する古典的なリビリアンオペレーターのシミュレーションを介して古典的な低温熱状態を準備することにより、$ f $のグローバルな最適なものを見つけることができます。量子熱力学の文献の結果を使用して、離散システムの熱化時間を制限します。さらに、一般的に量子最適化アルゴリズムを悩ませる不毛のプラトー効果を分析し、私たちのアプローチは標準の勾配ベースの最適化よりもこの問題に非常に敏感ではないことを観察します。我々の結果は、これらの動的な最適化アプローチは、広く信じられていたよりも、将来の量子機械学習、最適化、および変動実験のためにはるかにスケーラブルである可能性があることを示唆しています。
"Zichang He, Rudy Raymond, Ruslan Shaydulin, Marco Pistoia",Non-Variational Quantum Random Access Optimization with Alternating Operator Ansatz,"Solving hard optimization problems is one of the most promising application domains for quantum computers due to the ubiquity of such problems in industry and the availability of broadly applicable quantum speedups. However, the ability of near-term quantum computers to tackle industrial-scale optimization problems is limited by their size and the overheads of quantum error correction. Quantum Random Access Optimization (QRAO) has been proposed to reduce the space requirements of quantum optimization. However, to date QRAO has only been implemented using variational algorithms, which suffer from the need to train instance-specific variational parameters, making them difficult to scale. We propose and benchmark a non-variational approach to QRAO based on the Quantum Alternating Operator Ansatz (QAOA) for the MaxCut problem. We show that instance-independent ``fixed'' parameters achieve good performance, removing the need for variational parameter optimization. Additionally, we evaluate different design choices, such as various mixers and initial states, as well as QAOA operator implementations when customizing for QRAO, and identify a strategy that performs well in practice. Our results pave the way for the practical execution of QRAO on early fault-tolerant quantum computers.",交互のオペレーターAnsatzを使用した非侵襲的量子ランダムアクセス最適化,ハード最適化の問題を解決することは、業界におけるこのような問題の遍在性と広く適用可能な量子速度の利用可能性により、量子コンピューターにとって最も有望なアプリケーションドメインの1つです。ただし、産業規模の最適化問題に取り組む短期量子コンピューターの能力は、そのサイズと量子誤差補正のオーバーヘッドによって制限されます。量子最適化のスペース要件を削減するために、量子ランダムアクセス最適化（QRAO）が提案されています。ただし、現在まで、Qraoは変分アルゴリズムを使用して実装されており、インスタンス固有の変分パラメーターをトレーニングする必要性に悩まされているため、スケーリングが困難になります。 Maxcut問題について、量子交互のオペレーターAnsatz（QAOA）に基づいて、Qraoに対する非variationalアプローチを提案し、ベンチマークします。インスタンスに依存しない「固定」パラメーターが良好なパフォーマンスを実現し、変分パラメーターの最適化の必要性を削除することを示します。さらに、さまざまなミキサーや初期状態など、さまざまな設計の選択肢を評価し、QRAOのカスタマイズ時にQAOAオペレーターの実装を評価し、実際に機能する戦略を特定します。私たちの結果は、初期の断層耐性量子コンピューターでのQraoの実際の実行への道を開いています。
"Santiago Acevedo-Mancera, Vladimir Vargas-Calderón, Herbert Vinck-Posada",Variational decision diagrams for quantum-inspired machine learning applications,"Decision diagrams (DDs) have emerged as an efficient tool for simulating quantum circuits due to their capacity to exploit data redundancies in quantum states and quantum operations, enabling the efficient computation of probability amplitudes. However, their application in quantum machine learning (QML) has remained unexplored. This paper introduces variational decision diagrams (VDDs), a novel graph structure that combines the structural benefits of DDs with the adaptability of variational methods for efficiently representing quantum states. We investigate the trainability of VDDs by applying them to the ground state estimation problem for transverse-field Ising and Heisenberg Hamiltonians. Analysis of gradient variance suggests that training VDDs is possible, as no signs of vanishing gradients--also known as barren plateaus--are observed. This work provides new insights into the use of decision diagrams in QML as an alternative to design and train variational ansätze.",量子風の機械学習アプリケーションの変分決定図,意思決定図（DDS）は、量子状態と量子動作のデータ冗長性を活用する能力により、量子回路をシミュレートするための効率的なツールとして浮上し、確率振幅の効率的な計算を可能にします。ただし、量子機械学習（QML）へのアプリケーションは未開拓のままです。このペーパーでは、DDSの構造的利点と量子状態を効率的に表すための変分法の適応性を組み合わせた新しいグラフ構造である変分決定図（VDD）を紹介します。 VDDの訓練性は、横方向フィールドISINGおよびHeisenberg Hamiltoniansの基底状態の推定問題にそれらを適用することにより、それらを調査します。勾配分散の分析は、勾配を消滅させる兆候（不毛のプラトーとしても知られている）が観察されないため、勾配分散の分析が可能であることを示唆しています。この作業は、さまざまなAnsätzeの設計と訓練に代わるものとして、QMLでの決定図の使用に関する新しい洞察を提供します。
"Xing M. Wang, Tony C. Scott",Probability Bracket Notation for Probability Modeling,"Following the Dirac Notation in Quantum Mechanics (QM), we propose the Bracket Notation (PBN) by defining a probability-bra (P-bra), P-ket, P-bracket, P-identity, etc. Using the PBN, many formulae, such as normalizations and expectations in systems of one or more random variables, can now be written in abstract basis-independent expressions, which are easy to expand by inserting a proper P-identity. The time evolution of homogeneous Markov processes can also be formatted in such a way. Our system P-kets are identified with probability vectors, and our system P-bra is comparable to the Doi state function or the Peliti standard bra. In the Heisenberg picture of the PBN, a random variable becomes a stochastic process, and the Chapman-Kolmogorov equations are obtained by inserting a time-dependent P-identity. Also, some QM expressions in the Dirac notation are naturally transformed into probability expressions in PBN by a special Wick rotation. Potential applications show the usefulness of the PBN beyond the constrained domain and range of Hermitian operators on Hilbert Spaces in QM all the way to IT.",確率モデリングの確率ブラケット表記,量子力学（QM）のDIRAC表記に続いて、確率-BRA（P-BRA）、P-Ket、P-Bracket、P-Identityなどを定義することにより、ブラケット表記（PBN）を提案します。 1つまたは複数のランダム変数のシステムにおける正規化や期待などの式は、適切なp-Identityを挿入することで簡単に拡張できる抽象的な基礎独立式で記述できるようになりました。均一なマルコフプロセスの時間進化も、そのような方法でフォーマットすることができます。システムP-Ketsは確率ベクトルで識別され、システムP-BRAはDOI状態関数またはPeliti標準BRAに匹敵します。 PBNのHeisenbergの写真では、ランダム変数が確率的プロセスになり、Chapman-Kolmogorov方程式は時間依存のp-Identityを挿入することで得られます。また、DIRAC表記のいくつかのQM式は、特別な芯の回転によりPBNの確率式に自然に変換されます。潜在的なアプリケーションは、QMのHilbertスペースでの制約付きドメインと範囲のHermitianオペレーターの範囲を超えてPBNの有用性を示しています。
"Anam Ashraf, M. Jamil Aslam, Faisal Akram, Adnan Bashir",Landau-Khalatnikov-Fradkin Transformations in Quantum Electrodynamics: For Perturbation Theory and Dynamical Mass Generation,"We carry out a comprehensive analysis of the Landau-Khalatnikov-Fradkin transformations for a charged fermion propagator at the two-loop level in quantum electrodynamics (QED). Starting with an arbitrary covariant gauge $\xi$ and space-time dimension $d$, we provide its explicit expressions in three and four-dimensional QED. We begin with the tree-level fermion propagator in the Landau gauge and gauge-transform it to obtain an analytical expression for an all order result in an arbitrary covariant gauge. We expand it out to two-loops both for the massless and massive propagators in three and four space-time dimensions. In addition to comparing with all earlier results in the literature wherever possible, we also study constraints of multiplicative renormalizabilty of our results in four-dimensional QED which are logarithmically divergent. Finally, we analyze representative solutions of the fermion propagator which correspond to dynamical chiral symmetry breaking and mass generation in QED. We study the gauge dependence of these emergent solutions, that of the Euclidean pole mass and the chiral fermion condensate.",量子電気力学におけるLandau-Khalatnikov-Fradkinの変換：摂動理論と動的な質量生成用,量子電気力学（QED）の2ループレベルで帯電したフェルミオンプロパゲーターのLandau-Khalatnikov-Fradkin変換の包括的な分析を実行します。任意の共変量ゲージ$ \ xi $と時空の寸法$ d $から始めて、3次元および4次元QEDで明示的な表現を提供します。ランダウゲージのツリーレベルのフェルミオンプロパゲーターから始めて、それを交換するためにゲージ変換して、任意の共変量ゲージのすべての順序の結果の分析的式を取得します。 3つと4つの時空の寸法で、質量のない大量のプロパゲーターの両方で、2ループに拡大します。可能な限り文献のすべての以前の結果と比較することに加えて、私たちは、対数的に分岐する4次元QEDでの結果の乗算的な繰り返しの制約の制約も研究しています。最後に、QEDにおける動的なキラル対称性破壊と大量生成に対応するフェルミオン伝播因子の代表的なソリューションを分析します。これらの緊急溶液のゲージ依存性、ユークリッド極腫瘤とキラルフェルミオン凝縮物の依存性を研究します。
Abhay Ashtekar,Black Hole Evaporation in Loop Quantum Gravity,"The conference \emph{Black Holes Inside and Out} marked the 50th anniversary of Hawking's seminal paper on black hole radiance. It was clear already from Hawking's analysis that a proper quantum gravity theory would be essential for a more complete understanding of the evaporation process. This task was undertaken in Loop Quantum Gravity (LQG) two decades ago and by now the literature on the subject is quite rich. The goal of this contribution is to summarize a mainstream perspective that has emerged. The intended audience is the broader gravitational physics community, rather than quantum gravity experts. Therefore, the emphasis is on conceptual issues, especially on the key features that distinguish the LQG approach, and on concrete results that underlie the paradigm that has emerged. This is \emph{not} meant to be an exhaustive review. Rather, it is a broad-brush stroke portrait of the present status. Further details can be found in the references listed.",ループ量子重力におけるブラックホール蒸発,Conference \ empons {Black Holes内外}は、Black Hole Radianceに関するHawkingの独創的な紙の50周年を記念しました。ホーキングの分析から、蒸発プロセスをより完全に理解するためには、適切な量子重力理論が不可欠であることがすでに明らかでした。このタスクは、20年前にループ量子重力（LQG）で行われ、今ではこの対象に関する文献は非常に豊富です。この貢献の目標は、出現した主流の視点を要約することです。意図した聴衆は、量子重力の専門家ではなく、より広範な重力物理学コミュニティです。したがって、特にLQGアプローチを区別する主要な機能、および出現したパラダイムの根底にある具体的な結果に重点が置かれています。これは、徹底的なレビューであることを意図した\ emph {not}です。むしろ、それは現在のステータスの広範なブラシストロークの肖像です。詳細については、リストされている参照をご覧ください。
"Matteo Pioldi, Giorgio De Simoni, Alessandro Braggio, Francesco Giazotto",Anderson insulator-based cryogenic photonic thermal amplifiers,"A photonic heat amplifier (PHA) designed for cryogenic operations is introduced and analyzed. This device comprises two Anderson insulator reservoirs connected by lossless lines, allowing them to exchange heat through photonic modes. This configuration enables negative differential thermal conductance (NDTC), which can be harnessed to amplify thermal signals. To achieve this, we maintain one reservoir at a high temperature, serving as the source terminal of a thermal transistor. Concurrently, in the other one, we establish tunnel contacts to metallic reservoirs, which function as the gate and drain terminals. With this arrangement, it is possible to control the heat flux exchange between the source and drain by adjusting the gate temperature. We present two distinct parameter choices that yield different performances: the first emphasizes modulating the source-drain heat current, while the second focuses on the temperature modulation of the colder Anderson insulator. Lastly, we present a potential design variation in which all electronic reservoirs are thermally connected through only photonic modes, allowing interactions between distant elements. The proposal of the PHA addresses the lack of thermal transistors and amplifiers in the mK range while being compatible with the rich toolbox of circuit quantum electrodynamics. It can be adapted to various applications, including sensing and developing thermal circuits and control devices at sub-Kelvin temperatures, which are relevant to quantum technologies.",アンダーソン絶縁体ベースの極低温フォトニック熱アンプ,極低温操作用に設計されたフォトニック熱アンプ（PHA）が導入され、分析されます。このデバイスは、ロスレスラインで接続された2つのアンダーソン絶縁体貯水池で構成され、フォトニックモードを介して熱を交換できるようにします。この構成により、否定的な微分熱コンダクタンス（NDTC）が可能になります。これは、熱信号を増幅するために活用できます。これを達成するために、1つの貯水池を高温で維持し、熱トランジスタのソース端子として機能します。同時に、他方では、ゲートと排水端子として機能する金属貯留層へのトンネル接触を確立します。この配置により、ゲート温度を調整することにより、ソースとドレインの間の熱流束交換を制御することができます。異なるパフォーマンスを生成する2つの異なるパラメーターの選択肢を提示します。1つ目は、ソースドレインの熱電流を調整することを強調し、2番目は冷たいアンダーソン絶縁体の温度変調に焦点を当てています。最後に、すべての電子貯水池がフォトニックモードのみを介して熱的に接続され、遠くの要素間の相互作用を可能にする潜在的な設計バリエーションを提示します。 PHAの提案は、回路量子電気力学のリッチツールボックスと互換性がある間、MK範囲の熱トランジスタとアンプの欠如に対処しています。 Quantum Technologiesに関連するサブケルビン温度での熱回路や制御デバイスの検知と開発など、さまざまなアプリケーションに適合させることができます。
