authors,title,abstract,authors_trans,abstract_trans
"Yu-Xuan Wang, Hou-Ji Shao, Yan-Song Zhu, De-Zhi Zhu, Hao-Nan Sun, Si-Yuan Chen, Xing-Can Yao, Yu-Ao Chen, Jian-Wei Pan",Homogeneous fermionic Hubbard gases in a flat-top optical lattice,"Fermionic atoms in a large-scale, homogeneous optical lattice provide an ideal quantum simulator for investigating the fermionic Hubbard model, yet achieving this remains challenging. Here, by developing a hybrid potential that integrates a flat-top optical lattice with an optical box trap, we successfully realize the creation of three-dimensional, homogeneous fermionic Hubbard gases across approximately $8\times10^5$ lattice sites. This homogeneous system enables us to capture a well-defined energy band occupation that aligns perfectly with the theoretical calculations for a zero-temperature, ideal fermionic Hubbard model. Furthermore, by employing novel radio-frequency spectroscopy, we precisely measure the doublon fraction $D$ as a function of interaction strength $U$ and temperature $T$, respectively. The crossover from metal to Mott insulator is detected, where $D$ smoothly decreases with increasing $U$. More importantly, we observe a non-monotonic temperature dependence in $D$, revealing the Pomeranchuk effect and the development of extended antiferromagnetic correlations.",フラットトップ光格子の均質なフェルミオンハバードガス,大規模で均質な光格子のフェルミオン原子は、フェミオン性ハバードモデルを調査するための理想的な量子シミュレーターを提供しますが、これを達成することは依然として困難です。ここでは、フラットトップ光格子を光ボックストラップと統合するハイブリッドポテンシャルを開発することにより、約8ドルの均一なフェルミオンハバードガスの作成を約8ドル\ Times10^5 $格子サイトに留意しました。この均一なシステムにより、明確に定義されたエネルギーバンド占領をキャプチャすることができます。これは、ゼロ温度の理想的なフェルミオンハバードモデルの理論的計算と完全に一致するものです。さらに、新しい無線周波数分光法を採用することにより、それぞれのダブロン画分$ d $をそれぞれ相互作用強度$ u $と温度$ t $の関数として測定します。金属からモットの絶縁体へのクロスオーバーが検出されます。ここで、$ d $は$ U $を増やすとスムーズに減少します。さらに重要なことに、$ d $の非モノトニック温度依存性が観察され、ポメランチュク効果と拡張された反強磁性相関の発生が明らかになります。
"Chris Godsil, Stephen Kirkland, Hermie Monterde",Perfect state transfer between real pure states,"Pure states correspond to one-dimensional subspaces of $\mathbb{C}^n$ represented by unit vectors. In this paper, we develop the theory of perfect state transfer (PST) between real pure states with emphasis on the adjacency and Laplacian matrices as Hamiltonians of a graph representing a quantum spin network. We characterize PST between real pure states based on the spectral information of a graph and prove three fundamental results: (i) every periodic real pure state $\mathbf{x}$ admits perfect state transfer with another real pure state $\mathbf{y}$, (ii) every connected graph admits perfect state transfer between real pure states, and (iii) for any pair of real pure states $\mathbf{x}$ and $\mathbf{y}$ and for any time $\tau$, there exists a real symmetric matrix $M$ such that $\mathbf{x}$ and $\mathbf{y}$ admits perfect state transfer relative to $M$ at time $\tau$. We also determine all real pure states that admit PST in complete graphs, complete bipartite graphs, paths, and cycles. This leads to a complete characterization of pair and plus state transfer in paths and complete bipartite graphs. We give constructions of graphs that admit PST between real pure states. Finally, using results on the spread of graphs, we prove that among all $n$-vertex simple unweighted graphs, the least minimum PST time between real pure states relative to the Laplacian is attained by any join graph, while the it is attained by the join of an empty graph and a complete graph of appropriate sizes relative to the adjacency matrix.",実際の純粋な状態間の完全な状態移転,純粋な状態は、ユニットベクトルで表される$ \ mathbb {c}^n $の1次元サブスペースに対応しています。このホワイトペーパーでは、隣接性とラプラシアンマトリックスに重点を置いて、量子スピンネットワークを表すグラフのハミルトニアンとして、完全な純粋な状態間の完全な状態転送（PST）の理論を開発します。グラフのスペクトル情報に基づいて実際の純粋な状態間でPSTを特徴付け、3つの基本的な結果を証明します。 } $、（ii）すべての接続されたグラフは、実際の純粋な状態間の完全な状態転送を認め、（iii）実際の純粋な状態のペア$ \ mathbf {x} $ and $ \ mathbf {y} $と$ \ tau $、$ \ mathbf {x} $および$ \ mathbf {y} $が、$ \ tau $の$ m $に比べて完全な状態転送を認めるような、実際の対称行列$ m $が存在します。また、完全なグラフ、完全な二部グラフ、パス、およびサイクルでPSTを認めるすべての実際の純粋な状態を決定します。これにより、パスでのペアおよびプラス状態転送と完全な二部グラフの完全な特性評価につながります。実際の純粋な状態間でPSTを認めるグラフの構造を提供します。最後に、グラフの拡散の結果を使用して、すべての$ n $ n $ -vertexの単純な非加重グラフの中で、ラプラシアンと比較して実際の純粋な状態間の最小PST時間は、任意の結合グラフによって達成され、それはそれによって達成されることを証明します。空のグラフの結合と、隣接マトリックスに対する適切なサイズの完全なグラフ。
"Ke Xie, Xi Li, Yu-Yang Zhou, Ji-Hong Luo, Shuai Wang, Yu-Zhao Nie, Hong-Chi Shen, Yu-Ao Chen, Xing-Can Yao, Jian-Wei Pan",Feshbach spectroscopy of ultracold mixtures of $^{6}{\rm Li}$ and $^{164}{\rm Dy}$ atoms,"We report on the observation of Feshbach resonances in ultracold $^6\mathrm{Li}$-$^{164}\mathrm{Dy}$ mixtures, where $^6\mathrm{Li}$ atoms are respectively prepared in their three lowest spin states, and $^{164}\mathrm{Dy}$ atoms are prepared in their lowest energy state. We observe 21 interspecies scattering resonances over a magnetic field range from 0 to \SI{702}{\gauss} using atom loss spectroscopy, three of which exhibit relatively broad widths. These broad resonances provide precise control over the interspecies interaction strength, enabling the study of strongly interacting effects in $^6\mathrm{Li}$-$^{164}\mathrm{Dy}$ mixtures. Additionally, we observe a well-isolated interspecies resonance at 700.1 G, offering a unique platform to explore novel impurity physics, where heavy dipolar $^{164}\mathrm{Dy}$ atoms are immersed in a strongly interacting Fermi superfluid of $^6\mathrm{Li}$ atoms.",$^{6} {\ rm li} $および$^{164} {\ rm dy} $ atomsのウルトラコールド混合物のFeshbach分光法,ultracold $^6 \ mathrm {li} $  -  $^{164} \ mathrm {dy} $ミックスのフェシュバッハ共鳴の観察について報告します。ここで、$^6 \ mathrm {li} $ atom最低のスピン状態、および$^{164} \ mathrm {dy} $ $ Atomsは、最低のエネルギー状態で準備されています。原子損失分光法を使用して、0から\ si {702} {\ gauss}までの磁場範囲にわたる21種間散乱共鳴を観察します。そのうち3つは比較的広い幅を示します。これらの広範な共鳴は、種間相互作用強度を正確に制御し、$^6 \ mathrm {li} $^{164} \ mathrm {dy} $混合物で強く相互作用する効果の研究を可能にします。さらに、700.1 gで適切に分離された種間共鳴を観察し、新しい不純物物理学を探索するためのユニークなプラットフォームを提供します。ここでは、重い双極子$^{164} \ mathrm {dy} $ atomsが、$^の強く相互作用するフェルミスーパーフルイドに浸されています。 6 \ mathrm {li} $ Atoms。
"Arijit Panda, Eduardo Guendelman, Goutam Manna",Exploring Cosmological Implications of the Modified Raychaudhuri Equation in Non-Gravitating Vacuum Energy Theory,"This article investigates the modified Raychaudhuri Equation (RE) in the context of Non-Gravitating Vacuum Energy (NGVE) theory and its implications for various cosmological characteristics. The equation is formulated based on the NGVE framework, in which global scale invariance generates a unique geometry. The newly developed geometry introduces a metric that is conformally connected to the conventional metric, with the conformal factor dependent on scalar field potentials. The cosmological study is carried out under the framework of a flat Friedmann-Lemaître-Robertson-Walker (FLRW) universe. Assuming matter behaves as an ideal fluid in the modified geometry, we formulate models for conditional expansion, collapse, and steady state, governed by the scalar field ($\phi$). In this context, the caustic solution and the focusing theorem are also studied. Scalar field solutions for exponential and power-law scale factors are also derived using NGVE theory's equations of motion. Finally, graphical analysis is used to investigate the behavior of the interaction terms that appear in the modified RE under these scale factors.",非栄光の真空エネルギー理論における修正されたレイチャドゥリ方程式の宇宙論的意味を探る,この記事では、非栄光の真空エネルギー（NGVE）理論のコンテキストと、さまざまな宇宙論的特性に対するその意味で、修正されたレイチャウドゥリ方程式（RE）を調査します。方程式は、グローバルスケールの不変性が一意のジオメトリを生成するNGVEフレームワークに基づいて定式化されます。新しく開発されたジオメトリは、従来のメトリックに準拠して接続されているメトリックを導入します。宇宙学研究は、フラットフリードマンレマレマートルロバートソンウォーカー（FLRW）の宇宙の枠組みの下で実施されています。物質が修正されたジオメトリの理想的な流体として動作すると仮定すると、スカラーフィールド（$ \ phi $）によって支配された条件付き膨張、崩壊、および定常状態のモデルを策定します。これに関連して、苛性溶液と焦点定理も研究されています。指数関数的およびパワーロースケール因子のスカラーフィールドソリューションは、NGVE理論の運動方程式を使用して導出されます。最後に、グラフィカル分析を使用して、これらのスケール因子の下で修正されたREに表示される相互作用項の動作を調査します。
"Guan-Qiang Li, Hao Guo, Yu-Qi Zhang, Bo Yang, Ping Peng",Fast and robust production of quantum superposition states by the fractional shortcut to adiabaticity,"The fractional shortcut to adiabaticity (f-STA) for production of quantum superposition states is proposed firstly via a three-level system with $\Lambda$-type linkage pattern and a four-level system with tripod structure. \textcolor[rgb]{1,0,0}{\sout{The fast, robust and efficient}} \textcolor[rgb]{0,0,1}{\uwave{The fast and robust}} production of the coherent superposition states is studied by comparing the populations for the f-STA and the fractional stimulated Raman adiabatic passage (f-STIRAP). The \textcolor[rgb]{1,0,0}{\sout{superposition}} states with equal proportion can be produced by fixing the controllable parameters of the driving pulses at the final moment of the whole process. The effects of the pulse intensity and the time delay of the pulses on the production process are discussed by monitoring the populations on all of the quantum states. In particular, the spontaneous emission arising from the intermediate state is investigated by the quantum master equation. The result reveals that the f-STA exhibits superior advantages over the f-STIRAP in producing the superposition states.",断熱性への分数ショートカットによる量子重力状態の高速で堅牢な生産,"量子重量化状態の生産のための断熱性（F-STA）への分数ショートカットは、$ \ lambda $ -Typeリンケージパターンを備えた3レベルのシステムと三脚構造を持つ4レベルのシステムを介して提案されます。 \ textcolor [rgb] {1,0,0} {\ sout {fast、robust and and efficient}} \ textcolor [rgb] {0,0,1} {\ uwave {fast and lobust}}コヘーマンの生成重ね合わせ状態は、F-STAの集団と分数刺激ラマン断熱通路（F-Stirap）を比較することにより研究されています。 \ textColor [rgb] {1,0,0} {\ sout {Superposition}}状態は、プロセス全体の最終瞬間に駆動パルスの制御可能なパラメーターを修正することで生成できます。生産プロセスに対するパルスのパルスの時間遅延の効果は、すべての量子状態の集団を監視することにより議論されます。特に、中間状態から生じる自然発光は、量子マスター方程式によって調査されます。結果は、F-STAがF-Stirapよりも優れた利点を示していることを明らかにしています。"
"Filiberto Ares, Pasquale Calabrese, Sara Murciano",The quantum Mpemba effects,"The Mpemba effect, where a hotter system can equilibrate faster than a cooler one, has long been a subject of fascination in classical physics. In the past few years, significant theoretical and experimental progress has been made in understanding its occurrence in both classical and quantum systems. In this review, we provide a concise overview of the Mpemba effect in quantum systems, with a focus on both open and isolated dynamics which give rise to distinct manifestations of this anomalous non-equilibrium phenomenon. We discuss key theoretical frameworks, highlight experimental observations, and explore the fundamental mechanisms that give rise to anomalous relaxation behaviors. Particular attention is given to the role of quantum fluctuations, integrability, and symmetry in shaping equilibration pathways. Finally, we outline open questions and future directions.",量子MPEMBA効果,より熱いシステムがより涼しいシステムよりも速く平衡化できるMPEMBA効果は、長い間古典物理学の魅力の対象となっています。過去数年間で、古典システムと量子システムの両方でその発生を理解する上で、重要な理論的および実験的進歩がなされてきました。このレビューでは、この異常な非平衡現象の明確な症状を生じさせるオープンダイナミクスと孤立したダイナミクスの両方に焦点を当て、量子システムにおけるMPEMBA効果の簡潔な概要を提供します。重要な理論的枠組みについて説明し、実験的観察を強調し、異常な弛緩行動を生じさせる基本的なメカニズムを探ります。平衡経路の形成における量子変動、統合性、および対称性の役割に特に注意が払われています。最後に、オープンな質問と将来の方向性の概要を説明します。
"Kohki Kawabata, Tatsuma Nishioka, Takuya Okuda, Shinichiro Yahagi",Fermionic CFTs from topological boundaries in abelian Chern-Simons theories,"A quantum field theory is referred to as bosonic (non-spin) if its physical quantities are independent of the spacetime spin structure, and as fermionic (spin) if they depend on it. We explore fermionic conformal field theories (CFTs) that emerge from bosonic abelian Chern-Simons theories, playing the role of a symmetry topological field theory, by imposing topological boundary conditions. Our construction includes the fermionic generalization of code CFTs. When the Chern-Simons theory is associated with the root lattice of a simply laced Lie algebra, this approach yields a fermionic CFT with a level-one affine Lie algebra symmetry. As an application, we consider the Chern-Simons theories corresponding to a class of supersymmetric vertex operator algebras studied by Johnson-Freyd and classify their fermionic topological boundary conditions that give rise to supersymmetric CFTs.",Abelian Chern-Simons理論のトポロジー境界からのフェルミオンCFT,量子フィールド理論は、その物理量が時空スピン構造に依存しない場合はボソン（非スピン）と呼ばれ、それに依存する場合はフェルミオン（スピン）と呼ばれます。トポロジー境界条件を課すことにより、対称性トポロジーフィールド理論の役割を果たし、ボソンアベルチェーンシモンズ理論から出てくるフェルミオン的コンフォーマルフィールド理論（CFT）を探ります。私たちの構造には、コードCFTのフェルミオン一般化が含まれています。 Chern-Simons理論が、単に編まれたLie代数の根格子に関連付けられている場合、このアプローチは、レベル1のアフィンLie代数対称でフェルミオンCFTを生成します。アプリケーションとして、Johnson-Freydが研究した超対称頂点演算子代数のクラスに対応するChern-Simons理論を検討し、超対称CFTを生じさせるフェルミオン性トポロジカル境界条件を分類します。
"Han-Jia Bi, Sheng-Wen Li",Reducing thermal noises by a quantum refrigerator,"Reducing the thermal noises in microwave (MW) resonators can bring about significant progress in many research fields. Recently, a bench-top cooling method using ""quantum refrigerators"" has been adopted to reduce the thermal noises, reaching around liquid nitrogen temperature. In this study, we investigate the possible cooling limit of the MW resonator by using three-level or four-level systems as the quantum refrigerator. In this refrigerator system, proper light pump makes the multilevel systems concentrated into their ground states, which continuously absorb the thermal photons in the MW resonator. By adiabatic elimination, we give a more precise description for this cooling process. It turns out, though the multilevel systems can be efficiently cooled down, the laser driving also significantly perturbs their energy levels. For three-level refrigerators, such perturbation causes the atom-resonator interaction to become off-resonant, impeding the heat transfer from the MW resonator to the refrigerator, which greatly weakens the cooling effect. We also find that, by using four-level systems as the refrigerator, this issue can be well overcome. Based on practical parameters, our estimation shows the cooling limit could reach the liquid helium temperature.",量子冷蔵庫による熱ノイズの減少,マイクロ波（MW）共振器の熱ノイズを減らすと、多くの研究分野で大きな進歩をもたらす可能性があります。最近、「量子冷蔵庫」を使用したベンチトップ冷却方法が採用され、熱ノイズを減らし、液体窒素温度に到達しました。この研究では、3レベルまたは4レベルのシステムを量子冷蔵庫として使用することにより、MW共振器の可能性のある冷却限界を調査します。この冷蔵庫システムでは、適切なライトポンプがマルチレベルシステムを基底状態に集中させ、MW共振器の熱光子を継続的に吸収します。 Adiabatic Eliminationにより、この冷却プロセスについてより正確な説明を提供します。マルチレベルシステムは効率的に冷却される可能性がありますが、レーザー駆動もエネルギーレベルを大幅に抑制します。 3レベルの冷蔵庫の場合、そのような摂動により、原子生成因子の相互作用が異常になり、MW共振器から冷蔵庫への熱伝達が妨げられ、冷却効果が大幅に弱まります。また、4レベルのシステムを冷蔵庫として使用することにより、この問題をよく克服できることがわかります。実用的なパラメーターに基づいて、私たちの推定は、冷却制限が液体ヘリウム温度に達する可能性があることを示しています。
"Jun Wen, Zheng Wen, Ping Peng, Guan-Qiang Li",Dicke-Ising quantum battery of an ion chain driven by a mechanical oscillator,"A scheme for implementing quantum batteries in a realizable and controllable platform based on a trapped ion chain driven by a mechanical oscillator is proposed. The effects of the hopping interaction between the two-level ions and the coupling interaction between the ions and the external mechanical oscillator on the charging process of the battery are investigated. The importance of the counter-rotating wave terms in the system's Hamiltonian, which are often ignored, is analyzed, and it is found that the charging energy and the ergotropy of the battery are dramatically affected by the counter-rotating wave terms. The quantum phase transition of the two-level system is restrained by the counter-rotating wave terms due to the destruction of the quantum coherence. Lastly, the power-law dependence of the charging process on the distance between the ions is discussed. Our theoretical analysis provides a solid foundation for the development of a practical quantum battery.",機械発振器によって駆動されるイオン鎖のダイックイジング量子バッテリー,機械的発振器によって駆動されるトラップされたイオン鎖に基づいて、実現可能で制御可能なプラットフォームに量子電池を実装するためのスキームが提案されています。バッテリーの充電プロセスに対するイオンと外部機械発振器との間の2レベルイオンと結合相互作用の間のホッピング相互作用の効果を調査します。しばしば無視されるシステムのハミルトニアンにおける反対波の項の重要性が分析され、バッテリーの充電エネルギーと緊張感は、反転波の用語によって劇的に影響を受けることがわかります。 2レベルのシステムの量子相転移は、量子コヒーレンスの破壊により、反転波項によって抑制されます。最後に、イオン間の距離に充電プロセスの電力法依存性について説明します。当社の理論分析は、実用的な量子バッテリーの開発のための強固な基盤を提供します。
"Shunta Arai, Tadashi Kadowaki",Quantum Annealing Enhanced Markov-Chain Monte Carlo,"In this study, we propose quantum annealing-enhanced Markov Chain Monte Carlo (QAEMCMC), where QA is integrated into the MCMC subroutine. QA efficiently explores low-energy configurations and overcomes local minima, enabling the generation of proposal states with a high acceptance probability. We benchmark QAEMCMC for the Sherrington-Kirkpatrick model and demonstrate its superior performance over the classical MCMC method. Our results reveal larger spectral gaps, faster convergence of energy observables, and reduced total variation distance between the empirical and target distributions. QAEMCMC accelerates MCMC and provides an efficient method for complex systems, paving the way for scalable quantum-assisted sampling strategies.",量子アニーリング強化マルコフチェーンモンテカルロ,この研究では、量子アニーリング強化マルコフチェーンモンテカルロ（QAEMCMC）を提案し、QAはMCMCサブルーチンに統合されています。 QAは、低エネルギーの構成を効率的に調査し、ローカルミニマイを克服し、提案状態の生成を受け入れる可能性が高いことを可能にします。 Sherrington-KirkpatrickモデルのQAEMCMCをベンチマークし、古典的なMCMCメソッドよりも優れたパフォーマンスを実証します。私たちの結果は、より大きなスペクトルギャップ、エネルギー観測可能性の収束が速く、経験的分布とターゲット分布の間の総変動距離の減少を明らかにしています。 QAEMCMCはMCMCを加速し、複雑なシステムに効率的な方法を提供し、スケーラブルな量子支援サンプリング戦略への道を開きます。
