authors,title,abstract,authors_trans,abstract_trans
"Jonathan J. Heckman, Max Hübner, Chitraang Murdia",On the Holographic Dual of a Symmetry Operator at Finite Temperature,"Topological symmetry operators of holographic large $N$ CFT$_D$'s are dual to dynamical branes in the gravity dual AdS$_{D+1}$. We use this correspondence to establish a dictionary between thermal expectation values of symmetry operators in the Euclidean CFT$_D$ and the evaluation of gravitational saddles in the presence of a dynamical brane. Expectation values of $0$-form symmetry operators in the CFT$_D$ are then related to branes wrapped on volume minimizing cycles in the bulk, i.e., the Euclidean continuation of a black hole horizon. We illustrate with some representative examples, including gravity in AdS$_3$, duality / triality defects in 4D $\mathcal{N} = 4$ Super Yang-Mills theory, and the dual of R-symmetry operators probing 5D BPS black holes.",有限温度での対称演算子のホログラフィックデュアルについて,ホログラフィックの大規模$ n $ cft $ _d $のトポロジー対称演算子は、重力デュアルADS $ _ {d+1} $のダイアルからダイナミカルなブレーンです。この対応を使用して、ユークリッドCFT $ _D $の対称性演算子の熱期待値と、動的なブレーンの存在下での重力サドルの評価との間に辞書を確立します。 CFT $ _D $の$ 0 $ -FORM対称演算子の期待値は、バルクのサイクルを最小限に抑えるボリュームに包まれたブレーン、つまりブラックホールホライズンのユークリッドの継続に関連しています。広告$ _3 $の重力、4d $ $ \ mathcal {n} = 4 $ super yang-mills理論の二重性 /試行性欠陥、および5d bpsブラックホールをプローブするr音響オペレーターのデュアルなど、いくつかの代表的な例で説明します。
"Justin Khoury, Meng-Xiang Lin, Mark Trodden",Apparent $w<-1$ and a Lower $S_8$ from Dark Axion and Dark Baryons Interactions,"We show that a simple coupling between dark energy and dark matter can simultaneously address two distinct hints at new physics coming from cosmological observations. The first is the recent evidence from the DESI project and supernovae observations that the dark energy equation of state~$w$ is evolving over cosmic time from an earlier value that is~$<-1$ to a present-day value~$>-1$. The second observation is the so-called~$S_8$ tension, describing the suppression of the growth of matter overdensities compared to that expected in the~$\Lambda$CDM model. We propose a stable, technically natural particle physics implementation of this idea, in which dark matter consists of dark baryons in a strongly-coupled hidden sector, and the dark energy field is the associated dark axion. The time-variation of the dark matter mass results in an effective dark energy equation of state that exhibits a phantom crossing behavior consistent with recent results. It also results in a slight delay in matter-radiation equality, which suppresses the overall growth of density perturbations.",Dark AxionとDark Ba​​ryonsの相互作用からの見かけの$ w <-1 $と低い$ s_8 $,暗黒エネルギーと暗黒物質の間の単純な結合が、宇宙論的観察から来る新しい物理学に関する2つの異なるヒントに同時に対処できることを示します。 1つ目は、DESIプロジェクトの最近の証拠と、状態〜$ w $の暗いエネルギー方程式が以前の値から現在の値<-1 $から現在の値〜$> -1 $までの宇宙時間にわたって進化しているという最近の証拠です。 2番目の観察は、いわゆる〜$ s_8 $の緊張であり、〜$ \ lambda $ cdmモデルで予想されるものと比較して、物質の成長の抑制を説明しています。このアイデアの安定した、技術的に自然な粒子物理学の実装を提案します。このアイデアは、強く結合された隠されたセクターの暗いバリオンで構成されており、暗黒エネルギー場が関連する暗軸です。暗黒物質の質量の時間変化は、最近の結果と一致する幻型交差挙動を示す有効な暗黒エネルギー方程式をもたらします。また、物質放射の平等がわずかに遅れ、密度摂動の全体的な成長を抑制します。
"Jeong Min Park, Shuwen Sun, Kenji Watanabe, Takashi Taniguchi, Pablo Jarillo-Herrero",Simultaneous transport and tunneling spectroscopy of moiré graphene: Distinct observation of the superconducting gap and signatures of nodal superconductivity,"Understanding the nature of superconductivity in magic-angle graphene remains challenging. A key difficulty lies in discerning the different energy scales in this strongly interacting system, particularly the superconducting gap. Here, we report the first simultaneous tunneling spectroscopy and transport measurements of magic-angle graphene, providing a novel approach to probe the superconducting state. This approach allows us to identify two coexisting V-shaped tunneling gaps with different energy scales: a distinct low-energy superconducting gap that vanishes at the superconducting critical temperature and magnetic field, and a higher-energy pseudogap. The superconducting tunneling spectra display a linear gap-filling behavior with temperature and magnetic field and exhibit the Volovik effect, consistent with a nodal order parameter. Our work reveals the unconventional nature of the superconducting gap in magic-angle graphene and establishes an experimental framework for multidimensional investigation of tunable quantum materials.",モアレグラフェンの同時輸送とトンネル分光法：結節性超伝導の超伝導ギャップと署名の明確な観察,魔法角グラフェンの超伝導性の性質を理解することは依然として困難です。重要な難しさは、この強く相互作用するシステム、特に超伝導ギャップの異なるエネルギースケールを識別することにあります。ここでは、魔法角グラフェンの最初の同時トンネル分光法と輸送測定を報告し、超伝導状態を調査するための新しいアプローチを提供します。このアプローチにより、異なるエネルギースケールを持つ2つの共存するV字型トンネルギャップを特定できます。超伝導臨界温度と磁場で消滅する明確な低エネルギー超伝導ギャップと、高エネルギーの擬似ガップです。超伝導トンネリングスペクトルは、温度と磁場で線形ギャップを埋める動作を示し、節点の順序パラメーターと一致してVolovik効果を示します。私たちの作品は、魔法角グラフェンの超伝導ギャップの型破りな性質を明らかにし、調整可能な量子材料の多次元調査のための実験的枠組みを確立します。
"Russell B. Thompson, Zarin Tasneem, Yves Caudano",A foundational derivation of quantum weak values and time-dependent density functional theory,"The equations of time-dependent density functional theory are derived, via the expression for the quantum weak value, from ring polymer quantum theory using a symmetry between time and imaginary time. The imaginary time path integral formalism of Feynman, in which inverse temperature is seen to be a Wick rotation of time, allows one to write the equilibrium partition function of a quantum system in a form isomorphic with the path integral expression for the dynamics. Therefore the self-consistent field theory equations which are solutions to the equilibrium partition function are Wick rotated back into a set of dynamic equations, which are shown to give the formula for the quantum weak value. As a special case, this in turn reduces to the equations of time-dependent density functional theory. This first-principles derivation does not use the theorems of density functional theory, which are instead applied to guarantee equivalence with standard quantum mechanics. An expression for finite-temperature dynamics is also derived using the limits of the equilibrium equations and the ground state dynamics. This finite temperature expression shows that a ring polymer model for quantum particles holds for time-dependent systems as well as static situations. Issues arising in time-dependent density functional theory, such as causality, initial state dependence, and $v$-representability, are discussed in the context of the ring polymer derivation. Connections with a variety of quantum phenomena is reviewed, and a possible link with de Broglie-Bohm theory is mentioned.",量子弱い値と時間依存密度機能理論の基礎導出,時間依存性密度の機能理論の方程式は、時間と虚数時間の対称性を使用したリングポリマー量子理論から、量子弱い値の式を介して導き出されます。逆温度が時間の芯の回転であると見られるファインマンの想像上の時間経路は、ダイナミクスのパス積分式と同型の形の量子システムの平衡分割関数を書き込むことができます。したがって、平衡分割関数の解である自己整合的なフィールド理論方程式は、意図的な動的方程式のセットに戻り、量子弱い値の式を与えることが示されています。特別なケースとして、これは次に、時間依存密度汎関数理論の方程式に減少します。この第一原理の派生は、密度汎関数理論の定理を使用せず、代わりに標準量子力学との等価性を保証するために適用されます。有限温度ダイナミクスの式は、平衡方程式と基底状態のダイナミクスの限界を使用して導出されます。この有限温度発現は、量子粒子のリングポリマーモデルが、静的な状況と同様に、時間依存システムに保持されることを示しています。因果関係、初期状態依存性、$ v $の表現性などの時間依存密度官能性機能理論で発生する問題は、リングポリマーの導出のコンテキストで説明されています。さまざまな量子現象とのつながりがレビューされており、De Broglie-Bohm理論との可能なリンクが言及されています。
"Junkai Dong, Ophelia Evelyn Sommer, Tomohiro Soejima, Daniel E. Parker, Ashvin Vishwanath",Phonons in Electron Crystals with Berry Curvature,"Recent advances in 2D materials featuring nonzero Berry curvature have inspired extensions of the Wigner crystallization paradigm. This paper derives a low-energy effective theory for such quantum crystals, including the anomalous Hall crystal (AHC) with nonzero Chern number. First we show that the low frequency dispersion of phonons in AHC, despite the presence of Berry curvature, resembles that of the zero field (rather than finite magnetic field) Wigner crystal due to the commutation of translation generators. We explain how key parameters of the phonon theory such as elastic constants and effective mass can be extracted from microscopic models, and apply them to two families of models: the recently introduced $\lambda$-jellium model and a model of rhombohedral multilayer graphene (RMG). In the $\lambda$-jellium model, we explore the energy landscape as crystal geometry shifts, revealing that AHC can become ""soft"" under certain conditions. This causes transitions in lattice geometry, although the quantized Hall response remains unchanged. Surprisingly, the Berry curvature seems to enhance the effective mass, leading to a reduction in phonon speed. For the AHC in RMG, we obtain estimates of phonon speed and shear stiffness. We also identify a previously overlooked ""kineo-elastic"" term in the phonon effective action that is present in the symmetry setting of RMG, and leads to dramatic differences in phonon speeds in opposite directions. We numerically confirm these predictions of the effective actions by time-dependent Hartree-Fock calculations. Our work points to the wealth of new phenomena that can arise when electron crystallization occurs in the presence of band geometry and topology.",ベリーの曲率を持つ電子結晶のフォノン,非ゼロベリーの曲率を特徴とする2D材料の最近の進歩は、ウィグナーの結晶化パラダイムの拡張を促しました。この論文は、非ゼロチェーン番号を持つ異常なホールクリスタル（AHC）を含む、このような量子結晶に対する低エネルギーの効果的な理論を導き出します。最初に、ベリーの曲率の存在にもかかわらず、AHCのフォノンの低周波分散は、翻訳発電機の整流により（有限磁場ではなく）ウィグナークリスタルの存在に似ていることを示します。弾性定数や有効質量などのフォノン理論の重要なパラメーターを顕微鏡モデルから抽出する方法を説明し、最近導入された$ \ lambda $  - ジェリウムモデルと菱面体多層グラフェン（RMG）のモデルの2つのモデルに適用する方法を説明します。 $ \ lambda $ -jelliumモデルでは、クリスタルジオメトリが変化するにつれてエネルギー景観を探り、AHCが特定の条件下で「柔らかく」ようになる可能性があることを明らかにします。これにより、格子形状の遷移が発生しますが、量子化されたホールの応答は変更されません。驚くべきことに、ベリーの曲率は有効な質量を促進し、フォノ速度の低下につながるようです。 RMGのAHCの場合、フォノン速度とせん断剛性の推定値を取得します。また、RMGの対称性に存在するフォノン効果的な作用で、以前に見落とされがちな「キネオ弾性」用語を特定し、逆方向のフォノン速度の劇的な違いにつながります。時間依存のハートリーフォック計算により、効果的なアクションのこれらの予測を数値的に確認します。私たちの仕事は、バンドジオメトリとトポロジーの存在下で電子の結晶化が発生すると発生する可能性のある新しい現象の豊富さを指し示しています。
"Robin Blume-Kohout, Timothy Proctor, Kevin Young","Quantum Characterization, Verification, and Validation","Quantum characterization, verification, and validation (QCVV) is a set of techniques to probe, describe, and assess the behavior of quantum bits (qubits), quantum information-processing registers, and quantum computers. QCVV protocols probe and describe the effects of unwanted decoherence so that it can be eliminated or mitigated. They can be usefully divided into characterization techniques that estimate predictive models for a device's behavior from data, and benchmarking techniques that assess overall performance of a device. In this introductory article, we briefly summarize the history of QCVV, introduce the mathematical models and metrics upon which it relies, and then summarize the foundational fields of tomography, randomized benchmarking, and holistic benchmarks. We conclude with brief descriptions of (and references to) advanced topics including gate set tomography, phase estimation, Pauli noise learning, characterization of mid-circuit measurements and non-Markovianity, classical shadows, verification and certification, and logical qubit assessment.",量子特性評価、検証、および検証,量子特性評価、検証、および検証（QCVV）は、量子ビット（qubits）、量子情報処理レジスタ、および量子コンピューターの挙動を調査、記述、評価するための一連の手法です。 QCVVプロトコルは、不要なデコヒーレンスの効果をプローブし、排除または緩和できるようにします。これらは、データからのデバイスの動作の予測モデルを推定する特性評価技術と、デバイスの全体的なパフォーマンスを評価するベンチマークテクニックに有用に分割できます。この紹介記事では、QCVVの歴史を簡単に要約し、依存する数学モデルとメトリックを紹介し、断層撮影、ランダム化ベンチマーク、およびホリスティックベンチマークの基礎分野を要約します。締めくくり、ゲートセット断層撮影、位相推定、パウリノイズ学習、中回路測定の特性評価と非壁性、古典的な影、検証と認定、論理的なキュービット評価など、高度なトピックの簡単な説明で説明します。
"Ze-Tong Zhuang, Dario Rosenstock, Bao-Jie Liu, Aaron Somoroff, Vladimir E. Manucharyan, Chen Wang",Non-Markovian Relaxation Spectroscopy of Fluxonium Qubits,"Recent studies have shown that parasitic two-level systems (TLS) in superconducting qubits, which are a leading source of decoherence, can have relaxation times longer than the qubits themselves. However, the standard techniques used to characterize qubit relaxation is only valid for measuring $T_1$ under Markovian assumptions and could mask such non-Markovian behavior of the environment in practice. Here, we introduce two-timescale relaxometry, a technique to probe the qubit and environment relaxation simultaneously and efficiently. We apply it to high-coherence fluxonium qubits over a frequency range of 0.1-0.4 GHz, which reveals a discrete spectrum of TLS with millisecond lifetimes. Our analysis of the spectrum is consistent with a random distribution of TLS in the aluminum oxide tunnel barrier of the Josephson junction chain of the fluxonium with an average density and electric dipole similar to previous TLS studies at much higher frequencies. Our study suggests that investigating and mitigating TLS in the junction chain is crucial to the development of various types of noise-protected qubits in circuit QED.",フクソニウムQubitsの非マルコビアン弛緩分光法,最近の研究では、超伝導キュービットの寄生的な2レベルシステム（TLS）は、デコヒャーの主要な供給源であるため、キッツ自体よりもリラクゼーション時間が長くなることが示されています。ただし、キクビット緩和を特徴付けるために使用される標準的な手法は、マルコフの仮定の下で$ T_1 $を測定するのにのみ有効であり、実際に環境のこのような非マルコビアの行動を隠すことができます。ここでは、2倍の緩和測定法を紹介します。これは、キュービットと環境の緩和を同時に効率的に調べる手法です。 0.1〜0.4 GHzの周波数範囲にわたって高コヒーレンスフクソニウムQubitsに適用します。スペクトルの分析は、フクソニウムのジョセフソンジャンクションチェーンのアルミニウム酸化物トンネルバリアにおけるTLSのランダムな分布と一致しており、はるかに高い周波数での以前のTLS研究と同様の平均密度と電気双極子があります。私たちの研究は、ジャンクションチェーンでのTLSの調査と緩和が、回路QEDでさまざまなタイプのノイズ保護されたキュービットの開発に重要であることを示唆しています。
"Yunlong Xiao, Xiangjing Liu, Zhenhuan Liu",No Practical Quantum Broadcasting: Even Virtually,"Quantum information cannot be broadcast -- an intrinsic limitation imposed by quantum mechanics. However, recent advances in virtual operations have brought new insights into the no-broadcasting theorem. Here, we focus on the practical utility and introduce sample efficiency as a fundamental constraint, requiring any practical broadcasting protocol perform no worse than the naive approach of direct preparation and distribution. We prove that no linear process -- whether quantum or beyond -- can simultaneously uphold sample efficiency, unitary covariance, permutation invariance, and classical consistency. This leads to a no-practical-broadcasting theorem, which places strict limits on the practical distribution of quantum information. To achieve this, we use Schur-Weyl duality to provide a significantly simplified derivation of the uniqueness of the canonical virtual broadcasting map, which satisfies the latter three conditions, and determine its sample complexity via semidefinite programming. Our approach naturally extends the uniqueness of virtual broadcasting to the 1-to-N case and provides its construction. Moreover, we demonstrate that the connection between virtual broadcasting and pseudo-density operators is limited to the 1-to-2 case and generally does not hold, further underscoring the fundamental asymmetry between spatial and temporal statistics in the quantum world.",実用的な量子放送はありません：事実上,量子情報は放送することはできません。これは、量子力学によって課される固有の制限です。ただし、仮想操作の最近の進歩により、ブロードキャストの定理への新しい洞察がもたらされました。ここでは、実用的なユーティリティに焦点を当て、サンプル効率を基本的な制約として導入し、実際のブロードキャストプロトコルは、直接的な準備と分布の素朴なアプローチよりも悪い性能を必要とする必要があります。量子またはそれ以降であろうと、線形プロセスがサンプルの効率、単一共分散、順列不変性、および古典的な一貫性を同時に支持できないことを証明します。これは、積極的なブロードキャスト定理につながり、量子情報の実際の分布に厳密な制限を課します。これを達成するために、Schur-Weylの二重性を使用して、後者の3つの条件を満たす標準的な仮想ブロードキャストマップの一意性の大幅に単純化された導出を提供し、半分のフィニットプログラミングを介してサンプルの複雑さを決定します。私たちのアプローチは、自然に仮想ブロードキャストの独自性を1対Nケースに拡張し、その構造を提供します。さらに、仮想ブロードキャストと擬似密度演算子との関係は、1対2のケースに限定されており、一般的には保持されず、量子世界の空間統計と時間的統計の間の基本的な非対称性をさらに強調することを実証します。
"Maciej Kowalczyk, Guillermo A. Mena Marugán, Tomasz Pawłowski",Primodial power spectrum in loop quantum cosmology for different regularizations,"In Loop Quantum Cosmology, the quantization of the Hamiltonian constraint involves a regularization procedure which is affected by certain ambiguities. Moreover, different regularizations lead to distinct mathematical formulations and, consequently, to different physical predictions. In this work, we explore the impact of this regularization on the primordial power spectrum of cosmological perturbations. More specifically, we study this power spectrum for the conventional regularization used in Loop Quantum Cosmology and for two alternative prescriptions suggested in the literature. We set initial conditions for the perturbations at the bounce corresponding to a recently proposed vacuum state, optimally adapted to the background dynamics. This choice of vacuum is based on an asymptotic Hamiltonian diagonalization in the ultraviolet sector of the perturbations which provides a non-oscillating power spectrum. Employing a suitable approximation to the propagation equations of the perturbations around the bounce, we are able to obtain an analytic expression for the primordial power spectrum of this vacuum for all the discussed regularizations. We compare the results and prove that the main relevant distinction between the corresponding spectra is the scale where power suppression occurs. The associated wavenumber scale is proportional to the square root of the critical density in Loop Quantum Cosmology, density which is different for each of the studied regularizations.",さまざまな正則化のためのループ量子宇宙論の原始パワースペクトル,ループ量子宇宙論では、ハミルトニアン制約の量子化には、特定のあいまいさの影響を受ける正規化手順が含まれます。さらに、異なる正則化は、明確な数学的定式化につながり、その結果、異なる物理的予測につながります。この作業では、宇宙論的摂動の原始パワースペクトルに対するこの正則化の影響を調査します。より具体的には、ループ量子宇宙論で使用される従来の正規化と、文献で提案されている2つの代替処方箋のために、このパワースペクトルを研究します。バックグラウンドダイナミクスに最適に適応された最近提案された真空状態に対応するバウンスでの摂動の初期条件を設定します。この真空の選択は、非拡張パワースペクトルを提供する摂動の紫外線部門における漸近ハミルトニアンの斜めの斜めの斜めに基づいています。バウンス周辺の摂動の伝播方程式に適した近似を使用すると、議論されたすべての正則化について、この真空の原始パワースペクトルの分析式を得ることができます。結果を比較し、対応するスペクトル間の主な関連する区別は、パワー抑制が発生するスケールであることを証明します。関連する波数スケールは、ループ量子宇宙論の臨界密度の平方根に比例します。これは、研究された正則化のそれぞれで異なる密度です。
"Karim I. Elghazawy, Chris H. Greene",Impact of the Intraspecies Scattering Length on the Observability of Resonances in Efimov-Unfavored Systems,"Efimov resonances in the three-body loss rate have been observed in ultracold heteronuclear gases near interspecies Feshbach resonances. However, the intraspecies scattering length $a_\text{BB}$ has been assumed to have a negligible effect on the overall Efimov scenario, namely, on the locations of the Efimov resonances $a_{-}^{(n)}$ and, consequently, on the three-body parameter (3BP). The present Letter analyzes the influence of $a_\text{BB}$ on the Efimov resonance positions $a_{-}^{(n)}$, particularly the 3BP, in Efimov-unfavored systems. Using van der Waals interactions described by separable $s$-wave potentials, the unitarity energy spectrum ($|a_\text{BX}|\rightarrow\infty$) and the Efimov resonance positions $a_{-}^{(n)}$ for $^{23}\text{Na}_2^{40}\text{K}$ are mapped out in $a_\text{BB}$. It is found that both the magnitude and sign of $a_\text{BB}$ can significantly impact the resonances $a_{-}^{(n)}$ in Efimov-unfavored systems, with the 3BP taking an observable value when $a_\text{BB}<0$.",エフィモフの味わいシステムの共鳴の観察可能性に対する症状散乱長の影響,3体損失率のエフィモフ共鳴は、種間フェシュバッハ共鳴近くの超核核核ガスで観察されています。ただし、種内散乱長$ a_ \テキスト{bb} $は、エフィモフ全体のシナリオ、すなわちエフィモフ共鳴の場所に無視できる効果があると想定されています。現在の文字は、エフィモフの共鳴位置に$ a_ \ text {bb} $の影響を分析しています。分離可能な$ s $波のポテンシャル、ユニタリティエネルギースペクトル（$ | a_ \ text {bx} | \ rightarrow \ inftty $）によって記述されたファンダーワールスの相互作用を使用し、efimov共鳴は$ a _ { - }^{（n）} $ for $^{23} \ {na} _2^{k} $ a_ \ text {bb} $でマッピングされます。 $ a_ \ text {bb} $の大きさと記号の両方が、efimov-unfavoredシステムの共鳴$ a _ { - }^{（n）} $に大きな影響を与えることがわかっています。
