authors,title,abstract,authors_trans,abstract_trans
"Weican Yang, Makoto Tsubota",Quantum Turbulence Across Dimensions: Crossover from two- to three-dimension,"We investigate the dynamic transition of quantum turbulence (QT) in a confined potential field as the system evolves from purely two-dimensional (2D) to quasi-two-dimensional, and ultimately to three-dimensional (3D), by fixing the lateral dimensions of the trapping box while varying its height. In the 2DQT, distinct Onsager vortex cluster formation and inverse energy cascade are observed, while 3DQT exhibits a direct energy cascade consistent with the Vinen turbulence decay rate, which display striking differences. By systematically altering the system height, we explore how dimensionality drives the differentiation of turbulence types and find that this transition is closely related to the excitation of Kelvin waves. Kelvin waves not only introduce additional dissipation mechanisms but also serve as mediators for direct energy transfer across scales. When the wavelength of the permitted Kelvin waves exceeds the critical size of vortex clusters, turbulence begins transitioning to 3D type, culminating in fully developed 3DQT at the characteristic scale. In the transitional region, we observe continuous variations in the decay rate and vortex cluster correlation functions.",寸法にわたる量子乱流：2次元から3次元から3次元,システムが純粋に2次元（2D）から準2次元に進化するにつれて、限られた潜在フィールドにおける量子乱流（QT）の動的遷移を調査し、最終的には横方向の次元を修正することにより、最終的には3次元（3D）に進化します。高さを変化させながらトラップボックスの。 2DQTでは、個別のOnSager Vortexクラスター形成と逆エネルギーカスケードが観察されますが、3DQTは、顕著な違いを示すビネン乱流減衰率と一致する直接的なエネルギーカスケードを示します。システムの高さを体系的に変更することにより、次元が乱流タイプの分化をどのように駆動するかを調査し、この遷移がケルビン波の励起に密接に関連していることを発見します。 Kelvin Wavesは、追加の散逸メカニズムを導入するだけでなく、スケール間の直接的なエネルギー移動のメディエーターとしても機能します。許可されたケルビン波の波長が渦クラスターの臨界サイズを超えると、乱流は3Dタイプに移行し始め、特性スケールで完全に開発された3DQTで頂点に達します。移行領域では、減衰率と渦クラスター相関関数の連続的な変動が観察されます。
"M. Mirón, E. Sadurní",Exact solvability of the Gross-Pitaevskii equation for bound states subjected to general potentials,"In this paper we present the analytic solution to the problem of bound states of the Gross-Pitaevskii (GP) equation in 1D and its properties, in the presence of external potentials in the form of finite square wells or attractive Dirac deltas, as well as stable solitons for repulsive defects. We show that the GP equation can be mapped to a first-order non-autonomous dynamical system, whose solutions can sometimes be written in terms of known functions. The formal solutions of this non-conservative system can be written with the help of Glauber-Trotter formulas or a series of ordered exponentials in the coordinate $x$. With this we illustrate how to solve any nonlinear problem based on a construction due to Mello and Kumar for the linear case (layered potentials). For the benefit of the reader, we comment on the difference between the integrability of a quantum system and the solvability of the wave equation.",一般的なポテンシャルにさらされた結合状態のグロスピタエフスキー方程式の正確な溶解性,この論文では、有限の正方形の井戸または魅力的なDirac Deltasの形で外部電位の存在下で、1Dの総型ピタエフスキー（GP）方程式の結合状態（GP）方程式の問題に対する分析ソリューションを提示します。反発的な欠陥のための安定したソリトン。 GP方程式は、既知の関数の観点から解決策を書くことができる1次非自律的な動的システムにマッピングできることを示します。この非保守的システムの正式なソリューションは、Glauber-strotterフォーミュラまたは座標$ x $の一連の順序付けられた指数の助けを借りて記述できます。これにより、線形ケース（層状電位）のメロとクマールによる構造に基づいて、非線形問題を解決する方法を説明します。読者の利益のために、量子システムの統合性と波方程式の溶解性の違いについてコメントします。
"Hisaaki Shinkai, Masao Takamoto, Hidetoshi Katori",Transportable Optical Lattice Clocks and General Relativity,"Optical lattice clocks (OLCs) enable us to measure time and frequency with a fractional uncertainty at $10^{-18}$ level, which is 2 orders of magnitude better than Cs clocks. In this article, after briefly reviewing OLCs and the history of testing the fundamental principles of general relativity, we report our experiments of measuring the gravitational redshift between RIKEN and The University of Tokyo, and at Tokyo Skytree using transportable OLCs. We also discuss a couple of future applications of OLCs, such as detecting gravitational waves in space and relativistic geodesy. The possibility of testing second-order parametrized post-Newtonian potential around the Earth is also mentioned.",輸送可能な光学格子時計と一般相対性理論,光格子時計（OLCS）を使用すると、$ 10^{-18} $レベルで分数の不確実性で時間と頻度を測定できます。これは、CSクロックよりも2桁優れています。この記事では、OLCSと一般相対性理論の基本原則をテストする歴史を簡単にレビューした後、リケンと東京大学の間の重力赤方偏移を測定し、輸送可能なOLCを使用して東京スカイツリーで実験を報告します。また、宇宙の重力波の検出や相対論的測地観など、OLCの将来のいくつかのアプリケーションについても説明します。地球の周りで二次パラメータ化されたニュートン後のポテンシャルをテストする可能性も言及されています。
"D. Condado, E. Sadurní",An exactly solvable tight-binding billiard in graphene,"A triangular graphenic billiard is defined as a planar carbon polymer in the Hückeloid approximation of $\pi-$band electrons. It is shown that the equilateral triangle of arbitrary size and zig-zag edges allows for exact solutions of the associated spectral problem. This is done by a construction of wave superpositions similar to the Lamé solution of the Helmholtz equation in a triangular cavity, revisited by Pinsky. Exact wave functions, eigenvalues, degeneracies, and edge states are provided. The edge states are also obtained by a non-periodic construction of waves with vanishing energy. A comment on its connection with recent molecular models, such as triangulene, is given.",グラフェン中の正確に溶媒可能なタイト結合ビリヤード,三角グラフェンビリヤードは、$ \ pi $帯域電子のHückeloid近似の平面カーボンポリマーとして定義されます。任意のサイズとzig-zagのエッジの正三角形は、関連するスペクトル問題の正確な解を可能にすることが示されています。これは、ピンスキーによって再訪された三角腔のヘルムホルツ方程式のラメ溶液と同様の波の重ね合わせの構造によって行われます。正確な波動関数、固有値、縮退、およびエッジ状態が提供されます。エッジ状態は、エネルギーが消滅する波の非周期的構造によっても得られます。トリグレンなどの最近の分子モデルとの関係に関するコメントが示されています。
"Yangqiuting Li, Chandralekha Singh",Improving student understanding of quantum measurement in infinite-dimensional Hilbert space using a research-based multiple-choice question sequence,"Research-based multiple-choice questions implemented in class with peer instruction have been shown to be an effective tool for improving students' engagement and learning outcomes. Moreover, multiple-choice questions that are carefully sequenced to build on each other can be particularly helpful for students to develop a systematic understanding of concepts pertaining to a theme. Here, we discuss the development, validation, and implementation of a multiple-choice question sequence (MQS) on the topic of quantum measurement in the context of wave functions in the infinite-dimensional Hilbert space. This MQS was developed using students' common difficulties with quantum measurements as a guide and was implemented in a junior-/senior-level quantum mechanics course at a large research university in the U.S. We compare student performance on assessment tasks focusing on quantum measurement before and after the implementation of the MQS and discuss how different difficulties were reduced and how to further improve students' conceptual understanding of quantum measurement in infinite-dimensional Hilbert space.",研究ベースの複数選択質問シーケンスを使用して、無限次元ヒルベルト空間における量子測定の学生の理解を改善する,ピア指導を受けたクラスで実装された研究ベースの多肢選択式の質問は、学生のエンゲージメントと学習成果を改善するための効果的なツールであることが示されています。さらに、互いに順調に構築するために慎重にシーケンスされている多肢選択式の質問は、生徒がテーマに関連する概念の体系的な理解を開発するのに特に役立ちます。ここでは、無限のヒルベルト空間の波動関数のコンテキストでの量子測定のトピックに関する複数選択疑問シーケンス（MQ）の開発、検証、および実装について説明します。このMQSは、ガイドとして量子測定に関する学生の一般的な困難を使用して開発され、米国の大規模な研究大学のジュニア/シニアレベルの量子力学コースで実装されました。 MQの実装後、さまざまな困難がどのように減少し、無限のヒルベルト空間における量子測定に対する学生の概念的理解をさらに向上させる方法を議論します。
"Galya Haim, Chris Mullarkey, John Howell, Nir Bar-Gill",Compressed sensing enabled high-bandwidth and large dynamic range magnetic sensing,"Electron Spin Resonance (ESR) is a widely common method in the field of quantum sensing. Specifically with the Nitrogen-Vacancy (NV) center in diamond, used for sensing magnetic and electric fields, strain and temperature. However, ESR measurements are limited in temporal resolution, primarily due to the large number of data points required especially in high dynamic range regimes and the need for extensive averaging caused by low signal-to-noise ratio (SNR). This study introduces a novel application of compressed sensing (CS) for magnetic sensing using NV centers. By comparing CS with conventional raster scanning, we demonstrate the potential of CS to enhance sensing applications. Experimental results, supported by simulations, show an improvement of factor 3 in measurement accuracy in low SNR data, which also translates to achieving the same accuracy with only 15% of the data points. Moreover, the proposed approach is not confined to NV centers but can be extended to ESR measurements in other systems, broadening its applicability in quantum sensing.",圧縮センシングは、高帯域幅と大型ダイナミックレンジの磁気センシングを可能にしました,電子スピン共鳴（ESR）は、量子センシングの分野で広く一般的な方法です。具体的には、ダイヤモンド内の窒素吸気（NV）中心で、磁場や電界、ひずみ、温度の感知に使用されます。ただし、ESRの測定値は、特に高ダイナミックレンジレジームで必要な多くのデータポイントと、低信号対雑音比（SNR）によって引き起こされる広範な平均化の必要性のために、時間分解能が制限されています。この研究では、NVセンターを使用した磁気センシングのための圧縮センシング（CS）の新しい用途を紹介します。 CSを従来のラスタースキャンと比較することにより、センシングアプリケーションを強化するCSの可能性を示します。シミュレーションでサポートされている実験結果は、低SNRデータの測定精度における因子3の改善を示しています。これは、データポイントの15％のみで同じ精度を達成することにもなります。さらに、提案されたアプローチはNVセンターに限定されていませんが、他のシステムのESR測定に拡張でき、量子センシングでの適用性を拡大します。
"Amjad Sohail, Allah Nawaz, Hazrat Ali, Rizwan Ahmed, Marcos Cesar de Oliveira",Perfect Transfer of Entanglement and One-Way Quantum Steering via Parametric Frequency Converter in a Two-mode Cavity Magnomechanical System,"We study the effects of a parametric frequency converter in a two-mode cavity system where one of the cavity mode is coupled with yttrium iron garnet (YIG) via magnetic dipole interaction. Parametric frequency converter acts as a nonlinear source for enhanced entanglement among all bipartitions and asymmetrical quantum steering. The behavior of the two types of quantum correlations are shown to be dependent on parametric coupling and the associated phase factor. We show that cavity-cavity entanglement and cavity-phonon entanglement (cavity-magnon entanglement) decreases (increases) with the increase of the parametric phase factor {\phi}. In addition, generated entanglements in the present system have shown to be more robust against the thermal effects, with the inclusion of the parametric converter as compared with the bare cavity case. Another intriguing finding is the asymmetric one-way steering, where we notice that magnon and phonon modes can steer the indirectly coupled cavity modes, yet the steering in swapped direction is not observed. It is of great interest that the perfect transfer of entanglement and quantum steering is achieved among different modes by adjusting the system's parameters. In fact, our protocol for these transferring processes suggests a different approach to the processing and storage of quantum information.",2モードキャビティ磁気機械システムでのパラメトリック周波数コンバーターを介したエンタングルメントと一元配置量子ステアリングの完全な転送,磁気双極子相互作用を介して、キャビティモードの1つがYttrium鉄ガーネット（Yig）と結合される2モードキャビティシステムでのパラメトリック周波数コンバーターの効果を研究します。パラメトリック周波数コンバーターは、すべての二重党と非対称量子ステアリングの中で強化された絡み合いの非線形ソースとして機能します。 2つのタイプの量子相関の動作は、パラメトリックカップリングと関連相係数に依存することが示されています。パラメトリック位相係数{\ phi}の増加とともに、空洞cavityエンタングルメントとキャビティホノンエンタングルメント（キャビティマグニョンエンタングルメント）が減少する（増加）ことを示します。さらに、現在のシステムで生成された絡み合いは、裸のキャビティケースと比較してパラメトリックコンバーターを含めると、熱効果に対してより堅牢であることが示されています。もう1つの興味深い発見は、非対称の一方向ステアリングです。マグノンとフォノンモードが間接的に結合したキャビティモードを操縦できることに気付きますが、交換された方向のステアリングは観察されません。システムのパラメーターを調整することにより、エンタングルメントと量子ステアリングの完全な転送がさまざまなモード間で達成されることが非常に興味深いことです。実際、これらの転送プロセスのプロトコルは、量子情報の処理と保存に対する異なるアプローチを示唆しています。
"Shuai Liu, Matthew W. Puckett, Jianfeng Wu, Abdulkarim Hariri, Yuheng Zhang, Zheshen Zhang",Ultralow-loss photonic integrated chips on 8-inch anomalous-dispersion Si$_3$N$_4$-SiO$_2$-Si Wafer,"We report the fabrication of 8-inch crack-free, dispersion-engineered Si$_3$N$_4$-SiO$_2$-Si wafers fully compatible with industrial foundry silicon photonics fabrication lines. By combining these wafers with a developed amorphous silicon (a-Si) hardmask etching technique, we achieve ultra-low-loss Si$_3$N$_4$ photonic integrated circuits (PICs) with intrinsic quality factors exceeding $25 \times 10^6$ using electron beam lithography and $24 \times 10^6$ using standard ultraviolet stepper photolithography. Frequency-comb generation is demonstrated on these high-quality Si$_3$N$_4$ PICs, corroborating the designed anomalous dispersion. These results establish the feasibility of mass-manufacturing high-performance, dispersion-engineered Si$_3$N$_4$ PICs using standard foundry-grade processes, opening new pathways for applications in optical communications, nonlinear optics, and quantum optics.",8インチの異常分散si $ _3 $ n $ _4 $ -sio $ _2 $ -siウェーハのウルトラロウロスフォトニック統合チップ,8インチの亀裂のない分散型si $ _3 $ n $ _4 $ -SIO $ _2 $ -SIウェーハの製造を、工業用ファウンドリシリコンフォトニクス製造ラインと完全に互換性のあるものにします。これらのウェーハを開発したアモルファスシリコン（A-SI）ハードマスクエッチング技術と組み合わせることにより、超低損失SI $ _3 $ _4 $ $フォトニック統合サーキット（写真）を実現します。 $電子ビームリソグラフィーを使用し、24 \ times 10^6 $を使用して標準の紫外線ステッパーフォトリソグラフィを使用します。周波数コム生成は、これらの高品質のSi $ _3 $ n $ _4 $ picsで実証されており、設計された異常分散を裏付けています。これらの結果は、標準的な鋳造用グレードプロセスを使用して、大量製造高性能、分散型のSi $ _3 $ n $ _4 $ PICSの実現可能性を確立し、光学通信、非線形光学、量子光学のアプリケーションの新しい経路を開きます。
"James Keppens, Quinten Eggerickx, Vukan Levajac, George Simion, Bart Sorée",Qudit vs. Qubit: Simulated performance of error correction codes in higher dimensions,"Qudits can be described by a state vector in a q-dimensional Hilbert space, enabling a more extensive encoding and manipulation of information compared to qubits. This implies that conducting fault tolerant quantum computations using qudits rather than qubits might entail less overhead. We test this hypothesis by creating and simulating the quantum circuitry for small qudit error correction codes and specifically adapted decoders and compare the simulated performance with their qubit counterparts under two different noise models. We introduce an error ratio to quantify the trade-off between logical error rates and the reduction in the number of units required when using qudits. We find that the logical error rates of our simulated distance-3 codes would give less average computational errors for the higher dimensional codes, especially when the decoder can be adapted to correct more hyperedge-type errors.",qudit vs. qubit：高次元でのエラー補正コードのシミュレーションパフォーマンス,Quditsは、Q次元のヒルベルト空間の状態ベクトルによって説明でき、キッツと比較して、より広範なエンコードと情報の操作を可能にします。これは、キュービットではなくquditsを使用して断層耐性の量子計算を行うと、頭上が少なくなる可能性があることを意味します。小さなQuditエラー補正コードと特異的に適合したデコーダーの量子回路を作成およびシミュレートすることにより、この仮説をテストし、2つの異なるノイズモデルの下でシミュレートされたパフォーマンスをQubitカウンターパートと比較します。エラー比を導入して、論理エラー率とquditsを使用するときに必要なユニット数の減少とのトレードオフを定量化します。シミュレートされた距離-3コードの論理エラー率は、特により多くのハイパーエッジタイプのエラーを修正するためにデコーダーを適応できる場合、高次元コードの平均計算エラーが少なくなることがわかります。
Alejandro Mata Ali,Explicit Solution Equation for Every Combinatorial Problem via Tensor Networks: MeLoCoToN,"In this paper we show that every combinatorial problem has an exact explicit equation that returns its solution. We present a method to obtain an equation that solves exactly any combinatorial problem, both inversion, constraint satisfaction and optimization, by obtaining its equivalent tensor network. This formulation only requires a basic knowledge of classical logical operators, at a first year level of any computer science degree. These equations are not necessarily computable in a reasonable time, nor do they allow to surpass the state of the art in computational complexity, but they allow to have a new perspective for the mathematical analysis of these problems. These equations computation can be approximated by different methods such as Matrix Product State compression. We also present the equations for numerous combinatorial problems. This work proves that, if there is a physical system capable of contracting in polynomial time the tensor networks presented, every NP-Hard problem can be solved in polynomial time.",テンソルネットワークを介したすべての組み合わせ問題の明示的な溶液方程式：メロコトン,この論文では、すべての組み合わせ問題には、その解を返す正確な明示的な方程式があることを示します。同等のテンソルネットワークを取得することにより、反転、制約満足度、最適化の両方の組み合わせ問題を正確に解決する方程式を取得する方法を提示します。この定式化には、コンピューターサイエンスの学位の1年目のレベルで、古典的な論理演算子の基本的な知識のみが必要です。これらの方程式は、合理的な時間で必ずしも計算可能ではなく、計算上の複雑さの最新技術を上回ることもできませんが、これらの問題の数学的分析のための新しい視点を持つことができます。これらの方程式計算は、マトリックス製品状態圧縮などのさまざまな方法で近似できます。また、多くの組み合わせ問題の方程式を提示します。この作業は、多項式時間に収縮できる物理システムがある場合、テンソルネットワークが提示した場合、すべてのNPハードの問題は多項式時間で解決できることを証明しています。
